date,ebitda_ttm
"Dec. 31, 2019",8.665B
"Sept. 30, 2019",9.303B
"June 30, 2019",8.919B
"March 31, 2019",8.598B
"Dec. 31, 2018",8.831B
"Sept. 30, 2018",9.689B
"June 30, 2018",9.741B
"March 31, 2018",9.916B
"Dec. 31, 2017",9.872B
"Sept. 30, 2017",7.91B
"June 30, 2017",7.891B
"March 31, 2017",7.70B
"Dec. 31, 2016",7.726B
"Sept. 30, 2016",10.19B
"June 30, 2016",10.10B
"March 31, 2016",9.976B
"Dec. 31, 2015",9.767B
"Sept. 30, 2015",8.418B
"June 30, 2015",8.344B
"March 31, 2015",7.115B
"Dec. 31, 2014",6.913B
"Sept. 30, 2014",8.052B
"June 30, 2014",7.877B
"March 31, 2014",8.843B
"Dec. 31, 2013",8.921B
"Sept. 30, 2013",4.236B
"June 30, 2013",3.206B
"March 31, 2013",3.25B
"Dec. 31, 2012",3.225B
"Sept. 30, 2012",7.181B
"June 30, 2012",8.074B
"March 31, 2012",8.016B
"Dec. 31, 2011",7.906B
"Sept. 30, 2011",8.285B
"June 30, 2011",8.235B
"March 31, 2011",7.871B
"Dec. 31, 2010",7.436B
"Sept. 30, 2010",7.123B
"June 30, 2010",6.42B
"March 31, 2010",5.886B
"Dec. 31, 2009",5.558B
"Sept. 30, 2009",5.11B
"June 30, 2009",5.809B
"March 31, 2009",6.43B
"Dec. 31, 2008",7.271B
"Sept. 30, 2008",2.23B
"June 30, 2008",2.312B
"March 31, 2008",2.616B
"Dec. 31, 2007",2.408B
"Sept. 30, 2007",8.502B
"June 30, 2007",8.362B
"March 31, 2007",8.269B
"Dec. 31, 2006",8.469B
"Sept. 30, 2006",13.08B
"June 30, 2006",12.97B
"March 31, 2006",12.80B
"Dec. 31, 2005",12.58B
"Sept. 30, 2005",2.978B
"June 30, 2005",959.00M
"March 31, 2005",-1.78B
"Dec. 31, 2004",-4.494B
"Sept. 30, 2004",-8.435B
"June 30, 2004",-6.795B
"March 31, 2004",-4.537B
"Dec. 31, 2003",-4.636B
"Sept. 30, 2003",2.604B
"June 30, 2003",2.396B
"March 31, 2003",458.00M
"Dec. 31, 2002",2.786B
"Sept. 30, 2002",3.567B
"June 30, 2002",3.548B
"March 31, 2002",7.575B
"Dec. 31, 2001",7.539B
"Sept. 30, 2001",5.409B
"June 30, 2001",3.72B
"March 31, 2001",-180.00M
"Dec. 31, 2000",-1.855B
"Sept. 30, 2000",-23.48B
"June 30, 2000",-16.38B
"March 31, 2000",-9.479B
"Dec. 31, 1999",-2.735B
