date,sales_est_0y
"March 19, 2020",77.05B
"March 14, 2020",77.05B
"March 13, 2020",77.17B
"March 12, 2020",77.49B
"March 11, 2020",77.49B
"March 10, 2020",77.50B
"March 9, 2020",77.57B
"Feb. 27, 2020",77.59B
"Feb. 4, 2020",77.61B
"Feb. 3, 2020",77.58B
"Jan. 31, 2020",77.56B
"Jan. 30, 2020",77.49B
"Jan. 28, 2020",77.65B
"Jan. 21, 2020",77.64B
"Jan. 16, 2020",77.66B
"Jan. 15, 2020",77.68B
"Jan. 14, 2020",77.64B
"Jan. 7, 2020",77.66B
"Jan. 6, 2020",77.65B
"Jan. 1, 2020",77.66B
"Dec. 31, 2019",74.22B
"Dec. 17, 2019",74.20B
"Dec. 15, 2019",74.19B
"Dec. 10, 2019",74.19B
"Nov. 25, 2019",74.18B
"Nov. 7, 2019",74.19B
"Oct. 28, 2019",74.18B
"Oct. 23, 2019",74.19B
"Oct. 22, 2019",74.22B
"Oct. 11, 2019",74.37B
"Oct. 7, 2019",74.39B
"Oct. 4, 2019",74.38B
"Aug. 26, 2019",74.41B
"Aug. 23, 2019",74.41B
"Aug. 22, 2019",74.41B
"Aug. 21, 2019",74.40B
"July 30, 2019",74.40B
"July 26, 2019",74.40B
"July 25, 2019",74.40B
"July 24, 2019",74.31B
"July 22, 2019",74.61B
"July 15, 2019",74.62B
"July 10, 2019",74.62B
"July 8, 2019",74.64B
"June 17, 2019",74.64B
"June 12, 2019",74.68B
"May 22, 2019",74.66B
"April 30, 2019",74.72B
"April 29, 2019",74.76B
"April 26, 2019",74.90B
"April 25, 2019",74.84B
"April 17, 2019",75.76B
"April 15, 2019",75.76B
"April 8, 2019",75.75B
"April 4, 2019",75.76B
"April 1, 2019",75.75B
"March 26, 2019",75.80B
"March 15, 2019",75.79B
"March 14, 2019",75.80B
"March 13, 2019",75.81B
"Feb. 28, 2019",75.81B
"Feb. 22, 2019",75.81B
"Feb. 20, 2019",75.81B
"Feb. 19, 2019",75.82B
"Feb. 5, 2019",75.84B
"Feb. 3, 2019",75.86B
"Feb. 1, 2019",75.70B
"Jan. 31, 2019",75.70B
"Jan. 29, 2019",76.08B
"Jan. 28, 2019",76.19B
"Jan. 25, 2019",76.19B
"Jan. 16, 2019",76.21B
"Jan. 15, 2019",76.25B
"Jan. 8, 2019",76.27B
"Jan. 7, 2019",76.29B
"Jan. 5, 2019",76.29B
"Jan. 4, 2019",76.31B
"Dec. 31, 2018",72.03B
"Dec. 18, 2018",72.10B
"Dec. 17, 2018",72.10B
"Dec. 14, 2018",72.10B
"Dec. 11, 2018",72.14B
"Dec. 4, 2018",72.07B
"Nov. 16, 2018",72.07B
"Nov. 10, 2018",72.21B
"Nov. 8, 2018",72.20B
"Nov. 6, 2018",72.23B
"Oct. 29, 2018",72.23B
"Oct. 26, 2018",72.23B
"Oct. 25, 2018",72.22B
"Oct. 24, 2018",71.98B
"Oct. 12, 2018",72.07B
"Oct. 10, 2018",72.07B
"Oct. 9, 2018",72.03B
"Oct. 8, 2018",72.01B
"Oct. 1, 2018",72.01B
"Sept. 27, 2018",72.01B
"Sept. 21, 2018",72.04B
"Sept. 17, 2018",72.04B
"Sept. 14, 2018",72.01B
"Aug. 27, 2018",72.04B
"Aug. 15, 2018",72.04B
"Aug. 14, 2018",72.06B
"July 26, 2018",72.03B
"July 25, 2018",71.93B
"July 23, 2018",71.75B
"July 22, 2018",71.75B
"July 13, 2018",71.77B
"July 11, 2018",71.78B
"July 9, 2018",71.77B
"June 27, 2018",71.76B
"June 22, 2018",71.76B
"June 14, 2018",71.77B
"May 30, 2018",71.77B
"May 22, 2018",71.76B
"May 4, 2018",71.74B
"May 1, 2018",71.73B
"April 30, 2018",71.77B
"April 27, 2018",71.80B
"April 26, 2018",71.82B
"April 24, 2018",70.11B
"April 16, 2018",70.05B
"April 13, 2018",70.05B
"April 9, 2018",70.16B
"April 5, 2018",70.16B
"April 2, 2018",70.17B
"April 1, 2018",70.14B
"March 23, 2018",70.14B
"March 16, 2018",70.14B
"March 12, 2018",70.12B
"March 7, 2018",70.12B
"March 6, 2018",70.12B
"Feb. 20, 2018",70.12B
"Feb. 7, 2018",70.12B
"Feb. 2, 2018",70.12B
"Feb. 1, 2018",70.14B
"Jan. 18, 2018",68.66B
"Jan. 17, 2018",68.66B
"Jan. 16, 2018",68.65B
"Jan. 11, 2018",68.65B
"Jan. 9, 2018",68.65B
"Jan. 8, 2018",68.65B
"Jan. 7, 2018",68.61B
"Jan. 5, 2018",68.63B
"Jan. 4, 2018",68.65B
"Jan. 3, 2018",68.65B
