date,days_sales_outstanding
"Dec. 31, 2019",40.13
"Sept. 30, 2019",41.91
"June 30, 2019",43.31
"March 31, 2019",48.81
"Dec. 31, 2018",40.71
"Sept. 30, 2018",40.50
"June 30, 2018",40.68
"March 31, 2018",48.63
"Dec. 31, 2017",41.56
"Sept. 30, 2017",38.06
"June 30, 2017",37.32
"March 31, 2017",43.55
"Dec. 31, 2016",37.77
"Sept. 30, 2016",37.85
"June 30, 2016",38.52
"March 31, 2016",42.32
"Dec. 31, 2015",37.48
"Sept. 30, 2015",37.41
"June 30, 2015",36.71
"March 31, 2015",40.43
"Dec. 31, 2014",35.83
"Sept. 30, 2014",37.25
"June 30, 2014",37.25
"March 31, 2014",40.75
"Dec. 31, 2013",36.84
"Sept. 30, 2013",37.22
"June 30, 2013",37.34
"March 31, 2013",39.83
"Dec. 31, 2012",36.50
"Sept. 30, 2012",38.70
"June 30, 2012",38.20
"March 31, 2012",41.27
"Dec. 31, 2011",38.10
"Sept. 30, 2011",39.97
"June 30, 2011",40.58
"March 31, 2011",41.37
"Dec. 31, 2010",38.26
"Sept. 30, 2010",42.25
"June 30, 2010",42.09
"March 31, 2010",44.82
"Dec. 31, 2009",40.84
"Sept. 30, 2009",41.11
"June 30, 2009",42.06
"March 31, 2009",47.06
"Dec. 31, 2008",46.37
"Sept. 30, 2008",46.74
"June 30, 2008",46.74
"March 31, 2008",51.85
"Dec. 31, 2007",47.54
"Sept. 30, 2007",45.28
"June 30, 2007",44.42
"March 31, 2007",46.69
"Dec. 31, 2006",45.69
"Sept. 30, 2006",49.09
"June 30, 2006",48.07
"March 31, 2006",48.84
"Dec. 31, 2005",46.18
"Sept. 30, 2005",48.89
"June 30, 2005",50.43
"March 31, 2005",53.47
"Dec. 31, 2004",51.94
"Sept. 30, 2004",52.34
"June 30, 2004",49.03
"March 31, 2004",49.26
"Dec. 31, 2003",48.22
"Sept. 30, 2003",50.15
"June 30, 2003",50.63
"March 31, 2003",52.44
"Dec. 31, 2002",51.83
"Sept. 30, 2002",54.93
"June 30, 2002",54.14
"March 31, 2002",56.12
"Dec. 31, 2001",53.26
"Sept. 30, 2001",52.30
"June 30, 2001",46.58
"March 31, 2001",47.73
"Dec. 31, 2000",45.00
"Sept. 30, 2000",40.87
"June 30, 2000",40.85
"March 31, 2000",40.90
"Dec. 31, 1999",19.41
"Sept. 30, 1999",0.00
"June 30, 1999",0.00
