date,revenues_per_share
"Dec. 31, 2019",23.67
"Sept. 30, 2019",21.06
"June 30, 2019",20.77
"March 31, 2019",19.75
"Dec. 31, 2018",22.81
"Sept. 30, 2018",20.05
"June 30, 2018",20.06
"March 31, 2018",19.67
"Dec. 31, 2017",21.76
"Sept. 30, 2017",18.50
"June 30, 2017",18.18
"March 31, 2017",17.65
"Dec. 31, 2016",20.02
"Sept. 30, 2016",16.87
"June 30, 2016",16.44
"March 31, 2016",16.13
"Dec. 31, 2015",17.82
"Sept. 30, 2015",15.77
"June 30, 2015",15.52
"March 31, 2015",15.31
"Dec. 31, 2014",17.37
"Sept. 30, 2014",15.50
"June 30, 2014",15.39
"March 31, 2014",14.80
"Dec. 31, 2013",16.00
"Sept. 30, 2013",14.32
"June 30, 2013",14.19
"March 31, 2013",13.99
"Dec. 31, 2012",15.13
"Sept. 30, 2012",13.48
"June 30, 2012",13.75
"March 31, 2012",13.51
"Dec. 31, 2011",14.51
"Sept. 30, 2011",13.34
"June 30, 2011",13.19
"March 31, 2011",12.56
"Dec. 31, 2010",13.38
"Sept. 30, 2010",12.14
"June 30, 2010",12.17
"March 31, 2010",11.68
"Dec. 31, 2009",12.33
"Sept. 30, 2009",11.11
"June 30, 2009",10.79
"March 31, 2009",10.91
"Dec. 31, 2008",12.65
"Sept. 30, 2008",12.94
"June 30, 2008",12.63
"March 31, 2008",12.14
"Dec. 31, 2007",12.71
"Sept. 30, 2007",11.54
"June 30, 2007",11.43
"March 31, 2007",11.02
"Dec. 31, 2006",11.63
"Sept. 30, 2006",10.79
"June 30, 2006",10.73
"March 31, 2006",10.52
"Dec. 31, 2005",10.84
"Sept. 30, 2005",9.520
"June 30, 2005",9.095
"March 31, 2005",8.743
"Dec. 31, 2004",8.633
"Sept. 30, 2004",7.846
"June 30, 2004",7.808
"March 31, 2004",7.873
"Dec. 31, 2003",7.818
"Sept. 30, 2003",7.311
"June 30, 2003",7.251
"March 31, 2003",7.084
"Dec. 31, 2002",7.304
"Sept. 30, 2002",6.838
"June 30, 2002",6.789
"March 31, 2002",6.683
"Dec. 31, 2001",7.068
"Sept. 30, 2001",6.456
"June 30, 2001",6.542
"March 31, 2001",6.542
"Dec. 31, 2000",6.636
"Sept. 30, 2000",6.297
"June 30, 2000",6.288
"March 31, 2000",5.950
"Dec. 31, 1999",5.924
"Sept. 30, 1999",6.168
"June 30, 1999",5.801
"March 31, 1999",5.836
