date,springate_score
"Dec. 31, 2019",1.283
"Sept. 30, 2019",1.408
"June 30, 2019",1.403
"March 31, 2019",1.424
"Dec. 31, 2018",1.487
"Sept. 30, 2018",1.628
"June 30, 2018",1.674
"March 31, 2018",1.720
"Dec. 31, 2017",1.727
"Sept. 30, 2017",1.466
"June 30, 2017",1.498
"March 31, 2017",1.430
"Dec. 31, 2016",1.479
"Sept. 30, 2016",1.815
"June 30, 2016",1.843
"March 31, 2016",1.815
"Dec. 31, 2015",1.828
"Sept. 30, 2015",1.643
"June 30, 2015",1.749
"March 31, 2015",1.572
"Dec. 31, 2014",1.567
"Sept. 30, 2014",1.791
"June 30, 2014",1.775
"March 31, 2014",1.947
"Dec. 31, 2013",1.984
"Sept. 30, 2013",1.151
"June 30, 2013",0.9867
"March 31, 2013",0.9993
"Dec. 31, 2012",1.028
"Sept. 30, 2012",1.670
"June 30, 2012",1.899
"March 31, 2012",1.914
"Dec. 31, 2011",1.934
"Sept. 30, 2011",1.981
"June 30, 2011",1.979
"March 31, 2011",1.915
"Dec. 31, 2010",1.887
"Sept. 30, 2010",1.759
"June 30, 2010",1.592
"March 31, 2010",1.454
"Dec. 31, 2009",1.399
"Sept. 30, 2009",1.255
"June 30, 2009",1.346
"March 31, 2009",1.403
"Dec. 31, 2008",1.472
"Sept. 30, 2008",0.6837
"June 30, 2008",0.6731
"March 31, 2008",0.754
"Dec. 31, 2007",0.7551
"Sept. 30, 2007",1.852
"June 30, 2007",1.852
