date,long_term_debt
"Dec. 31, 2019",21.82B
"Sept. 30, 2019",21.74B
"June 30, 2019",20.43B
"March 31, 2019",20.38B
"Dec. 31, 2018",19.93B
"Sept. 30, 2018",20.10B
"June 30, 2018",20.12B
"March 31, 2018",20.41B
"Dec. 31, 2017",20.28B
"Sept. 30, 2017",14.36B
"June 30, 2017",14.26B
"March 31, 2017",12.94B
"Dec. 31, 2016",12.39B
"Sept. 30, 2016",11.51B
"June 30, 2016",11.55B
"March 31, 2016",11.57B
"Dec. 31, 2015",11.32B
"Sept. 30, 2015",10.04B
"June 30, 2015",9.90B
"March 31, 2015",9.941B
"Dec. 31, 2014",9.856B
"Sept. 30, 2014",9.858B
"June 30, 2014",9.94B
"March 31, 2014",9.86B
"Dec. 31, 2013",10.82B
"Sept. 30, 2013",10.90B
"June 30, 2013",10.84B
"March 31, 2013",11.05B
"Dec. 31, 2012",11.09B
"Sept. 30, 2012",11.15B
"June 30, 2012",11.11B
"March 31, 2012",11.08B
"Dec. 31, 2011",11.10B
"Sept. 30, 2011",11.09B
"June 30, 2011",10.79B
"March 31, 2011",10.50B
"Dec. 31, 2010",10.49B
"Sept. 30, 2010",8.648B
"June 30, 2010",8.614B
"March 31, 2010",8.548B
"Dec. 31, 2009",8.668B
"Sept. 30, 2009",8.908B
"June 30, 2009",8.866B
"March 31, 2009",8.737B
"Dec. 31, 2008",7.797B
"Sept. 30, 2008",8.064B
"June 30, 2008",7.233B
"March 31, 2008",7.294B
"Dec. 31, 2007",7.506B
"Sept. 30, 2007",3.287B
"June 30, 2007",3.101B
"March 31, 2007",3.139B
"Dec. 31, 2006",3.133B
"Sept. 30, 2006",3.113B
"June 30, 2006",3.077B
"March 31, 2006",3.046B
"Dec. 31, 2005",3.159B
"Sept. 30, 2005",3.182B
"June 30, 2005",3.258B
"March 31, 2005",3.211B
"Dec. 31, 2004",3.261B
"Sept. 30, 2004",3.145B
"June 30, 2004",3.182B
"March 31, 2004",3.273B
"Dec. 31, 2003",3.149B
"Sept. 30, 2003",3.425B
"June 30, 2003",3.52B
"March 31, 2003",3.467B
"Dec. 31, 2002",3.495B
"Sept. 30, 2002",3.558B
"June 30, 2002",4.729B
"March 31, 2002",4.717B
"Dec. 31, 2001",4.648B
"Sept. 30, 2001",4.233B
"June 30, 2001",4.138B
"March 31, 2001",3.803B
"Dec. 31, 2000",2.981B
"Sept. 30, 2000",2.052B
"June 30, 2000",1.748B
"March 31, 2000",1.952B
"Dec. 31, 1999",1.912B
