date,liabilities
"Dec. 31, 2019",54.57B
"Sept. 30, 2019",47.71B
"June 30, 2019",48.36B
"March 31, 2019",48.58B
"Dec. 31, 2018",46.98B
"Sept. 30, 2018",43.56B
"June 30, 2018",42.87B
"March 31, 2018",43.09B
"Dec. 31, 2017",44.55B
"Sept. 30, 2017",39.82B
"June 30, 2017",38.45B
"March 31, 2017",37.82B
"Dec. 31, 2016",39.95B
"Sept. 30, 2016",35.58B
"June 30, 2016",35.69B
"March 31, 2016",36.69B
"Dec. 31, 2015",35.82B
"Sept. 30, 2015",37.05B
"June 30, 2015",35.28B
"March 31, 2015",35.48B
"Dec. 31, 2014",33.28B
"Sept. 30, 2014",30.26B
"June 30, 2014",29.28B
"March 31, 2014",30.82B
"Dec. 31, 2013",29.72B
"Sept. 30, 2013",33.82B
"June 30, 2013",33.07B
"March 31, 2013",33.96B
"Dec. 31, 2012",34.13B
"Sept. 30, 2012",31.45B
"June 30, 2012",29.45B
"March 31, 2012",28.46B
"Dec. 31, 2011",27.59B
"Sept. 30, 2011",27.37B
"June 30, 2011",26.82B
"March 31, 2011",26.36B
"Dec. 31, 2010",25.55B
"Sept. 30, 2010",24.38B
"June 30, 2010",25.34B
"March 31, 2010",24.89B
"Dec. 31, 2009",24.19B
"Sept. 30, 2009",25.16B
"June 30, 2009",25.75B
"March 31, 2009",26.99B
"Dec. 31, 2008",25.10B
"Sept. 30, 2008",27.06B
"June 30, 2008",27.04B
"March 31, 2008",25.88B
"Dec. 31, 2007",26.86B
"Sept. 30, 2007",18.93B
"June 30, 2007",18.27B
"March 31, 2007",18.07B
"Dec. 31, 2006",17.73B
"Sept. 30, 2006",19.00B
"June 30, 2006",17.86B
"March 31, 2006",18.08B
"Dec. 31, 2005",18.06B
"Sept. 30, 2005",18.46B
"June 30, 2005",16.72B
"March 31, 2005",16.78B
"Dec. 31, 2004",16.64B
"Sept. 30, 2004",15.48B
"June 30, 2004",14.68B
"March 31, 2004",14.61B
"Dec. 31, 2003",14.88B
"Sept. 30, 2003",14.64B
"June 30, 2003",13.92B
"March 31, 2003",13.94B
"Dec. 31, 2002",13.90B
"Sept. 30, 2002",14.99B
"June 30, 2002",14.76B
"March 31, 2002",14.44B
"Dec. 31, 2001",14.39B
"Sept. 30, 2001",14.91B
"June 30, 2001",13.86B
"March 31, 2001",12.61B
"Dec. 31, 2000",11.93B
"Sept. 30, 2000",12.15B
"June 30, 2000",11.82B
"March 31, 2000",11.93B
"Dec. 31, 1999",10.55B
