date,receivables_turnover
"Dec. 31, 2019",2.274
"Sept. 30, 2019",2.177
"June 30, 2019",2.107
"March 31, 2019",1.870
"Dec. 31, 2018",2.241
"Sept. 30, 2018",2.253
"June 30, 2018",2.243
"March 31, 2018",1.876
"Dec. 31, 2017",2.196
"Sept. 30, 2017",2.398
"June 30, 2017",2.445
"March 31, 2017",2.096
"Dec. 31, 2016",2.416
"Sept. 30, 2016",2.411
"June 30, 2016",2.369
"March 31, 2016",2.156
"Dec. 31, 2015",2.434
"Sept. 30, 2015",2.439
"June 30, 2015",2.486
"March 31, 2015",2.257
"Dec. 31, 2014",2.547
"Sept. 30, 2014",2.450
"June 30, 2014",2.450
"March 31, 2014",2.239
"Dec. 31, 2013",2.477
"Sept. 30, 2013",2.452
"June 30, 2013",2.444
"March 31, 2013",2.291
"Dec. 31, 2012",2.500
"Sept. 30, 2012",2.358
"June 30, 2012",2.388
"March 31, 2012",2.211
"Dec. 31, 2011",2.395
"Sept. 30, 2011",2.283
"June 30, 2011",2.249
"March 31, 2011",2.206
"Dec. 31, 2010",2.385
"Sept. 30, 2010",2.16
"June 30, 2010",2.168
"March 31, 2010",2.036
"Dec. 31, 2009",2.234
"Sept. 30, 2009",2.220
"June 30, 2009",2.170
"March 31, 2009",1.939
"Dec. 31, 2008",1.968
"Sept. 30, 2008",1.952
"June 30, 2008",1.952
"March 31, 2008",1.760
"Dec. 31, 2007",1.919
"Sept. 30, 2007",2.015
"June 30, 2007",2.054
"March 31, 2007",1.954
"Dec. 31, 2006",1.997
"Sept. 30, 2006",1.859
"June 30, 2006",1.898
"March 31, 2006",1.868
"Dec. 31, 2005",1.976
"Sept. 30, 2005",1.866
"June 30, 2005",1.809
"March 31, 2005",1.706
"Dec. 31, 2004",1.757
"Sept. 30, 2004",1.744
"June 30, 2004",1.861
"March 31, 2004",1.852
"Dec. 31, 2003",1.892
"Sept. 30, 2003",1.820
"June 30, 2003",1.802
"March 31, 2003",1.740
"Dec. 31, 2002",1.761
"Sept. 30, 2002",1.661
"June 30, 2002",1.686
"March 31, 2002",1.626
"Dec. 31, 2001",1.713
"Sept. 30, 2001",1.745
"June 30, 2001",1.959
"March 31, 2001",1.912
"Dec. 31, 2000",2.028
"Sept. 30, 2000",2.233
"June 30, 2000",2.234
"March 31, 2000",2.231
