date,kz_index
"Dec. 31, 2019",6.046
"Dec. 31, 2018",4.473
"Dec. 31, 2017",25.43
"Dec. 31, 2016",66.15
"Dec. 31, 2015",6.264
"Dec. 31, 2014",10.19
"Dec. 31, 2013",0.4407
"Dec. 31, 2012",1.069
"Dec. 31, 2011",-0.4881
"Dec. 31, 2010",-0.2748
"Dec. 31, 2009",
"Dec. 31, 2008",-1.172
"Dec. 31, 2007",-1.189
"Dec. 31, 2006",-2.543
"Dec. 31, 2005",-2.679
"Dec. 31, 2004",-2.220
"Dec. 31, 2003",-1.307
"Dec. 31, 2002",-0.7362
"Dec. 31, 2001",-0.5865
"Dec. 31, 2000",-0.5623
"Dec. 31, 1999",-0.96
