date,revenues_ttm
"Dec. 31, 2019",74.09B
"Sept. 30, 2019",73.37B
"June 30, 2019",72.50B
"March 31, 2019",71.91B
"Dec. 31, 2018",71.86B
"Sept. 30, 2018",70.99B
"June 30, 2018",69.72B
"March 31, 2018",68.19B
"Dec. 31, 2017",66.58B
"Sept. 30, 2017",65.24B
"June 30, 2017",64.00B
"March 31, 2017",62.70B
"Dec. 31, 2016",61.61B
"Sept. 30, 2016",60.03B
"June 30, 2016",59.34B
"March 31, 2016",58.80B
"Dec. 31, 2015",58.36B
"Sept. 30, 2015",58.20B
"June 30, 2015",58.26B
"March 31, 2015",58.43B
"Dec. 31, 2014",58.23B
"Sept. 30, 2014",57.31B
"June 30, 2014",56.54B
"March 31, 2014",55.78B
"Dec. 31, 2013",55.44B
"Sept. 30, 2013",55.03B
"June 30, 2013",54.58B
"March 31, 2013",54.42B
"Dec. 31, 2012",54.13B
"Sept. 30, 2012",53.72B
"June 30, 2012",53.82B
"March 31, 2012",53.66B
"Dec. 31, 2011",53.10B
"Sept. 30, 2011",52.36B
"June 30, 2011",51.39B
"March 31, 2011",50.40B
"Dec. 31, 2010",49.54B
"Sept. 30, 2010",48.50B
"June 30, 2010",47.46B
"March 31, 2010",46.09B
"Dec. 31, 2009",45.30B
"Sept. 30, 2009",45.62B
"June 30, 2009",47.58B
"March 31, 2009",49.75B
"Dec. 31, 2008",51.49B
"Sept. 30, 2008",52.18B
"June 30, 2008",51.27B
"March 31, 2008",50.46B
"Dec. 31, 2007",49.69B
"Sept. 30, 2007",48.93B
"June 30, 2007",48.38B
"March 31, 2007",47.93B
"Dec. 31, 2006",47.55B
"Sept. 30, 2006",46.87B
"June 30, 2006",45.76B
"March 31, 2006",44.22B
"Dec. 31, 2005",42.58B
"Sept. 30, 2005",40.47B
"June 30, 2005",38.87B
"March 31, 2005",37.55B
"Dec. 31, 2004",36.58B
"Sept. 30, 2004",35.67B
"June 30, 2004",35.03B
"March 31, 2004",34.39B
"Dec. 31, 2003",33.48B
"Sept. 30, 2003",32.81B
"June 30, 2003",32.25B
"March 31, 2003",31.71B
"Dec. 31, 2002",31.27B
"Sept. 30, 2002",31.01B
"June 30, 2002",30.66B
"March 31, 2002",30.46B
"Dec. 31, 2001",30.40B
"Sept. 30, 2001",30.03B
"June 30, 2001",30.00B
"March 31, 2001",29.79B
"Dec. 31, 2000",29.50B
"Sept. 30, 2000",29.32B
"June 30, 2000",28.66B
"March 31, 2000",27.94B
"Dec. 31, 1999",27.05B
