date,price_to_book_value
"March 19, 2020",25.29
"March 18, 2020",26.08
"March 17, 2020",25.43
"March 16, 2020",22.88
"March 13, 2020",24.76
"March 12, 2020",22.64
"March 11, 2020",23.12
"March 10, 2020",24.39
"March 9, 2020",22.91
"March 6, 2020",24.70
"March 5, 2020",24.44
"March 4, 2020",25.18
"March 3, 2020",23.99
"March 2, 2020",24.37
"Feb. 28, 2020",23.78
"Feb. 27, 2020",23.71
"Feb. 26, 2020",24.63
"Feb. 25, 2020",24.67
"Feb. 24, 2020",25.88
"Feb. 21, 2020",27.05
"Feb. 20, 2020",27.98
"Feb. 19, 2020",28.05
"Feb. 18, 2020",27.96
"Feb. 14, 2020",27.84
"Feb. 13, 2020",27.65
"Feb. 12, 2020",27.73
"Feb. 11, 2020",27.56
"Feb. 10, 2020",27.08
"Feb. 7, 2020",27.10
"Feb. 6, 2020",27.99
"Feb. 5, 2020",27.82
"Feb. 4, 2020",27.12
"Feb. 3, 2020",26.76
"Jan. 31, 2020",27.16
"Jan. 30, 2020",28.33
"Jan. 29, 2020",30.37
"Jan. 28, 2020",30.26
"Jan. 27, 2020",30.15
"Jan. 24, 2020",30.60
"Jan. 23, 2020",30.67
"Jan. 22, 2020",30.76
"Jan. 21, 2020",30.79
"Jan. 17, 2020",31.11
"Jan. 16, 2020",31.11
"Jan. 15, 2020",30.94
"Jan. 14, 2020",30.76
"Jan. 13, 2020",30.63
"Jan. 10, 2020",30.40
"Jan. 9, 2020",30.67
"Jan. 8, 2020",30.60
"Jan. 7, 2020",30.43
"Jan. 6, 2020",30.48
"Jan. 3, 2020",30.62
"Jan. 2, 2020",30.64
"Dec. 31, 2019",30.71
"Dec. 30, 2019",17.97
"Dec. 27, 2019",18.36
"Dec. 26, 2019",18.37
"Dec. 24, 2019",18.26
"Dec. 23, 2019",18.36
"Dec. 20, 2019",18.12
"Dec. 19, 2019",18.30
"Dec. 18, 2019",18.20
"Dec. 17, 2019",18.57
"Dec. 16, 2019",18.38
"Dec. 13, 2019",18.31
"Dec. 12, 2019",18.05
"Dec. 11, 2019",18.03
"Dec. 10, 2019",18.30
"Dec. 9, 2019",18.23
"Dec. 6, 2019",18.14
"Dec. 5, 2019",17.75
"Dec. 4, 2019",17.98
"Dec. 3, 2019",18.05
"Dec. 2, 2019",18.25
"Nov. 29, 2019",18.48
"Nov. 27, 2019",18.50
"Nov. 26, 2019",18.71
"Nov. 25, 2019",18.57
"Nov. 22, 2019",18.42
"Nov. 21, 2019",18.45
"Nov. 20, 2019",18.37
"Nov. 19, 2019",18.60
"Nov. 18, 2019",18.95
"Nov. 15, 2019",19.10
"Nov. 14, 2019",19.15
"Nov. 13, 2019",18.99
"Nov. 12, 2019",18.99
"Nov. 11, 2019",19.01
"Nov. 8, 2019",19.18
"Nov. 7, 2019",19.06
"Nov. 6, 2019",18.82
"Nov. 5, 2019",18.74
"Nov. 4, 2019",18.99
"Nov. 1, 2019",18.45
"Oct. 31, 2019",17.78
"Oct. 30, 2019",18.04
"Oct. 29, 2019",18.04
"Oct. 28, 2019",17.94
"Oct. 25, 2019",17.86
"Oct. 24, 2019",17.60
"Oct. 23, 2019",17.77
"Oct. 22, 2019",17.92
"Oct. 21, 2019",18.29
"Oct. 18, 2019",18.11
"Oct. 17, 2019",18.27
"Oct. 16, 2019",18.14
"Oct. 15, 2019",17.98
"Oct. 14, 2019",17.89
"Oct. 11, 2019",17.91
"Oct. 10, 2019",17.80
"Oct. 9, 2019",17.58
"Oct. 8, 2019",17.40
"Oct. 7, 2019",17.84
"Oct. 4, 2019",18.14
"Oct. 3, 2019",17.89
"Oct. 2, 2019",17.79
"Oct. 1, 2019",17.88
"Sept. 30, 2019",18.50
"Sept. 27, 2019",23.19
"Sept. 26, 2019",23.09
"Sept. 25, 2019",23.21
"Sept. 24, 2019",23.00
"Sept. 23, 2019",23.21
"Sept. 20, 2019",23.53
"Sept. 19, 2019",23.22
"Sept. 18, 2019",23.60
"Sept. 17, 2019",23.86
"Sept. 16, 2019",23.89
"Sept. 13, 2019",23.91
"Sept. 12, 2019",23.89
"Sept. 11, 2019",23.95
"Sept. 10, 2019",23.86
"Sept. 9, 2019",23.72
"Sept. 6, 2019",23.41
"Sept. 5, 2019",23.63
"Sept. 4, 2019",23.29
"Sept. 3, 2019",22.87
"Aug. 30, 2019",23.13
"Aug. 29, 2019",23.07
"Aug. 28, 2019",22.68
"Aug. 27, 2019",22.25
"Aug. 26, 2019",22.29
"Aug. 23, 2019",21.69
"Aug. 22, 2019",22.46
"Aug. 21, 2019",22.60
"Aug. 20, 2019",22.43
"Aug. 19, 2019",22.77
"Aug. 16, 2019",22.48
"Aug. 15, 2019",22.20
"Aug. 14, 2019",22.23
"Aug. 13, 2019",22.58
"Aug. 12, 2019",22.40
"Aug. 9, 2019",22.56
"Aug. 8, 2019",22.92
"Aug. 7, 2019",22.50
"Aug. 6, 2019",22.42
"Aug. 5, 2019",22.39
"Aug. 2, 2019",22.85
"Aug. 1, 2019",22.80
"July 31, 2019",23.29
"July 30, 2019",23.36
"July 29, 2019",23.15
"July 26, 2019",23.51
"July 25, 2019",23.05
"July 24, 2019",22.30
"July 23, 2019",20.52
"July 22, 2019",20.28
"July 19, 2019",20.14
"July 18, 2019",20.04
"July 17, 2019",19.93
"July 16, 2019",20.59
"July 15, 2019",20.62
"July 12, 2019",20.64
"July 11, 2019",20.14
"July 10, 2019",19.81
"July 9, 2019",19.83
"July 8, 2019",19.87
"July 5, 2019",19.96
"July 3, 2019",20.12
"July 2, 2019",19.88
"July 1, 2019",20.07
"June 30, 2019",
"June 28, 2019",25.64
"June 27, 2019",25.25
"June 26, 2019",24.82
"June 25, 2019",24.11
"June 24, 2019",24.76
"June 21, 2019",25.37
"June 20, 2019",25.67
"June 19, 2019",25.21
"June 18, 2019",25.36
"June 17, 2019",25.17
"June 14, 2019",25.23
"June 13, 2019",25.33
"June 12, 2019",24.93
"June 11, 2019",24.83
"June 10, 2019",24.85
"June 7, 2019",24.39
"June 6, 2019",24.33
"June 5, 2019",24.38
"June 4, 2019",24.25
"June 3, 2019",23.37
"May 31, 2019",23.07
"May 30, 2019",23.77
"May 29, 2019",23.53
"May 28, 2019",23.35
"May 24, 2019",23.80
"May 23, 2019",23.88
"May 22, 2019",24.21
"May 21, 2019",24.68
"May 20, 2019",24.46
"May 17, 2019",24.68
"May 16, 2019",25.15
"May 15, 2019",25.21
"May 14, 2019",24.77
"May 13, 2019",24.67
"May 10, 2019",24.98
"May 9, 2019",25.01
"May 8, 2019",25.29
"May 7, 2019",25.35
"May 6, 2019",25.97
"May 3, 2019",26.48
"May 2, 2019",26.20
"May 1, 2019",25.97
"April 30, 2019",26.37
"April 29, 2019",26.03
"April 26, 2019",25.81
"April 25, 2019",26.10
"April 24, 2019",28.41
"April 23, 2019",28.20
"April 22, 2019",28.21
"April 18, 2019",28.34
"April 17, 2019",28.42
"April 16, 2019",28.26
"April 15, 2019",28.19
"April 12, 2019",28.39
"April 11, 2019",28.15
"April 10, 2019",28.05
"April 9, 2019",28.01
"April 8, 2019",28.27
"April 5, 2019",28.36
"April 4, 2019",28.27
"April 3, 2019",28.36
"April 2, 2019",28.20
"April 1, 2019",28.38
"March 31, 2019",
"March 29, 2019",31.82
"March 28, 2019",31.41
"March 27, 2019",31.03
"March 26, 2019",30.87
"March 25, 2019",30.44
"March 22, 2019",30.57
"March 21, 2019",31.26
"March 20, 2019",30.73
"March 19, 2019",31.42
"March 18, 2019",31.52
"March 15, 2019",31.18
"March 14, 2019",31.57
"March 13, 2019",31.57
"March 12, 2019",31.04
"March 11, 2019",30.99
"March 8, 2019",30.39
"March 7, 2019",30.44
"March 6, 2019",31.01
"March 5, 2019",31.33
"March 4, 2019",31.47
"March 1, 2019",31.94
"Feb. 28, 2019",31.39
"Feb. 27, 2019",31.66
"Feb. 26, 2019",31.63
"Feb. 25, 2019",31.58
"Feb. 22, 2019",31.42
"Feb. 21, 2019",31.82
"Feb. 20, 2019",31.63
"Feb. 19, 2019",31.54
"Feb. 15, 2019",31.57
"Feb. 14, 2019",31.84
"Feb. 13, 2019",31.89
"Feb. 12, 2019",31.51
"Feb. 11, 2019",31.02
"Feb. 8, 2019",30.78
"Feb. 7, 2019",30.74
"Feb. 6, 2019",30.99
"Feb. 5, 2019",30.58
"Feb. 4, 2019",30.27
"Feb. 1, 2019",30.13
"Jan. 31, 2019",29.93
"Jan. 30, 2019",28.74
"Jan. 29, 2019",28.77
"Jan. 28, 2019",28.49
"Jan. 25, 2019",28.64
"Jan. 24, 2019",28.32
"Jan. 23, 2019",28.66
"Jan. 22, 2019",29.16
"Jan. 18, 2019",28.86
"Jan. 17, 2019",28.28
"Jan. 16, 2019",27.55
"Jan. 15, 2019",27.71
"Jan. 14, 2019",28.16
"Jan. 11, 2019",27.81
"Jan. 10, 2019",28.09
"Jan. 9, 2019",27.81
"Jan. 8, 2019",27.67
"Jan. 7, 2019",27.67
"Jan. 4, 2019",27.76
"Jan. 3, 2019",26.82
"Jan. 2, 2019",27.61
"Dec. 31, 2018",27.70
"Dec. 28, 2018",26.77
"Dec. 27, 2018",27.12
"Dec. 26, 2018",26.79
"Dec. 24, 2018",24.93
"Dec. 21, 2018",25.93
"Dec. 20, 2018",26.05
"Dec. 19, 2018",26.16
"Dec. 18, 2018",26.98
"Dec. 17, 2018",26.87
"Dec. 14, 2018",27.36
"Dec. 13, 2018",27.95
"Dec. 12, 2018",28.07
"Dec. 11, 2018",28.73
"Dec. 10, 2018",28.96
"Dec. 7, 2018",29.21
"Dec. 6, 2018",29.96
"Dec. 4, 2018",29.61
"Dec. 3, 2018",31.97
"Nov. 30, 2018",31.98
"Nov. 29, 2018",31.41
"Nov. 28, 2018",31.49
"Nov. 27, 2018",30.93
"Nov. 26, 2018",30.69
"Nov. 23, 2018",30.14
"Nov. 21, 2018",30.17
"Nov. 20, 2018",30.10
"Nov. 19, 2018",30.87
"Nov. 16, 2018",30.53
"Nov. 15, 2018",30.63
"Nov. 14, 2018",30.37
"Nov. 13, 2018",30.34
"Nov. 12, 2018",29.88
"Nov. 9, 2018",30.37
"Nov. 8, 2018",30.92
"Nov. 7, 2018",30.82
"Nov. 6, 2018",30.13
"Nov. 5, 2018",29.63
"Nov. 2, 2018",29.40
"Nov. 1, 2018",29.82
"Oct. 31, 2018",29.55
"Oct. 30, 2018",29.70
"Oct. 29, 2018",29.16
"Oct. 26, 2018",29.21
"Oct. 25, 2018",29.90
"Oct. 24, 2018",29.93
"Oct. 23, 2018",31.68
"Oct. 22, 2018",32.06
"Oct. 19, 2018",32.30
"Oct. 18, 2018",31.81
"Oct. 17, 2018",32.72
"Oct. 16, 2018",32.57
"Oct. 15, 2018",32.10
"Oct. 12, 2018",32.06
"Oct. 11, 2018",31.54
"Oct. 10, 2018",32.34
"Oct. 9, 2018",32.70
"Oct. 8, 2018",32.93
"Oct. 5, 2018",32.51
"Oct. 4, 2018",32.53
"Oct. 3, 2018",32.66
"Oct. 2, 2018",32.44
"Oct. 1, 2018",32.57
"Sept. 30, 2018",
"Sept. 28, 2018",43.15
"Sept. 27, 2018",43.14
"Sept. 26, 2018",43.13
"Sept. 25, 2018",42.97
"Sept. 24, 2018",43.36
"Sept. 21, 2018",43.79
"Sept. 20, 2018",44.02
"Sept. 19, 2018",43.70
"Sept. 18, 2018",43.70
"Sept. 17, 2018",44.01
"Sept. 14, 2018",44.49
"Sept. 13, 2018",44.24
"Sept. 12, 2018",45.57
"Sept. 11, 2018",45.48
"Sept. 10, 2018",45.95
"Sept. 7, 2018",45.45
"Sept. 6, 2018",45.72
"Sept. 5, 2018",46.07
"Sept. 4, 2018",45.95
"Aug. 31, 2018",45.41
"Aug. 30, 2018",45.40
"Aug. 29, 2018",45.63
"Aug. 28, 2018",45.36
"Aug. 27, 2018",45.77
"Aug. 24, 2018",45.36
"Aug. 23, 2018",44.98
"Aug. 22, 2018",45.04
"Aug. 21, 2018",45.46
"Aug. 20, 2018",45.29
"Aug. 17, 2018",45.01
"Aug. 16, 2018",44.76
"Aug. 15, 2018",44.37
"Aug. 14, 2018",43.97
"Aug. 13, 2018",43.67
"Aug. 10, 2018",44.08
"Aug. 9, 2018",44.67
"Aug. 8, 2018",44.56
"Aug. 7, 2018",44.35
"Aug. 6, 2018",44.18
"Aug. 3, 2018",44.03
"Aug. 2, 2018",43.83
"Aug. 1, 2018",44.11
"July 31, 2018",44.31
"July 30, 2018",43.87
"July 27, 2018",43.85
"July 26, 2018",43.93
"July 25, 2018",44.42
"July 24, 2018",41.54
"July 23, 2018",41.64
"July 20, 2018",41.40
"July 19, 2018",41.68
"July 18, 2018",41.43
"July 17, 2018",41.03
"July 16, 2018",40.88
"July 13, 2018",40.26
"July 12, 2018",40.09
"July 11, 2018",39.65
"July 10, 2018",40.09
"July 9, 2018",40.11
"July 6, 2018",39.17
"July 5, 2018",39.27
"July 3, 2018",39.07
"July 2, 2018",39.11
"June 30, 2018",
"June 29, 2018",68.11
"June 28, 2018",67.88
"June 27, 2018",69.49
"June 26, 2018",70.25
"June 25, 2018",70.65
"June 22, 2018",72.90
"June 21, 2018",72.72
"June 20, 2018",72.87
"June 19, 2018",73.62
"June 18, 2018",74.87
"June 15, 2018",74.87
"June 14, 2018",75.13
"June 13, 2018",75.22
"June 12, 2018",75.87
"June 11, 2018",74.92
"June 8, 2018",74.76
"June 7, 2018",74.49
"June 6, 2018",75.03
"June 5, 2018",74.89
"June 4, 2018",74.99
"June 1, 2018",75.17
"May 31, 2018",74.45
"May 30, 2018",74.81
"May 29, 2018",72.98
"May 25, 2018",74.04
"May 24, 2018",74.13
"May 23, 2018",73.91
"May 22, 2018",73.96
"May 21, 2018",75.06
"May 18, 2018",73.97
"May 17, 2018",74.75
"May 16, 2018",74.58
"May 15, 2018",74.12
"May 14, 2018",74.59
"May 11, 2018",74.02
"May 10, 2018",73.08
"May 9, 2018",71.42
"May 8, 2018",71.34
"May 7, 2018",71.88
"May 4, 2018",71.36
"May 3, 2018",70.40
"May 2, 2018",71.26
"May 1, 2018",72.10
"April 30, 2018",72.77
