date,pe_10
"March 19, 2020",23.55
"March 18, 2020",24.29
"March 17, 2020",23.68
"March 16, 2020",21.30
"March 13, 2020",23.06
"March 12, 2020",21.09
"March 11, 2020",21.53
"March 10, 2020",22.71
"March 9, 2020",21.33
"March 6, 2020",23.00
"March 5, 2020",22.75
"March 4, 2020",23.45
"March 3, 2020",22.34
"March 2, 2020",22.70
"Feb. 28, 2020",22.14
"Feb. 27, 2020",22.08
"Feb. 26, 2020",22.94
"Feb. 25, 2020",22.98
"Feb. 24, 2020",24.10
"Feb. 21, 2020",25.19
"Feb. 20, 2020",26.05
"Feb. 19, 2020",26.12
"Feb. 18, 2020",26.04
"Feb. 14, 2020",25.93
"Feb. 13, 2020",25.75
"Feb. 12, 2020",25.82
"Feb. 11, 2020",25.66
"Feb. 10, 2020",25.22
"Feb. 7, 2020",25.23
"Feb. 6, 2020",26.06
"Feb. 5, 2020",25.95
"Feb. 4, 2020",25.30
"Feb. 3, 2020",24.97
"Jan. 31, 2020",25.33
"Jan. 30, 2020",26.43
"Jan. 29, 2020",28.33
"Jan. 28, 2020",28.23
"Jan. 27, 2020",28.12
"Jan. 24, 2020",28.55
"Jan. 23, 2020",28.61
"Jan. 22, 2020",28.69
"Jan. 21, 2020",28.72
"Jan. 17, 2020",29.02
"Jan. 16, 2020",29.02
"Jan. 15, 2020",28.86
"Jan. 14, 2020",28.70
"Jan. 13, 2020",28.57
"Jan. 10, 2020",28.35
"Jan. 9, 2020",28.61
"Jan. 8, 2020",28.55
"Jan. 7, 2020",28.38
"Jan. 6, 2020",28.43
"Jan. 3, 2020",28.56
"Jan. 2, 2020",28.58
"Dec. 31, 2019",28.64
"Dec. 30, 2019",29.02
"Dec. 27, 2019",29.64
"Dec. 26, 2019",29.67
"Dec. 24, 2019",29.49
"Dec. 23, 2019",29.64
"Dec. 20, 2019",29.26
"Dec. 19, 2019",29.55
"Dec. 18, 2019",29.40
"Dec. 17, 2019",29.98
"Dec. 16, 2019",29.69
"Dec. 13, 2019",29.56
"Dec. 12, 2019",29.15
"Dec. 11, 2019",29.11
"Dec. 10, 2019",29.54
"Dec. 9, 2019",29.44
"Dec. 6, 2019",29.29
"Dec. 5, 2019",28.66
"Dec. 4, 2019",29.03
"Dec. 3, 2019",29.14
"Dec. 2, 2019",29.46
"Nov. 29, 2019",29.84
"Nov. 27, 2019",29.87
"Nov. 26, 2019",30.21
"Nov. 25, 2019",29.98
"Nov. 22, 2019",29.74
"Nov. 21, 2019",29.79
"Nov. 20, 2019",29.66
"Nov. 19, 2019",30.04
"Nov. 18, 2019",30.60
"Nov. 15, 2019",30.84
"Nov. 14, 2019",30.92
"Nov. 13, 2019",30.66
"Nov. 12, 2019",30.66
"Nov. 11, 2019",30.69
"Nov. 8, 2019",30.98
"Nov. 7, 2019",30.78
"Nov. 6, 2019",30.39
"Nov. 5, 2019",30.25
"Nov. 4, 2019",30.66
"Nov. 1, 2019",29.78
"Oct. 31, 2019",28.70
"Oct. 30, 2019",29.13
"Oct. 29, 2019",29.14
"Oct. 28, 2019",28.97
"Oct. 25, 2019",28.84
"Oct. 24, 2019",28.41
"Oct. 23, 2019",28.70
"Oct. 22, 2019",28.93
"Oct. 21, 2019",29.54
"Oct. 18, 2019",29.25
"Oct. 17, 2019",29.51
"Oct. 16, 2019",29.28
"Oct. 15, 2019",29.03
"Oct. 14, 2019",28.88
"Oct. 11, 2019",28.91
"Oct. 10, 2019",28.73
"Oct. 9, 2019",28.38
"Oct. 8, 2019",28.10
"Oct. 7, 2019",28.80
"Oct. 4, 2019",29.28
"Oct. 3, 2019",28.88
"Oct. 2, 2019",28.72
"Oct. 1, 2019",28.86
"Sept. 30, 2019",29.86
"Sept. 27, 2019",30.42
"Sept. 26, 2019",30.29
"Sept. 25, 2019",30.45
"Sept. 24, 2019",30.17
"Sept. 23, 2019",30.45
"Sept. 20, 2019",30.87
"Sept. 19, 2019",30.46
"Sept. 18, 2019",30.95
"Sept. 17, 2019",31.30
"Sept. 16, 2019",31.35
"Sept. 13, 2019",31.37
"Sept. 12, 2019",31.34
"Sept. 11, 2019",31.42
"Sept. 10, 2019",31.30
"Sept. 9, 2019",31.11
"Sept. 6, 2019",30.71
"Sept. 5, 2019",31.00
"Sept. 4, 2019",30.55
"Sept. 3, 2019",30.01
"Aug. 30, 2019",30.35
"Aug. 29, 2019",30.27
"Aug. 28, 2019",29.75
"Aug. 27, 2019",29.19
"Aug. 26, 2019",29.25
"Aug. 23, 2019",28.46
"Aug. 22, 2019",29.47
"Aug. 21, 2019",29.65
"Aug. 20, 2019",29.42
"Aug. 19, 2019",29.87
"Aug. 16, 2019",29.49
"Aug. 15, 2019",29.13
"Aug. 14, 2019",29.16
"Aug. 13, 2019",29.62
"Aug. 12, 2019",29.38
"Aug. 9, 2019",29.60
"Aug. 8, 2019",30.06
"Aug. 7, 2019",29.51
"Aug. 6, 2019",29.41
"Aug. 5, 2019",29.37
"Aug. 2, 2019",29.97
