date,capex_ttm
"Dec. 31, 2019",6.38B
"Sept. 30, 2019",6.129B
"June 30, 2019",6.295B
"March 31, 2019",6.26B
"Dec. 31, 2018",6.283B
"Sept. 30, 2018",6.009B
"June 30, 2018",6.067B
"March 31, 2018",5.826B
"Dec. 31, 2017",5.227B
"Sept. 30, 2017",4.836B
"June 30, 2017",4.011B
"March 31, 2017",3.476B
"Dec. 31, 2016",2.965B
"Sept. 30, 2016",2.568B
"June 30, 2016",2.384B
"March 31, 2016",2.441B
"Dec. 31, 2015",2.379B
"Sept. 30, 2015",2.532B
"June 30, 2015",2.473B
"March 31, 2015",2.371B
"Dec. 31, 2014",2.328B
"Sept. 30, 2014",1.904B
"June 30, 2014",1.888B
"March 31, 2014",1.934B
"Dec. 31, 2013",2.065B
"Sept. 30, 2013",2.155B
"June 30, 2013",2.194B
"March 31, 2013",2.178B
"Dec. 31, 2012",2.153B
"Sept. 30, 2012",2.051B
"June 30, 2012",2.003B
"March 31, 2012",2.031B
"Dec. 31, 2011",2.005B
"Sept. 30, 2011",1.935B
"June 30, 2011",1.676B
"March 31, 2011",1.508B
"Dec. 31, 2010",1.389B
"Sept. 30, 2010",1.428B
"June 30, 2010",1.595B
"March 31, 2010",1.503B
"Dec. 31, 2009",1.602B
"Sept. 30, 2009",1.713B
"June 30, 2009",1.92B
"March 31, 2009",2.357B
"Dec. 31, 2008",2.636B
"Sept. 30, 2008",2.934B
"June 30, 2008",3.001B
"March 31, 2008",2.813B
"Dec. 31, 2007",2.82B
"Sept. 30, 2007",2.782B
"June 30, 2007",2.835B
"March 31, 2007",3.157B
"Dec. 31, 2006",3.085B
"Sept. 30, 2006",2.874B
"June 30, 2006",2.60B
"March 31, 2006",2.268B
"Dec. 31, 2005",2.187B
"Sept. 30, 2005",2.224B
"June 30, 2005",2.181B
"March 31, 2005",2.123B
"Dec. 31, 2004",2.127B
"Sept. 30, 2004",1.945B
"June 30, 2004",1.885B
"March 31, 2004",1.866B
"Dec. 31, 2003",1.947B
"Sept. 30, 2003",1.927B
"June 30, 2003",1.755B
"March 31, 2003",1.634B
"Dec. 31, 2002",1.658B
"Sept. 30, 2002",1.687B
"June 30, 2002",2.085B
"March 31, 2002",2.481B
"Dec. 31, 2001",2.372B
"Sept. 30, 2001",2.831B
"June 30, 2001",2.725B
"March 31, 2001",2.347B
"Dec. 31, 2000",2.147B
"Sept. 30, 2000",1.247B
"June 30, 2000",663.00M
"March 31, 2000",315.00M
