date,shareholders_equity
"Dec. 31, 2019",3.267B
"Sept. 30, 2019",5.558B
"June 30, 2019",4.405B
"March 31, 2019",3.467B
"Dec. 31, 2018",3.021B
"Sept. 30, 2018",3.098B
"June 30, 2018",2.328B
"March 31, 2018",1.344B
"Dec. 31, 2017",994.00M
"Sept. 30, 2017",1.509B
"June 30, 2017",1.244B
"March 31, 2017",535.00M
"Dec. 31, 2016",405.00M
"Sept. 30, 2016",2.743B
"June 30, 2016",2.626B
"March 31, 2016",2.457B
"Dec. 31, 2015",2.47B
"Sept. 30, 2015",1.929B
"June 30, 2015",1.95B
"March 31, 2015",1.829B
"Dec. 31, 2014",2.141B
"Sept. 30, 2014",5.627B
"June 30, 2014",5.568B
"March 31, 2014",6.247B
"Dec. 31, 2013",6.474B
"Sept. 30, 2013",3.642B
"June 30, 2013",3.617B
"March 31, 2013",4.028B
"Dec. 31, 2012",4.653B
"Sept. 30, 2012",7.529B
"June 30, 2012",7.645B
"March 31, 2012",7.423B
"Dec. 31, 2011",7.035B
"Sept. 30, 2011",7.798B
"June 30, 2011",8.254B
"March 31, 2011",8.164B
"Dec. 31, 2010",7.979B
"Sept. 30, 2010",8.46B
"June 30, 2010",7.865B
"March 31, 2010",7.547B
"Dec. 31, 2009",7.63B
"Sept. 30, 2009",6.981B
"June 30, 2009",6.793B
"March 31, 2009",6.78B
"Dec. 31, 2008",6.78B
"Sept. 30, 2008",11.10B
"June 30, 2008",11.02B
"March 31, 2008",11.59B
"Dec. 31, 2007",12.18B
"Sept. 30, 2007",15.57B
"June 30, 2007",15.24B
"March 31, 2007",15.31B
"Dec. 31, 2006",15.48B
"Sept. 30, 2006",17.18B
"June 30, 2006",17.02B
"March 31, 2006",16.72B
"Dec. 31, 2005",16.88B
"Sept. 30, 2005",16.62B
"June 30, 2005",16.45B
"March 31, 2005",16.35B
"Dec. 31, 2004",16.38B
"Sept. 30, 2004",15.49B
"June 30, 2004",15.18B
"March 31, 2004",14.95B
"Dec. 31, 2003",14.85B
"Sept. 30, 2003",13.73B
"June 30, 2003",13.31B
"March 31, 2003",12.81B
"Dec. 31, 2002",12.46B
"Sept. 30, 2002",10.96B
"June 30, 2002",10.68B
"March 31, 2002",10.29B
"Dec. 31, 2001",10.25B
"Sept. 30, 2001",9.705B
"June 30, 2001",9.928B
"March 31, 2001",9.394B
"Dec. 31, 2000",9.735B
"Sept. 30, 2000",9.266B
"June 30, 2000",9.261B
"March 31, 2000",8.984B
"Dec. 31, 1999",12.47B
