date,sales_est_0q
"March 16, 2020",10.51B
"March 13, 2020",10.68B
"March 11, 2020",10.74B
"March 9, 2020",10.80B
"March 6, 2020",10.85B
"March 5, 2020",10.87B
"March 3, 2020",10.96B
"March 2, 2020",10.96B
"Feb. 25, 2020",10.96B
"Feb. 24, 2020",10.95B
"Feb. 7, 2020",10.96B
"Feb. 4, 2020",10.96B
"Jan. 29, 2020",10.98B
"Jan. 27, 2020",11.00B
"Jan. 24, 2020",10.95B
"Jan. 23, 2020",11.03B
"Jan. 22, 2020",10.99B
"Jan. 21, 2020",10.99B
"Jan. 16, 2020",10.99B
"Jan. 15, 2020",10.99B
"Jan. 13, 2020",11.03B
"Jan. 10, 2020",11.06B
"Jan. 8, 2020",11.02B
"Jan. 6, 2020",11.02B
"Jan. 2, 2020",11.08B
"Dec. 31, 2019",11.32B
"Dec. 19, 2019",11.36B
"Nov. 13, 2019",11.36B
"Nov. 6, 2019",11.36B
"Oct. 28, 2019",11.36B
"Oct. 25, 2019",11.37B
"Oct. 24, 2019",11.32B
"Oct. 21, 2019",11.46B
"Oct. 15, 2019",11.48B
"Oct. 10, 2019",11.48B
"Oct. 9, 2019",11.49B
"Oct. 7, 2019",11.51B
"Oct. 2, 2019",11.53B
"Oct. 1, 2019",11.53B
"Sept. 30, 2019",11.93B
"Sept. 29, 2019",11.99B
"Aug. 19, 2019",11.99B
"July 30, 2019",11.99B
"July 29, 2019",12.00B
"July 26, 2019",12.00B
"July 25, 2019",12.06B
"July 17, 2019",12.00B
"July 16, 2019",12.00B
"July 12, 2019",12.01B
"July 11, 2019",12.02B
"July 10, 2019",12.03B
"July 9, 2019",12.06B
"July 8, 2019",12.08B
"June 30, 2019",11.98B
"June 27, 2019",12.00B
"June 17, 2019",11.99B
"May 13, 2019",12.00B
"May 7, 2019",12.01B
"May 6, 2019",11.98B
"April 30, 2019",11.98B
"April 29, 2019",11.99B
"April 26, 2019",12.04B
"April 22, 2019",12.13B
"April 17, 2019",12.12B
"April 16, 2019",12.12B
"April 15, 2019",12.11B
"April 12, 2019",12.11B
"April 11, 2019",12.13B
"April 10, 2019",12.13B
"April 9, 2019",12.17B
"April 8, 2019",12.17B
"April 4, 2019",12.17B
"April 1, 2019",12.19B
"March 31, 2019",10.61B
"March 29, 2019",10.64B
"March 28, 2019",10.65B
"March 1, 2019",10.65B
"Feb. 22, 2019",10.65B
"Feb. 8, 2019",10.64B
"Jan. 28, 2019",10.63B
"Jan. 25, 2019",10.64B
"Jan. 24, 2019",10.62B
"Jan. 23, 2019",10.68B
"Jan. 17, 2019",10.71B
"Jan. 15, 2019",10.71B
"Jan. 14, 2019",10.72B
"Jan. 11, 2019",10.75B
"Jan. 10, 2019",10.77B
"Jan. 9, 2019",10.80B
"Dec. 31, 2018",10.94B
"Dec. 10, 2018",11.08B
"Dec. 6, 2018",11.01B
"Dec. 4, 2018",11.01B
"Nov. 27, 2018",11.00B
"Nov. 19, 2018",10.99B
"Nov. 12, 2018",10.99B
"Oct. 30, 2018",10.98B
"Oct. 26, 2018",10.96B
"Oct. 25, 2018",11.03B
"Oct. 19, 2018",11.01B
"Oct. 18, 2018",11.00B
"Oct. 16, 2018",11.00B
"Oct. 15, 2018",11.02B
"Oct. 14, 2018",11.02B
"Oct. 11, 2018",11.01B
"Oct. 10, 2018",11.01B
"Oct. 9, 2018",11.03B
"Oct. 4, 2018",11.01B
"Sept. 30, 2018",11.56B
"Sept. 26, 2018",11.59B
"Sept. 6, 2018",11.59B
"Sept. 4, 2018",11.60B
"July 31, 2018",11.59B
"July 30, 2018",11.61B
"July 27, 2018",11.61B
"July 26, 2018",11.70B
"July 25, 2018",11.78B
"July 23, 2018",11.76B
"July 16, 2018",11.78B
"July 12, 2018",11.77B
"July 11, 2018",11.82B
"July 6, 2018",11.85B
"June 30, 2018",11.67B
"June 20, 2018",11.76B
"June 15, 2018",11.75B
"June 4, 2018",11.75B
"May 21, 2018",11.75B
"May 14, 2018",11.75B
"May 8, 2018",11.74B
"May 3, 2018",11.74B
"May 2, 2018",11.74B
"April 30, 2018",11.74B
"April 27, 2018",11.74B
"April 26, 2018",11.75B
"April 19, 2018",11.72B
"April 17, 2018",11.73B
"April 16, 2018",11.74B
"April 11, 2018",11.74B
"April 10, 2018",11.78B
"April 3, 2018",11.83B
"March 31, 2018",10.41B
"March 29, 2018",10.47B
"March 19, 2018",10.47B
"March 15, 2018",10.47B
"March 13, 2018",10.46B
"March 9, 2018",10.46B
"Feb. 23, 2018",10.45B
"Feb. 16, 2018",10.37B
"Feb. 15, 2018",10.35B
"Jan. 31, 2018",10.34B
"Jan. 30, 2018",10.33B
"Jan. 26, 2018",10.30B
"Jan. 22, 2018",10.32B
"Jan. 18, 2018",10.32B
"Jan. 11, 2018",10.31B
"Jan. 10, 2018",10.28B
"Jan. 9, 2018",10.21B
"Jan. 8, 2018",10.18B
"Jan. 2, 2018",10.19B
