date,max_drawdown_all
"Feb. 29, 2020",99.45%
"Jan. 31, 2020",99.45%
"Dec. 31, 2019",99.45%
"Nov. 30, 2019",99.45%
"Oct. 31, 2019",99.45%
"Sept. 30, 2019",99.45%
"Aug. 31, 2019",99.45%
"July 31, 2019",99.45%
"June 30, 2019",99.45%
"May 31, 2019",99.45%
"April 30, 2019",99.45%
"March 31, 2019",99.45%
"Feb. 28, 2019",99.45%
"Jan. 31, 2019",99.45%
"Dec. 31, 2018",99.45%
"Nov. 30, 2018",99.45%
"Oct. 31, 2018",99.45%
"Sept. 30, 2018",99.45%
"Aug. 31, 2018",99.45%
"July 31, 2018",99.45%
"June 30, 2018",99.45%
"May 31, 2018",99.45%
"April 30, 2018",99.45%
"March 31, 2018",99.45%
"Feb. 28, 2018",99.45%
"Jan. 31, 2018",99.45%
"Dec. 31, 2017",99.45%
"Nov. 30, 2017",99.45%
"Oct. 31, 2017",99.45%
"Sept. 30, 2017",99.45%
"Aug. 31, 2017",99.45%
"July 31, 2017",99.45%
"June 30, 2017",99.45%
"May 31, 2017",99.45%
"April 30, 2017",99.45%
"March 31, 2017",99.45%
"Feb. 28, 2017",99.45%
"Jan. 31, 2017",99.45%
"Dec. 31, 2016",99.45%
"Nov. 30, 2016",99.45%
"Oct. 31, 2016",99.45%
"Sept. 30, 2016",99.45%
"Aug. 31, 2016",99.45%
"July 31, 2016",99.45%
"June 30, 2016",99.45%
"May 31, 2016",99.45%
"April 30, 2016",99.45%
"March 31, 2016",99.45%
"Feb. 29, 2016",99.45%
"Jan. 31, 2016",99.45%
"Dec. 31, 2015",99.45%
"Nov. 30, 2015",99.45%
"Oct. 31, 2015",99.45%
"Sept. 30, 2015",99.45%
"Aug. 31, 2015",99.45%
"July 31, 2015",99.45%
"June 30, 2015",99.45%
"May 31, 2015",99.45%
"April 30, 2015",99.45%
"March 31, 2015",99.45%
"Feb. 28, 2015",99.45%
"Jan. 31, 2015",99.45%
"Dec. 31, 2014",99.45%
"Nov. 30, 2014",99.45%
"Oct. 31, 2014",99.45%
"Sept. 30, 2014",99.45%
"Aug. 31, 2014",99.45%
"July 31, 2014",99.45%
"June 30, 2014",99.45%
"May 31, 2014",99.45%
"April 30, 2014",99.45%
"March 31, 2014",99.45%
"Feb. 28, 2014",99.45%
"Jan. 31, 2014",99.45%
"Dec. 31, 2013",99.45%
"Nov. 30, 2013",99.45%
"Oct. 31, 2013",99.45%
"Sept. 30, 2013",99.45%
"Aug. 31, 2013",99.45%
"July 31, 2013",99.45%
"June 30, 2013",99.45%
"May 31, 2013",99.45%
"April 30, 2013",99.45%
"March 31, 2013",99.45%
"Feb. 28, 2013",99.45%
"Jan. 31, 2013",99.45%
"Dec. 31, 2012",99.45%
"Nov. 30, 2012",99.45%
"Oct. 31, 2012",99.45%
"Sept. 30, 2012",99.45%
"Aug. 31, 2012",99.45%
"July 31, 2012",99.45%
"June 30, 2012",99.45%
"May 31, 2012",99.45%
"April 30, 2012",99.45%
"March 31, 2012",99.45%
"Feb. 29, 2012",99.45%
"Jan. 31, 2012",99.45%
"Dec. 31, 2011",99.41%
"Nov. 30, 2011",99.41%
"Oct. 31, 2011",96.78%
"Sept. 30, 2011",96.78%
"Aug. 31, 2011",96.78%
"July 31, 2011",96.78%
"June 30, 2011",96.78%
"May 31, 2011",96.78%
"April 30, 2011",96.78%
"March 31, 2011",96.78%
"Feb. 28, 2011",96.78%
"Jan. 31, 2011",96.78%
"Dec. 31, 2010",96.78%
"Nov. 30, 2010",96.78%
"Oct. 31, 2010",96.78%
"Sept. 30, 2010",96.78%
"Aug. 31, 2010",96.78%
"July 31, 2010",96.78%
"June 30, 2010",96.78%
"May 31, 2010",96.78%
"April 30, 2010",96.78%
"March 31, 2010",96.78%
"Feb. 28, 2010",96.78%
"Jan. 31, 2010",96.78%
"Dec. 31, 2009",96.78%
"Nov. 30, 2009",96.78%
"Oct. 31, 2009",96.78%
"Sept. 30, 2009",96.78%
"Aug. 31, 2009",96.78%
"July 31, 2009",96.78%
"June 30, 2009",96.78%
"May 31, 2009",96.78%
"April 30, 2009",96.78%
"March 31, 2009",96.78%
"Feb. 28, 2009",96.78%
"Jan. 31, 2009",96.78%
"Dec. 31, 2008",96.78%
"Nov. 30, 2008",96.78%
"Oct. 31, 2008",96.78%
"Sept. 30, 2008",96.78%
"Aug. 31, 2008",96.78%
"July 31, 2008",96.78%
"June 30, 2008",96.78%
"May 31, 2008",96.78%
"April 30, 2008",96.78%
"March 31, 2008",96.78%
"Feb. 29, 2008",96.78%
"Jan. 31, 2008",96.78%
"Dec. 31, 2007",96.78%
"Nov. 30, 2007",96.78%
"Oct. 31, 2007",96.78%
"Sept. 30, 2007",96.78%
"Aug. 31, 2007",96.78%
"July 31, 2007",96.78%
