date,days_inventory_outstanding
"Dec. 31, 2019",19.15
"Sept. 30, 2019",17.77
"June 30, 2019",17.28
"March 31, 2019",17.40
"Dec. 31, 2018",16.71
"Sept. 30, 2018",15.85
"June 30, 2018",15.68
"March 31, 2018",15.89
"Dec. 31, 2017",15.37
"Sept. 30, 2017",14.64
"June 30, 2017",13.93
"March 31, 2017",13.89
"Dec. 31, 2016",13.76
"Sept. 30, 2016",13.21
"June 30, 2016",12.29
"March 31, 2016",12.22
"Dec. 31, 2015",12.96
"Sept. 30, 2015",13.63
"June 30, 2015",13.07
"March 31, 2015",13.31
"Dec. 31, 2014",13.44
"Sept. 30, 2014",12.73
"June 30, 2014",12.01
"March 31, 2014",11.94
"Dec. 31, 2013",13.70
"Sept. 30, 2013",11.49
"June 30, 2013",11.06
"March 31, 2013",10.80
"Dec. 31, 2012",10.90
"Sept. 30, 2012",10.49
"June 30, 2012",10.64
"March 31, 2012",10.96
"Dec. 31, 2011",4.938
"Sept. 30, 2011",18.55
"June 30, 2011",18.50
"March 31, 2011",20.40
"Dec. 31, 2010",4.89
"Sept. 30, 2010",21.30
"June 30, 2010",20.52
"March 31, 2010",21.92
"Dec. 31, 2009",34.80
"Sept. 30, 2009",34.25
"June 30, 2009",35.92
"March 31, 2009",36.64
"Dec. 31, 2008",30.24
"Sept. 30, 2008",23.23
"June 30, 2008",25.08
"March 31, 2008",27.63
"Dec. 31, 2007",28.89
"Sept. 30, 2007",29.55
"June 30, 2007",29.89
"March 31, 2007",35.28
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",13.13
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",15.01
"Dec. 31, 2004",
"Sept. 30, 2004",
"June 30, 2004",16.16
"March 31, 2004",
"Dec. 31, 2003",19.00
"Sept. 30, 2003",18.93
"June 30, 2003",
"March 31, 2003",
"Dec. 31, 2002",25.10
"Sept. 30, 2002",20.73
"June 30, 2002",24.00
"March 31, 2002",27.04
"Dec. 31, 2001",36.25
"Sept. 30, 2001",23.56
"June 30, 2001",21.19
"March 31, 2001",23.46
"Dec. 31, 2000",23.71
"Sept. 30, 2000",23.59
"June 30, 2000",24.53
"March 31, 2000",25.07
"Dec. 31, 1999",26.04
"Sept. 30, 1999",24.29
"June 30, 1999",24.61
"March 31, 1999",24.06
"Dec. 31, 1998",28.94
"Sept. 30, 1998",23.79
"June 30, 1998",25.56
"March 31, 1998",25.44
"Dec. 31, 1997",27.02
"Sept. 30, 1997",24.57
"June 30, 1997",24.31
"March 31, 1997",24.97
"Dec. 31, 1996",25.76
"Sept. 30, 1996",24.79
"June 30, 1996",24.73
"March 31, 1996",24.95
"Dec. 31, 1995",24.84
"Sept. 30, 1995",25.48
"June 30, 1995",26.53
"March 31, 1995",28.50
"Dec. 31, 1994",29.51
"Sept. 30, 1994",29.48
"June 30, 1994",31.12
"March 31, 1994",31.27
"Dec. 31, 1993",29.28
"Sept. 30, 1993",29.05
"June 30, 1993",28.84
"March 31, 1993",29.91
"Dec. 31, 1992",111.90
"Sept. 30, 1992",22.68
"June 30, 1992",23.56
"March 31, 1992",24.08
"Dec. 31, 1991",55.58
"Sept. 30, 1991",25.82
"June 30, 1991",27.26
"March 31, 1991",27.39
"Dec. 31, 1990",24.33
"Sept. 30, 1990",27.21
"June 30, 1990",27.29
"March 31, 1990",25.59
"Dec. 31, 1989",25.08
"Sept. 30, 1989",38.14
