date,assets
"Dec. 31, 2019",60.00B
"Sept. 30, 2019",61.18B
"June 30, 2019",61.97B
"March 31, 2019",60.79B
"Dec. 31, 2018",60.58B
"Sept. 30, 2018",52.64B
"June 30, 2018",52.62B
"March 31, 2018",53.28B
"Dec. 31, 2017",52.78B
"Sept. 30, 2017",52.40B
"June 30, 2017",53.34B
"March 31, 2017",52.63B
"Dec. 31, 2016",51.27B
"Sept. 30, 2016",51.11B
"June 30, 2016",51.05B
"March 31, 2016",49.91B
"Dec. 31, 2015",48.42B
"Sept. 30, 2015",48.72B
"June 30, 2015",47.87B
"March 31, 2015",46.75B
"Dec. 31, 2014",43.22B
"Sept. 30, 2014",44.17B
"June 30, 2014",44.81B
"March 31, 2014",43.74B
"Dec. 31, 2013",42.28B
"Sept. 30, 2013",26.78B
"June 30, 2013",26.22B
"March 31, 2013",23.85B
"Dec. 31, 2012",23.51B
"Sept. 30, 2012",23.93B
"June 30, 2012",24.73B
"March 31, 2012",24.51B
"Dec. 31, 2011",23.85B
"Sept. 30, 2011",24.72B
"June 30, 2011",25.79B
"March 31, 2011",27.11B
"Dec. 31, 2010",25.09B
"Sept. 30, 2010",25.36B
"June 30, 2010",25.88B
"March 31, 2010",25.52B
"Dec. 31, 2009",25.44B
"Sept. 30, 2009",25.75B
"June 30, 2009",24.14B
"March 31, 2009",24.52B
"Dec. 31, 2008",25.18B
"Sept. 30, 2008",26.95B
"June 30, 2008",28.92B
"March 31, 2008",28.77B
"Dec. 31, 2007",28.57B
"Sept. 30, 2007",29.60B
"June 30, 2007",30.41B
"March 31, 2007",29.88B
"Dec. 31, 2006",29.14B
"Sept. 30, 2006",30.13B
"June 30, 2006",30.75B
"March 31, 2006",29.92B
"Dec. 31, 2005",29.50B
"Sept. 30, 2005",29.44B
"June 30, 2005",29.49B
"March 31, 2005",29.17B
"Dec. 31, 2004",28.77B
"Sept. 30, 2004",29.26B
"June 30, 2004",30.00B
"March 31, 2004",29.95B
"Dec. 31, 2003",29.33B
"Sept. 30, 2003",29.94B
"June 30, 2003",29.22B
"March 31, 2003",29.09B
"Dec. 31, 2002",30.27B
"Sept. 30, 2002",31.50B
"June 30, 2002",32.89B
"March 31, 2002",32.96B
"Dec. 31, 2001",32.84B
"Sept. 30, 2001",31.84B
"June 30, 2001",29.00B
"March 31, 2001",26.53B
"Dec. 31, 2000",26.21B
"Sept. 30, 2000",25.90B
"June 30, 2000",25.47B
"March 31, 2000",24.31B
"Dec. 31, 1999",24.37B
"Sept. 30, 1999",24.36B
"June 30, 1999",23.51B
"March 31, 1999",22.22B
"Dec. 31, 1998",21.46B
"Sept. 30, 1998",22.19B
"June 30, 1998",21.94B
"March 31, 1998",21.29B
"Dec. 31, 1997",20.86B
"Sept. 30, 1997",21.34B
"June 30, 1997",20.70B
"March 31, 1997",20.32B
"Dec. 31, 1996",20.50B
"Sept. 30, 1996",20.15B
"June 30, 1996",19.66B
"March 31, 1996",19.48B
"Dec. 31, 1995",19.56B
"Sept. 30, 1995",20.07B
"June 30, 1995",19.95B
"March 31, 1995",19.67B
"Dec. 31, 1994",19.49B
"Sept. 30, 1994",20.29B
"June 30, 1994",19.87B
"March 31, 1994",19.77B
"Dec. 31, 1993",19.33B
"Sept. 30, 1993",19.87B
"June 30, 1993",19.88B
"March 31, 1993",19.76B
"Dec. 31, 1992",18.71B
"Sept. 30, 1992",18.39B
"June 30, 1992",17.77B
"March 31, 1992",17.37B
"Dec. 31, 1991",16.21B
"Sept. 30, 1991",15.79B
"June 30, 1991",15.35B
"March 31, 1991",14.55B
"Dec. 31, 1990",13.35B
"Sept. 30, 1990",13.34B
"June 30, 1990",12.52B
"March 31, 1990",11.70B
"Dec. 31, 1989",10.88B
"Sept. 30, 1989",10.78B
"June 30, 1989",10.47B
"Dec. 31, 1988",9.722B
"Dec. 31, 1987",8.423B
"Dec. 31, 1986",7.528B
"Dec. 31, 1985",6.421B
"Dec. 31, 1984",5.261B
