date,liabilities
"Dec. 31, 2019",60.11B
"Sept. 30, 2019",61.02B
"June 30, 2019",61.99B
"March 31, 2019",61.42B
"Dec. 31, 2018",60.75B
"Sept. 30, 2018",53.20B
"June 30, 2018",53.49B
"March 31, 2018",54.30B
"Dec. 31, 2017",53.56B
"Sept. 30, 2017",48.45B
"June 30, 2017",49.62B
"March 31, 2017",49.17B
"Dec. 31, 2016",47.49B
"Sept. 30, 2016",46.72B
"June 30, 2016",46.74B
"March 31, 2016",45.20B
"Dec. 31, 2015",42.78B
"Sept. 30, 2015",44.95B
"June 30, 2015",44.23B
"March 31, 2015",43.99B
"Dec. 31, 2014",41.20B
"Sept. 30, 2014",39.20B
"June 30, 2014",40.72B
"March 31, 2014",42.64B
"Dec. 31, 2013",45.01B
"Sept. 30, 2013",34.70B
"June 30, 2013",34.43B
"March 31, 2013",32.23B
"Dec. 31, 2012",31.50B
"Sept. 30, 2012",31.30B
"June 30, 2012",33.69B
"March 31, 2012",33.20B
"Dec. 31, 2011",30.96B
"Sept. 30, 2011",29.55B
"June 30, 2011",30.30B
"March 31, 2011",31.06B
"Dec. 31, 2010",29.03B
"Sept. 30, 2010",29.00B
"June 30, 2010",29.82B
"March 31, 2010",29.42B
"Dec. 31, 2009",28.93B
"Sept. 30, 2009",28.61B
"June 30, 2009",27.14B
"March 31, 2009",27.63B
"Dec. 31, 2008",28.11B
"Sept. 30, 2008",26.02B
"June 30, 2008",27.26B
"March 31, 2008",26.28B
"Dec. 31, 2007",25.91B
"Sept. 30, 2007",28.77B
"June 30, 2007",29.80B
"March 31, 2007",29.66B
"Dec. 31, 2006",29.75B
"Sept. 30, 2006",30.64B
"June 30, 2006",31.26B
"March 31, 2006",31.19B
"Dec. 31, 2005",30.92B
"Sept. 30, 2005",30.16B
"June 30, 2005",30.11B
"March 31, 2005",29.86B
"Dec. 31, 2004",29.35B
"Sept. 30, 2004",29.58B
"June 30, 2004",30.12B
"March 31, 2004",30.08B
"Dec. 31, 2003",29.28B
"Sept. 30, 2003",30.46B
"June 30, 2003",29.72B
"March 31, 2003",29.19B
"Dec. 31, 2002",29.31B
"Sept. 30, 2002",28.99B
"June 30, 2002",28.49B
"March 31, 2002",28.08B
"Dec. 31, 2001",27.47B
"Sept. 30, 2001",25.61B
"June 30, 2001",22.26B
"March 31, 2001",19.30B
"Dec. 31, 2000",19.04B
"Sept. 30, 2000",18.81B
"June 30, 2000",18.70B
"March 31, 2000",17.89B
"Dec. 31, 1999",17.52B
"Sept. 30, 1999",17.87B
"June 30, 1999",17.07B
"March 31, 1999",15.77B
"Dec. 31, 1998",14.76B
"Sept. 30, 1998",15.63B
"June 30, 1998",15.30B
"March 31, 1998",14.89B
"Dec. 31, 1997",14.64B
"Sept. 30, 1997",15.35B
"June 30, 1997",14.70B
"March 31, 1997",14.50B
"Dec. 31, 1996",14.83B
"Sept. 30, 1996",14.86B
"June 30, 1996",14.64B
"March 31, 1996",15.58B
"Dec. 31, 1995",15.84B
"Sept. 30, 1995",16.27B
"June 30, 1995",16.35B
"March 31, 1995",16.25B
"Dec. 31, 1994",16.11B
"Sept. 30, 1994",15.69B
"June 30, 1994",15.47B
"March 31, 1994",15.52B
"Dec. 31, 1993",15.05B
"Sept. 30, 1993",15.33B
"June 30, 1993",15.45B
"March 31, 1993",15.36B
"Dec. 31, 1992",15.36B
"Sept. 30, 1992",14.35B
"June 30, 1992",13.64B
"March 31, 1992",13.09B
"Dec. 31, 1991",12.41B
"Sept. 30, 1991",11.88B
"June 30, 1991",11.50B
"March 31, 1991",10.71B
"Dec. 31, 1990",9.626B
"Sept. 30, 1990",9.398B
"June 30, 1990",8.644B
"March 31, 1990",7.958B
"Dec. 31, 1989",7.112B
"Sept. 30, 1989",7.079B
"June 30, 1989",6.907B
"Dec. 31, 1988",6.574B
"Dec. 31, 1987",5.742B
"Dec. 31, 1986",5.043B
"Dec. 31, 1985",4.240B
"Dec. 31, 1984",3.748B
