date,shareholders_equity
"Dec. 31, 2019",-118.00M
"Sept. 30, 2019",160.00M
"June 30, 2019",-22.00M
"March 31, 2019",-636.00M
"Dec. 31, 2018",-169.00M
"Sept. 30, 2018",-568.00M
"June 30, 2018",-869.00M
"March 31, 2018",-1.018B
"Dec. 31, 2017",-780.00M
"Sept. 30, 2017",3.948B
"June 30, 2017",3.715B
"March 31, 2017",3.457B
"Dec. 31, 2016",3.785B
"Sept. 30, 2016",4.391B
"June 30, 2016",4.312B
"March 31, 2016",4.71B
"Dec. 31, 2015",5.635B
"Sept. 30, 2015",3.762B
"June 30, 2015",3.636B
"March 31, 2015",2.764B
"Dec. 31, 2014",2.021B
"Sept. 30, 2014",4.971B
"June 30, 2014",4.086B
"March 31, 2014",1.095B
"Dec. 31, 2013",-2.731B
"Sept. 30, 2013",-7.922B
"June 30, 2013",-8.216B
"March 31, 2013",-8.376B
"Dec. 31, 2012",-7.987B
"Sept. 30, 2012",-7.375B
"June 30, 2012",-8.968B
"March 31, 2012",-8.686B
"Dec. 31, 2011",-7.111B
"Sept. 30, 2011",-4.833B
"June 30, 2011",-4.509B
"March 31, 2011",-3.949B
"Dec. 31, 2010",-3.945B
"Sept. 30, 2010",-3.643B
"June 30, 2010",-3.93B
"March 31, 2010",-3.892B
"Dec. 31, 2009",-3.489B
"Sept. 30, 2009",-2.859B
"June 30, 2009",-3.00B
"March 31, 2009",-3.109B
"Dec. 31, 2008",-2.935B
"Sept. 30, 2008",934.00M
"June 30, 2008",1.66B
"March 31, 2008",2.489B
"Dec. 31, 2007",2.657B
"Sept. 30, 2007",828.00M
"June 30, 2007",610.00M
"March 31, 2007",226.00M
"Dec. 31, 2006",-606.00M
"Sept. 30, 2006",-514.00M
"June 30, 2006",-508.00M
"March 31, 2006",-1.272B
"Dec. 31, 2005",-1.43B
"Sept. 30, 2005",-729.00M
"June 30, 2005",-615.00M
"March 31, 2005",-697.00M
"Dec. 31, 2004",-581.00M
"Sept. 30, 2004",-314.00M
"June 30, 2004",-122.00M
"March 31, 2004",-135.00M
"Dec. 31, 2003",46.00M
"Sept. 30, 2003",-521.00M
"June 30, 2003",-502.00M
"March 31, 2003",-102.00M
"Dec. 31, 2002",990.00M
"Sept. 30, 2002",2.511B
"June 30, 2002",4.395B
"March 31, 2002",4.878B
"Dec. 31, 2001",5.373B
"Sept. 30, 2001",6.231B
"June 30, 2001",6.74B
"March 31, 2001",7.233B
"Dec. 31, 2000",7.176B
"Sept. 30, 2000",7.093B
"June 30, 2000",6.774B
"March 31, 2000",6.422B
"Dec. 31, 1999",6.858B
"Sept. 30, 1999",6.498B
"June 30, 1999",6.438B
"March 31, 1999",6.458B
"Dec. 31, 1998",6.698B
"Sept. 30, 1998",6.56B
"June 30, 1998",6.641B
"March 31, 1998",6.40B
"Dec. 31, 1997",6.216B
"Sept. 30, 1997",5.99B
"June 30, 1997",6.006B
"March 31, 1997",5.824B
"Dec. 31, 1996",5.668B
"Sept. 30, 1996",5.293B
"June 30, 1996",5.022B
"March 31, 1996",3.896B
"Dec. 31, 1995",3.72B
"Sept. 30, 1995",3.798B
"June 30, 1995",3.601B
"March 31, 1995",3.421B
"Dec. 31, 1994",3.38B
"Sept. 30, 1994",4.595B
"June 30, 1994",4.399B
"March 31, 1994",4.257B
"Dec. 31, 1993",4.276B
"Sept. 30, 1993",4.546B
"June 30, 1993",4.437B
"March 31, 1993",4.40B
"Dec. 31, 1992",3.349B
"Sept. 30, 1992",4.04B
"June 30, 1992",4.124B
"March 31, 1992",4.283B
"Dec. 31, 1991",3.794B
"Sept. 30, 1991",3.918B
"June 30, 1991",3.847B
"March 31, 1991",3.835B
"Dec. 31, 1990",3.727B
"Sept. 30, 1990",3.944B
"June 30, 1990",3.878B
"March 31, 1990",3.747B
"Dec. 31, 1989",3.766B
"Sept. 30, 1989",3.701B
"June 30, 1989",3.565B
"Dec. 31, 1988",3.148B
"Dec. 31, 1987",2.681B
"Dec. 31, 1986",2.485B
"Dec. 31, 1985",2.181B
"Dec. 31, 1984",1.513B
