date,days_payables_outstanding
"Dec. 31, 2019",20.83
"Sept. 30, 2019",20.31
"June 30, 2019",21.70
"March 31, 2019",20.99
"Dec. 31, 2018",19.86
"Sept. 30, 2018",20.04
"June 30, 2018",20.94
"March 31, 2018",20.32
"Dec. 31, 2017",19.02
"Sept. 30, 2017",20.40
"June 30, 2017",22.31
"March 31, 2017",21.29
"Dec. 31, 2016",20.49
"Sept. 30, 2016",22.45
"June 30, 2016",24.75
"March 31, 2016",24.19
"Dec. 31, 2015",21.86
"Sept. 30, 2015",21.22
"June 30, 2015",20.50
"March 31, 2015",19.77
"Dec. 31, 2014",18.11
"Sept. 30, 2014",17.44
"June 30, 2014",18.38
"March 31, 2014",17.35
"Dec. 31, 2013",20.44
"Sept. 30, 2013",25.00
"June 30, 2013",27.55
"March 31, 2013",22.13
"Dec. 31, 2012",21.00
"Sept. 30, 2012",23.32
"June 30, 2012",23.80
"March 31, 2012",20.77
"Dec. 31, 2011",8.544
"Sept. 30, 2011",35.72
"June 30, 2011",37.71
"March 31, 2011",41.56
"Dec. 31, 2010",9.922
"Sept. 30, 2010",46.91
"June 30, 2010",44.46
"March 31, 2010",43.66
"Dec. 31, 2009",67.17
"Sept. 30, 2009",69.93
"June 30, 2009",72.70
"March 31, 2009",72.12
"Dec. 31, 2008",58.23
"Sept. 30, 2008",43.74
"June 30, 2008",49.38
"March 31, 2008",54.84
"Dec. 31, 2007",59.74
"Sept. 30, 2007",70.37
"June 30, 2007",72.90
"March 31, 2007",80.07
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",27.30
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",32.77
"Dec. 31, 2004",
"Sept. 30, 2004",
"June 30, 2004",34.82
"March 31, 2004",
"Dec. 31, 2003",37.37
"Sept. 30, 2003",38.43
"June 30, 2003",
"March 31, 2003",
"Dec. 31, 2002",50.81
"Sept. 30, 2002",44.89
"June 30, 2002",48.55
"March 31, 2002",56.93
"Dec. 31, 2001",74.46
"Sept. 30, 2001",41.90
"June 30, 2001",34.72
"March 31, 2001",40.39
"Dec. 31, 2000",40.52
"Sept. 30, 2000",41.79
"June 30, 2000",43.01
"March 31, 2000",41.14
"Dec. 31, 1999",43.54
"Sept. 30, 1999",43.75
"June 30, 1999",46.70
"March 31, 1999",43.62
"Dec. 31, 1998",56.43
"Sept. 30, 1998",45.95
"June 30, 1998",44.09
"March 31, 1998",43.32
"Dec. 31, 1997",47.57
"Sept. 30, 1997",41.99
"June 30, 1997",38.68
"March 31, 1997",41.71
"Dec. 31, 1996",40.42
"Sept. 30, 1996",35.41
"June 30, 1996",35.47
"March 31, 1996",35.16
"Dec. 31, 1995",36.46
"Sept. 30, 1995",38.22
"June 30, 1995",39.19
"March 31, 1995",41.64
"Dec. 31, 1994",40.96
"Sept. 30, 1994",40.96
"June 30, 1994",42.00
"March 31, 1994",41.39
"Dec. 31, 1993",39.71
"Sept. 30, 1993",39.62
"June 30, 1993",40.01
"March 31, 1993",41.75
"Dec. 31, 1992",160.59
"Sept. 30, 1992",33.13
"June 30, 1992",35.81
"March 31, 1992",38.05
"Dec. 31, 1991",93.12
"Sept. 30, 1991",45.20
"June 30, 1991",47.54
"March 31, 1991",45.63
"Dec. 31, 1990",44.92
"Sept. 30, 1990",51.68
"June 30, 1990",47.65
"March 31, 1990",47.39
"Dec. 31, 1989",46.51
"Sept. 30, 1989",70.52
