date,revenues_ttm
"Dec. 31, 2019",45.77B
"Sept. 30, 2019",45.39B
"June 30, 2019",45.04B
"March 31, 2019",44.72B
"Dec. 31, 2018",44.54B
"Sept. 30, 2018",44.21B
"June 30, 2018",43.62B
"March 31, 2018",43.20B
"Dec. 31, 2017",42.62B
"Sept. 30, 2017",41.76B
"June 30, 2017",41.39B
"March 31, 2017",40.53B
"Dec. 31, 2016",40.14B
"Sept. 30, 2016",40.02B
"June 30, 2016",40.13B
"March 31, 2016",40.60B
"Dec. 31, 2015",40.99B
"Sept. 30, 2015",41.52B
"June 30, 2015",41.95B
"March 31, 2015",42.48B
"Dec. 31, 2014",42.65B
"Sept. 30, 2014",39.86B
"June 30, 2014",35.55B
"March 31, 2014",30.64B
"Dec. 31, 2013",26.74B
"Sept. 30, 2013",25.31B
"June 30, 2013",24.91B
"March 31, 2013",24.92B
"Dec. 31, 2012",24.86B
"Sept. 30, 2012",24.87B
"June 30, 2012",24.82B
"March 31, 2012",24.48B
"Dec. 31, 2011",23.98B
"Sept. 30, 2011",23.61B
"June 30, 2011",23.08B
"March 31, 2011",22.64B
"Dec. 31, 2010",22.17B
"Sept. 30, 2010",21.65B
"June 30, 2010",20.93B
"March 31, 2010",20.15B
"Dec. 31, 2009",19.92B
"Sept. 30, 2009",20.32B
"June 30, 2009",21.62B
"March 31, 2009",22.91B
"Dec. 31, 2008",23.77B
"Sept. 30, 2008",23.98B
"June 30, 2008",23.50B
"March 31, 2008",23.20B
"Dec. 31, 2007",22.94B
"Sept. 30, 2007",22.65B
"June 30, 2007",22.55B
"March 31, 2007",22.65B
"Dec. 31, 2006",22.56B
"Sept. 30, 2006",22.33B
"June 30, 2006",21.97B
"March 31, 2006",21.31B
"Dec. 31, 2005",20.71B
"Sept. 30, 2005",20.08B
"June 30, 2005",19.36B
"March 31, 2005",18.88B
"Dec. 31, 2004",18.64B
"Sept. 30, 2004",18.50B
"June 30, 2004",18.34B
"March 31, 2004",17.83B
"Dec. 31, 2003",17.44B
"Sept. 30, 2003",17.36B
"June 30, 2003",17.25B
"March 31, 2003",17.43B
"Dec. 31, 2002",17.48B
"Sept. 30, 2002",16.97B
"June 30, 2002",17.29B
"March 31, 2002",18.37B
"Dec. 31, 2001",18.96B
"Sept. 30, 2001",20.02B
"June 30, 2001",20.46B
"March 31, 2001",19.89B
"Dec. 31, 2000",19.70B
"Sept. 30, 2000",19.33B
"June 30, 2000",18.77B
"March 31, 2000",18.30B
"Dec. 31, 1999",17.73B
"Sept. 30, 1999",16.16B
"June 30, 1999",16.51B
"March 31, 1999",16.89B
"Dec. 31, 1998",17.52B
"Sept. 30, 1998",17.92B
"June 30, 1998",17.58B
"March 31, 1998",17.37B
"Dec. 31, 1997",17.16B
"Sept. 30, 1997",17.79B
"June 30, 1997",17.64B
"March 31, 1997",17.48B
"Dec. 31, 1996",17.36B
"Sept. 30, 1996",17.61B
"June 30, 1996",17.49B
"March 31, 1996",17.25B
"Dec. 31, 1995",16.91B
"Sept. 30, 1995",16.72B
"June 30, 1995",16.50B
"March 31, 1995",16.30B
"Dec. 31, 1994",16.14B
"Sept. 30, 1994",15.73B
"June 30, 1994",15.70B
"March 31, 1994",15.43B
"Dec. 31, 1993",15.06B
"Sept. 30, 1993",15.05B
"June 30, 1993",14.57B
"March 31, 1993",14.33B
"Dec. 31, 1992",14.40B
"Sept. 30, 1992",14.22B
"June 30, 1992",14.02B
"March 31, 1992",13.62B
"Dec. 31, 1991",12.89B
"Sept. 30, 1991",12.48B
"June 30, 1991",12.02B
"March 31, 1991",11.80B
"Dec. 31, 1990",11.72B
"Sept. 30, 1990",11.30B
"June 30, 1990",10.98B
"March 31, 1990",10.72B
"Dec. 31, 1989",10.48B
"Sept. 30, 1989",10.26B
"June 30, 1989",9.863B
"March 31, 1989",9.310B
"Dec. 31, 1988",8.824B
"Sept. 30, 1988",8.338B
"June 30, 1988",7.986B
"March 31, 1988",7.653B
"Dec. 31, 1987",7.198B
"Sept. 30, 1987",6.814B
"June 30, 1987",6.386B
"March 31, 1987",6.072B
"Dec. 31, 1986",6.018B
"Sept. 30, 1986",6.008B
"June 30, 1986",6.022B
"March 31, 1986",6.193B
"Dec. 31, 1985",6.131B
"Sept. 30, 1985",5.994B
"June 30, 1985",5.802B
"March 31, 1985",5.475B
"Dec. 31, 1984",5.354B
