date,ohlson_score
"Dec. 31, 2019",3.974
"Sept. 30, 2019",4.066
"June 30, 2019",3.418
"March 31, 2019",4.473
"Dec. 31, 2018",3.924
"Sept. 30, 2018",3.923
"June 30, 2018",3.412
"March 31, 2018",1.309
"Dec. 31, 2017",2.515
"Sept. 30, 2017",3.087
"June 30, 2017",2.578
"March 31, 2017",2.674
"Dec. 31, 2016",4.175
"Sept. 30, 2016",2.690
"June 30, 2016",2.399
"March 31, 2016",4.464
"Dec. 31, 2015",2.093
"Sept. 30, 2015",2.340
"June 30, 2015",2.180
"March 31, 2015",2.300
"Dec. 31, 2014",3.062
"Sept. 30, 2014",2.279
"June 30, 2014",2.213
"March 31, 2014",0.1751
"Dec. 31, 2013",2.848
"Sept. 30, 2013",4.792
"June 30, 2013",3.895
"March 31, 2013",4.857
"Dec. 31, 2012",4.744
"Sept. 30, 2012",5.689
"June 30, 2012",9.005
"March 31, 2012",5.67
"Dec. 31, 2011",5.045
"Sept. 30, 2011",5.220
"June 30, 2011",4.850
"March 31, 2011",3.839
"Dec. 31, 2010",3.253
"Sept. 30, 2010",3.928
"June 30, 2010",27.93
"March 31, 2010",4.316
"Dec. 31, 2009",4.357
"Sept. 30, 2009",4.285
"June 30, 2009",4.696
"March 31, 2009",4.806
"Dec. 31, 2008",4.125
"Sept. 30, 2008",-21.67
"June 30, 2008",2.737
"March 31, 2008",2.558
"Dec. 31, 2007",0.9597
"Sept. 30, 2007",3.572
"June 30, 2007",2.751
"March 31, 2007",2.867
"Dec. 31, 2006",3.503
"Sept. 30, 2006",13.08
"June 30, 2006",2.826
"March 31, 2006",6.682
"Dec. 31, 2005",3.524
"Sept. 30, 2005",3.021
"June 30, 2005",1.807
"March 31, 2005",4.575
"Dec. 31, 2004",3.580
"Sept. 30, 2004",3.128
"June 30, 2004",-11.33
"March 31, 2004",3.424
"Dec. 31, 2003",3.166
"Sept. 30, 2003",-35.77
"June 30, 2003",10.84
"March 31, 2003",4.034
"Dec. 31, 2002",4.061
"Sept. 30, 2002",2.884
"June 30, 2002",3.959
"March 31, 2002",2.409
"Dec. 31, 2001",2.206
"Sept. 30, 2001",2.551
"June 30, 2001",1.932
"March 31, 2001",1.024
"Dec. 31, 2000",4.940
"Sept. 30, 2000",2.012
"June 30, 2000",1.708
"March 31, 2000",2.558
"Dec. 31, 1999",1.927
"Sept. 30, 1999",1.954
"June 30, 1999",1.819
"March 31, 1999",2.071
"Dec. 31, 1998",2.519
"Sept. 30, 1998",1.672
"June 30, 1998",1.488
"March 31, 1998",1.535
"Dec. 31, 1997",1.992
"Sept. 30, 1997",1.743
"June 30, 1997",1.476
"March 31, 1997",2.301
"Dec. 31, 1996",1.976
"Sept. 30, 1996",2.144
"June 30, 1996",2.024
"March 31, 1996",1.192
"Dec. 31, 1995",1.858
"Sept. 30, 1995",2.619
"June 30, 1995",2.545
"March 31, 1995",0.8507
"Dec. 31, 1994",1.544
"Sept. 30, 1994",2.375
"June 30, 1994",2.160
"March 31, 1994",21.05
"Dec. 31, 1993",2.020
"Sept. 30, 1993",2.296
"June 30, 1993",1.857
"March 31, 1993",18.73
"Dec. 31, 1992",2.691
"Sept. 30, 1992",3.412
"June 30, 1992",2.195
"March 31, 1992",-1.297
"Dec. 31, 1991",2.072
"Sept. 30, 1991",2.175
"June 30, 1991",-7.666
"March 31, 1991",2.735
"Dec. 31, 1990",2.166
"Sept. 30, 1990",3.050
"June 30, 1990",1.921
"March 31, 1990",0.829
