date,capex_ttm
"Dec. 31, 2019",4.268B
"Sept. 30, 2019",4.138B
"June 30, 2019",4.337B
"March 31, 2019",4.271B
"Dec. 31, 2018",3.745B
"Sept. 30, 2018",4.144B
"June 30, 2018",4.508B
"March 31, 2018",5.036B
"Dec. 31, 2017",5.971B
"Sept. 30, 2017",6.023B
"June 30, 2017",5.862B
"March 31, 2017",5.888B
"Dec. 31, 2016",5.731B
"Sept. 30, 2016",5.801B
"June 30, 2016",6.075B
"March 31, 2016",6.299B
"Dec. 31, 2015",6.151B
"Sept. 30, 2015",5.926B
"June 30, 2015",5.772B
"March 31, 2015",5.673B
"Dec. 31, 2014",5.311B
"Sept. 30, 2014",4.72B
"June 30, 2014",3.988B
"March 31, 2014",3.276B
"Dec. 31, 2013",3.114B
"Sept. 30, 2013",3.135B
"June 30, 2013",2.959B
"March 31, 2013",2.535B
"Dec. 31, 2012",1.888B
"Sept. 30, 2012",1.525B
"June 30, 2012",1.586B
"March 31, 2012",1.487B
"Dec. 31, 2011",1.614B
"Sept. 30, 2011",1.792B
"June 30, 2011",1.991B
"March 31, 2011",2.01B
"Dec. 31, 2010",1.962B
"Sept. 30, 2010",1.83B
"June 30, 2010",1.651B
"March 31, 2010",1.669B
"Dec. 31, 2009",1.521B
"Sept. 30, 2009",1.292B
"June 30, 2009",1.005B
"March 31, 2009",828.00M
"Dec. 31, 2008",876.00M
"Sept. 30, 2008",886.00M
"June 30, 2008",823.00M
"March 31, 2008",749.00M
"Dec. 31, 2007",714.00M
"Sept. 30, 2007",697.00M
"June 30, 2007",649.00M
"March 31, 2007",608.00M
"Dec. 31, 2006",530.00M
"Sept. 30, 2006",443.00M
"June 30, 2006",442.00M
"March 31, 2006",543.00M
"Dec. 31, 2005",681.00M
"Sept. 30, 2005",840.00M
"June 30, 2005",997.00M
"March 31, 2005",1.056B
"Dec. 31, 2004",1.027B
"Sept. 30, 2004",985.00M
"June 30, 2004",866.00M
"March 31, 2004",664.00M
"Dec. 31, 2003",680.00M
"Sept. 30, 2003",812.00M
"June 30, 2003",1.096B
"March 31, 2003",1.491B
"Dec. 31, 2002",1.881B
"Sept. 30, 2002",2.118B
"June 30, 2002",2.629B
"March 31, 2002",3.412B
"Dec. 31, 2001",3.64B
"Sept. 30, 2001",3.945B
"June 30, 2001",3.885B
"March 31, 2001",3.744B
"Dec. 31, 2000",3.678B
"Sept. 30, 2000",3.58B
"June 30, 2000",3.479B
"March 31, 2000",3.355B
"Dec. 31, 1999",3.539B
"Sept. 30, 1999",3.143B
"June 30, 1999",3.095B
"March 31, 1999",2.802B
"Dec. 31, 1998",2.342B
"Sept. 30, 1998",2.419B
"June 30, 1998",1.902B
"March 31, 1998",1.499B
"Dec. 31, 1997",1.139B
"Sept. 30, 1997",804.00M
"June 30, 1997",751.00M
"March 31, 1997",561.00M
"Dec. 31, 1996",523.00M
"Sept. 30, 1996",504.00M
"June 30, 1996",478.00M
"March 31, 1996",577.00M
"Dec. 31, 1995",928.00M
"Sept. 30, 1995",1.182B
"June 30, 1995",1.185B
"March 31, 1995",1.231B
"Dec. 31, 1994",1.114B
"Sept. 30, 1994",1.123B
"June 30, 1994",1.408B
"March 31, 1994",1.702B
"Dec. 31, 1993",2.08B
"Sept. 30, 1993",2.288B
"June 30, 1993",2.887B
"March 31, 1993",3.343B
"Dec. 31, 1992",3.299B
"Sept. 30, 1992",3.646B
"June 30, 1992",3.737B
"March 31, 1992",3.271B
"Dec. 31, 1991",3.536B
"Sept. 30, 1991",3.338B
"June 30, 1991",3.093B
"March 31, 1991",3.299B
"Dec. 31, 1990",2.901B
"Sept. 30, 1990",2.166B
"June 30, 1990",1.304B
"March 31, 1990",542.70M
