date,free_cash_flow
"Dec. 31, 2019",-539.00M
"Sept. 30, 2019",22.00M
"June 30, 2019",-282.00M
"March 31, 2019",346.00M
"Dec. 31, 2018",-293.00M
"Sept. 30, 2018",-1.082B
"June 30, 2018",142.00M
"March 31, 2018",1.021B
"Dec. 31, 2017",-971.00M
"Sept. 30, 2017",-1.00B
"June 30, 2017",208.00M
"March 31, 2017",536.00M
"Dec. 31, 2016",-833.00M
"Sept. 30, 2016",-144.00M
"June 30, 2016",707.00M
"March 31, 2016",1.063B
"Dec. 31, 2015",-1.302B
"Sept. 30, 2015",-302.00M
"June 30, 2015",617.00M
"March 31, 2015",1.085B
"Dec. 31, 2014",-501.00M
"Sept. 30, 2014",-1.689B
"June 30, 2014",-250.00M
"March 31, 2014",209.00M
"Dec. 31, 2013",-1.926B
"Sept. 30, 2013",-579.00M
"June 30, 2013",251.00M
"March 31, 2013",-185.00M
"Dec. 31, 2012",-1.017B
"Sept. 30, 2012",-575.00M
"June 30, 2012",160.00M
"March 31, 2012",829.00M
"Dec. 31, 2011",25.00M
"Sept. 30, 2011",-788.00M
"June 30, 2011",-451.00M
"March 31, 2011",343.00M
"Dec. 31, 2010",-399.00M
"Sept. 30, 2010",-763.00M
"June 30, 2010",302.00M
"March 31, 2010",139.00M
"Dec. 31, 2009",-414.00M
"Sept. 30, 2009",-513.00M
"June 30, 2009",46.00M
"March 31, 2009",290.00M
"Dec. 31, 2008",-1.553B
"Sept. 30, 2008",-1.398B
"June 30, 2008",449.00M
"March 31, 2008",232.00M
"Dec. 31, 2007",-209.00M
"Sept. 30, 2007",51.00M
"June 30, 2007",659.00M
"March 31, 2007",720.00M
"Dec. 31, 2006",28.00M
"Sept. 30, 2006",15.00M
"June 30, 2006",681.00M
"March 31, 2006",685.00M
"Dec. 31, 2005",-103.00M
"Sept. 30, 2005",-134.00M
"June 30, 2005",357.00M
"March 31, 2005",223.00M
"Dec. 31, 2004",-340.00M
"Sept. 30, 2004",-189.00M
"June 30, 2004",61.00M
"March 31, 2004",158.00M
"Dec. 31, 2003",-204.00M
"Sept. 30, 2003",285.00M
"June 30, 2003",606.00M
"March 31, 2003",-766.00M
"Dec. 31, 2002",-983.00M
"Sept. 30, 2002",-982.00M
"June 30, 2002",39.00M
"March 31, 2002",-1.066B
"Dec. 31, 2001",-1.345B
"Sept. 30, 2001",-514.00M
"June 30, 2001",-411.00M
"March 31, 2001",-828.00M
"Dec. 31, 2000",-476.00M
"Sept. 30, 2000",48.00M
"June 30, 2000",152.00M
"March 31, 2000",-260.00M
"Dec. 31, 1999",-370.00M
"Sept. 30, 1999",-44.00M
"June 30, 1999",-48.00M
"March 31, 1999",-813.00M
"Dec. 31, 1998",-166.00M
"Sept. 30, 1998",548.00M
"June 30, 1998",78.00M
"March 31, 1998",-5.00M
"Dec. 31, 1997",-328.00M
"Sept. 30, 1997",1.114B
"June 30, 1997",511.00M
"March 31, 1997",87.00M
"Dec. 31, 1996",566.00M
"Sept. 30, 1996",704.00M
"June 30, 1996",677.00M
"March 31, 1996",218.00M
"Dec. 31, 1995",152.00M
"Sept. 30, 1995",681.00M
"June 30, 1995",629.00M
"March 31, 1995",-205.00M
"Dec. 31, 1994",-432.00M
"Sept. 30, 1994",547.00M
"June 30, 1994",519.00M
"March 31, 1994",-139.00M
"Dec. 31, 1993",-392.00M
"Sept. 30, 1993",106.00M
"June 30, 1993",46.00M
"March 31, 1993",-463.00M
"Dec. 31, 1992",-479.00M
"Sept. 30, 1992",-916.00M
"June 30, 1992",-543.00M
"March 31, 1992",-518.00M
"Dec. 31, 1991",-785.30M
"Sept. 30, 1991",-679.90M
"June 30, 1991",-87.10M
"March 31, 1991",-1.240B
"Dec. 31, 1990",-917.10M
"Sept. 30, 1990",-402.00M
"June 30, 1990",-278.00M
"March 31, 1990",-618.40M
