date,ebitda_margin_ttm
"Dec. 31, 2019",7.32%
"Sept. 30, 2019",7.00%
"June 30, 2019",6.87%
"March 31, 2019",6.61%
"Dec. 31, 2018",6.60%
"Sept. 30, 2018",6.67%
"June 30, 2018",8.07%
"March 31, 2018",9.62%
"Dec. 31, 2017",10.43%
"Sept. 30, 2017",10.49%
"June 30, 2017",10.85%
"March 31, 2017",11.30%
"Dec. 31, 2016",12.81%
"Sept. 30, 2016",12.52%
"June 30, 2016",13.70%
"March 31, 2016",14.04%
"Dec. 31, 2015",13.41%
"Sept. 30, 2015",13.99%
"June 30, 2015",12.02%
"March 31, 2015",10.63%
"Dec. 31, 2014",9.61%
"Sept. 30, 2014",3.02%
"June 30, 2014",1.57%
"March 31, 2014",-1.56%
"Dec. 31, 2013",-4.95%
"Sept. 30, 2013",2.55%
"June 30, 2013",0.16%
"March 31, 2013",-1.72%
"Dec. 31, 2012",-7.30%
"Sept. 30, 2012",-10.38%
"June 30, 2012",-8.75%
"March 31, 2012",-7.75%
"Dec. 31, 2011",-1.54%
"Sept. 30, 2011",2.55%
"June 30, 2011",3.87%
"March 31, 2011",5.15%
"Dec. 31, 2010",4.93%
"Sept. 30, 2010",4.40%
"June 30, 2010",1.87%
"March 31, 2010",-0.03%
"Dec. 31, 2009",0.53%
"Sept. 30, 2009",1.40%
"June 30, 2009",3.49%
"March 31, 2009",-1.06%
"Dec. 31, 2008",-0.59%
"Sept. 30, 2008",0.88%
"June 30, 2008",1.67%
"March 31, 2008",9.38%
"Dec. 31, 2007",11.40%
"Sept. 30, 2007",12.54%
"June 30, 2007",12.01%
"March 31, 2007",11.60%
"Dec. 31, 2006",10.72%
"Sept. 30, 2006",-11.02%
"June 30, 2006",-12.31%
"March 31, 2006",-13.87%
"Dec. 31, 2005",-31.20%
"Sept. 30, 2005",-77.30%
"June 30, 2005",-80.40%
"March 31, 2005",-99.88%
"Dec. 31, 2004",-82.53%
"Sept. 30, 2004",-24.91%
"June 30, 2004",-40.85%
"March 31, 2004",-24.01%
"Dec. 31, 2003",-29.71%
"Sept. 30, 2003",-33.55%
"June 30, 2003",-41.10%
"March 31, 2003",-55.62%
"Dec. 31, 2002",-65.38%
"Sept. 30, 2002",-68.50%
"June 30, 2002",-69.87%
"March 31, 2002",-65.09%
"Dec. 31, 2001",-59.50%
"Sept. 30, 2001",-73.03%
"June 30, 2001",-55.18%
"March 31, 2001",-57.81%
"Dec. 31, 2000",-56.72%
"Sept. 30, 2000",-51.48%
"June 30, 2000",-53.81%
"March 31, 2000",-48.79%
"Dec. 31, 1999",-51.30%
"Sept. 30, 1999",-54.65%
"June 30, 1999",-50.88%
"March 31, 1999",-47.02%
"Dec. 31, 1998",-41.42%
"Sept. 30, 1998",-18.52%
"June 30, 1998",-18.86%
"March 31, 1998",-19.56%
"Dec. 31, 1997",-20.64%
"Sept. 30, 1997",-18.62%
"June 30, 1997",-18.74%
"March 31, 1997",-18.94%
"Dec. 31, 1996",-18.94%
"Sept. 30, 1996",-40.37%
"June 30, 1996",-41.11%
"March 31, 1996",-41.93%
"Dec. 31, 1995",-43.30%
"Sept. 30, 1995",-20.89%
"June 30, 1995",-20.91%
"March 31, 1995",-21.26%
"Dec. 31, 1994",-21.74%
"Sept. 30, 1994",-14.88%
"June 30, 1994",-5.96%
"March 31, 1994",0.73%
"Dec. 31, 1993",7.69%
"Sept. 30, 1993",6.97%
"June 30, 1993",4.41%
"March 31, 1993",4.70%
"Dec. 31, 1992",7.06%
"Sept. 30, 1992",8.14%
"June 30, 1992",9.35%
"March 31, 1992",9.60%
"Dec. 31, 1991",6.89%
"Sept. 30, 1991",5.12%
"June 30, 1991",4.63%
"March 31, 1991",5.52%
"Dec. 31, 1990",7.23%
"Sept. 30, 1990",9.92%
"June 30, 1990",10.75%
"March 31, 1990",11.25%
"Dec. 31, 1989",33.41%
"Sept. 30, 1989",-23.17%
"June 30, 1989",-4.43%
"March 31, 1989",13.88%
"Dec. 31, 1988",9.14%
"Sept. 30, 1988",19.21%
"June 30, 1988",15.64%
"March 31, 1988",11.98%
"Dec. 31, 1987",6.40%
"Sept. 30, 1987",17.71%
"June 30, 1987",12.19%
"March 31, 1987",7.66%
"Dec. 31, 1986",6.83%
"Sept. 30, 1986",6.88%
"June 30, 1986",7.10%
"March 31, 1986",9.66%
"Dec. 31, 1985",8.75%
"Sept. 30, 1985",16.83%
"June 30, 1985",14.07%
"March 31, 1985",8.95%
"Dec. 31, 1984",6.88%
