date,historical_monthly_var_1_all
"Feb. 29, 2020",39.92%
"Jan. 31, 2020",39.92%
"Dec. 31, 2019",39.93%
"Nov. 30, 2019",39.95%
"Oct. 31, 2019",39.97%
"Sept. 30, 2019",40.00%
"Aug. 31, 2019",40.03%
"July 31, 2019",40.06%
"June 30, 2019",40.08%
"May 31, 2019",40.09%
"April 30, 2019",40.10%
"March 31, 2019",40.12%
"Feb. 28, 2019",40.13%
"Jan. 31, 2019",40.13%
"Dec. 31, 2018",40.14%
"Nov. 30, 2018",40.14%
"Oct. 31, 2018",40.15%
"Sept. 30, 2018",40.16%
"Aug. 31, 2018",40.17%
"July 31, 2018",40.19%
"June 30, 2018",40.21%
"May 31, 2018",40.22%
"April 30, 2018",40.25%
"March 31, 2018",40.29%
"Feb. 28, 2018",40.32%
"Jan. 31, 2018",40.35%
"Dec. 31, 2017",40.37%
"Nov. 30, 2017",40.37%
"Oct. 31, 2017",40.38%
"Sept. 30, 2017",40.38%
"Aug. 31, 2017",40.38%
"July 31, 2017",40.39%
"June 30, 2017",40.40%
"May 31, 2017",40.41%
"April 30, 2017",40.41%
"March 31, 2017",40.42%
"Feb. 28, 2017",40.43%
"Jan. 31, 2017",40.44%
"Dec. 31, 2016",40.45%
"Nov. 30, 2016",40.45%
"Oct. 31, 2016",40.48%
"Sept. 30, 2016",40.51%
"Aug. 31, 2016",40.54%
"July 31, 2016",40.58%
"June 30, 2016",40.61%
"May 31, 2016",40.62%
"April 30, 2016",40.62%
"March 31, 2016",40.63%
"Feb. 29, 2016",40.64%
"Jan. 31, 2016",40.66%
"Dec. 31, 2015",40.72%
"Nov. 30, 2015",40.78%
"Oct. 31, 2015",40.84%
"Sept. 30, 2015",40.90%
"Aug. 31, 2015",40.96%
"July 31, 2015",41.02%
"June 30, 2015",41.08%
"May 31, 2015",41.14%
"April 30, 2015",41.20%
"March 31, 2015",41.22%
"Feb. 28, 2015",41.25%
"Jan. 31, 2015",41.27%
"Dec. 31, 2014",41.30%
"Nov. 30, 2014",41.35%
"Oct. 31, 2014",41.41%
"Sept. 30, 2014",41.48%
"Aug. 31, 2014",41.55%
"July 31, 2014",41.62%
"June 30, 2014",41.66%
"May 31, 2014",41.69%
"April 30, 2014",41.73%
"March 31, 2014",41.76%
"Feb. 28, 2014",41.80%
"Jan. 31, 2014",41.83%
"Dec. 31, 2013",41.87%
"Nov. 30, 2013",41.91%
"Oct. 31, 2013",41.94%
"Sept. 30, 2013",41.98%
"Aug. 31, 2013",42.01%
"July 31, 2013",42.04%
"June 30, 2013",42.07%
"May 31, 2013",42.10%
"April 30, 2013",42.10%
"March 31, 2013",42.10%
"Feb. 28, 2013",42.10%
"Jan. 31, 2013",42.10%
"Dec. 31, 2012",42.12%
"Nov. 30, 2012",42.14%
"Oct. 31, 2012",42.16%
"Sept. 30, 2012",42.19%
"Aug. 31, 2012",42.21%
"July 31, 2012",42.26%
"June 30, 2012",42.31%
"May 31, 2012",42.37%
"April 30, 2012",42.42%
"March 31, 2012",42.46%
"Feb. 29, 2012",42.47%
"Jan. 31, 2012",42.49%
"Dec. 31, 2011",42.06%
"Nov. 30, 2011",39.83%
"Oct. 31, 2011",39.42%
"Sept. 30, 2011",39.37%
"Aug. 31, 2011",39.39%
"July 31, 2011",39.34%
"June 30, 2011",39.35%
"May 31, 2011",39.36%
"April 30, 2011",39.38%
"March 31, 2011",39.40%
"Feb. 28, 2011",39.41%
"Jan. 31, 2011",39.42%
"Dec. 31, 2010",39.42%
"Nov. 30, 2010",39.43%
"Oct. 31, 2010",39.43%
"Sept. 30, 2010",39.43%
"Aug. 31, 2010",39.44%
"July 31, 2010",39.44%
"June 30, 2010",39.44%
"May 31, 2010",39.44%
"April 30, 2010",39.46%
"March 31, 2010",39.52%
"Feb. 28, 2010",39.57%
"Jan. 31, 2010",39.62%
"Dec. 31, 2009",39.67%
"Nov. 30, 2009",39.72%
"Oct. 31, 2009",39.75%
"Sept. 30, 2009",39.78%
"Aug. 31, 2009",39.81%
"July 31, 2009",39.84%
"June 30, 2009",39.85%
"May 31, 2009",39.85%
"April 30, 2009",39.85%
"March 31, 2009",39.86%
"Feb. 28, 2009",39.35%
"Jan. 31, 2009",37.80%
"Dec. 31, 2008",37.41%
"Nov. 30, 2008",37.48%
"Oct. 31, 2008",37.20%
"Sept. 30, 2008",37.01%
"Aug. 31, 2008",37.04%
"July 31, 2008",37.06%
"June 30, 2008",37.09%
"May 31, 2008",36.75%
"April 30, 2008",36.76%
"March 31, 2008",36.76%
"Feb. 29, 2008",35.59%
"Jan. 31, 2008",35.60%
"Dec. 31, 2007",35.07%
"Nov. 30, 2007",34.87%
"Oct. 31, 2007",34.92%
"Sept. 30, 2007",34.96%
"Aug. 31, 2007",35.01%
"July 31, 2007",35.10%
"June 30, 2007",35.19%
"May 31, 2007",35.27%
"April 30, 2007",35.36%
"March 31, 2007",35.41%
"Feb. 28, 2007",35.44%
