date,ebitda_ttm
"Dec. 31, 2019",3.35B
"Sept. 30, 2019",3.177B
"June 30, 2019",3.094B
"March 31, 2019",2.956B
"Dec. 31, 2018",2.94B
"Sept. 30, 2018",2.951B
"June 30, 2018",3.522B
"March 31, 2018",4.155B
"Dec. 31, 2017",4.447B
"Sept. 30, 2017",4.379B
"June 30, 2017",4.489B
"March 31, 2017",4.579B
"Dec. 31, 2016",5.143B
"Sept. 30, 2016",5.011B
"June 30, 2016",5.50B
"March 31, 2016",5.70B
"Dec. 31, 2015",5.497B
"Sept. 30, 2015",5.81B
"June 30, 2015",5.041B
"March 31, 2015",4.517B
"Dec. 31, 2014",4.10B
"Sept. 30, 2014",1.202B
"June 30, 2014",558.00M
"March 31, 2014",-479.00M
"Dec. 31, 2013",-1.324B
"Sept. 30, 2013",646.00M
"June 30, 2013",41.00M
"March 31, 2013",-429.00M
"Dec. 31, 2012",-1.814B
"Sept. 30, 2012",-2.583B
"June 30, 2012",-2.171B
"March 31, 2012",-1.897B
"Dec. 31, 2011",-370.00M
"Sept. 30, 2011",602.00M
"June 30, 2011",894.00M
"March 31, 2011",1.166B
"Dec. 31, 2010",1.094B
"Sept. 30, 2010",952.00M
"June 30, 2010",392.00M
"March 31, 2010",-6.00M
"Dec. 31, 2009",106.00M
"Sept. 30, 2009",285.00M
"June 30, 2009",755.00M
"March 31, 2009",-242.00M
"Dec. 31, 2008",-140.00M
"Sept. 30, 2008",210.00M
"June 30, 2008",392.00M
"March 31, 2008",2.177B
"Dec. 31, 2007",2.614B
"Sept. 30, 2007",2.84B
"June 30, 2007",2.708B
"March 31, 2007",2.628B
"Dec. 31, 2006",2.418B
"Sept. 30, 2006",-2.461B
"June 30, 2006",-2.704B
"March 31, 2006",-2.956B
"Dec. 31, 2005",-6.463B
"Sept. 30, 2005",-15.53B
"June 30, 2005",-15.57B
"March 31, 2005",-18.86B
"Dec. 31, 2004",-15.39B
"Sept. 30, 2004",-4.608B
"June 30, 2004",-7.491B
"March 31, 2004",-4.282B
"Dec. 31, 2003",-5.181B
"Sept. 30, 2003",-5.824B
"June 30, 2003",-7.089B
"March 31, 2003",-9.696B
"Dec. 31, 2002",-11.43B
"Sept. 30, 2002",-11.62B
"June 30, 2002",-12.08B
"March 31, 2002",-11.95B
"Dec. 31, 2001",-11.28B
"Sept. 30, 2001",-14.62B
"June 30, 2001",-11.29B
"March 31, 2001",-11.50B
"Dec. 31, 2000",-11.18B
"Sept. 30, 2000",-9.952B
"June 30, 2000",-10.10B
"March 31, 2000",-8.928B
"Dec. 31, 1999",-9.096B
"Sept. 30, 1999",-8.828B
"June 30, 1999",-8.399B
"March 31, 1999",-7.941B
"Dec. 31, 1998",-7.256B
"Sept. 30, 1998",-3.318B
"June 30, 1998",-3.316B
"March 31, 1998",-3.397B
"Dec. 31, 1997",-3.542B
"Sept. 30, 1997",-3.312B
"June 30, 1997",-3.307B
"March 31, 1997",-3.311B
"Dec. 31, 1996",-3.289B
"Sept. 30, 1996",-7.109B
"June 30, 1996",-7.191B
"March 31, 1996",-7.232B
"Dec. 31, 1995",-7.322B
"Sept. 30, 1995",-3.492B
"June 30, 1995",-3.452B
"March 31, 1995",-3.465B
"Dec. 31, 1994",-3.508B
"Sept. 30, 1994",-2.341B
"June 30, 1994",-936.00M
"March 31, 1994",113.00M
"Dec. 31, 1993",1.159B
"Sept. 30, 1993",1.049B
"June 30, 1993",643.00M
"March 31, 1993",673.00M
"Dec. 31, 1992",1.016B
"Sept. 30, 1992",1.158B
"June 30, 1992",1.310B
"March 31, 1992",1.308B
"Dec. 31, 1991",888.00M
"Sept. 30, 1991",638.90M
"June 30, 1991",556.60M
"March 31, 1991",651.90M
"Dec. 31, 1990",847.10M
"Sept. 30, 1990",1.121B
"June 30, 1990",1.179B
"March 31, 1990",1.206B
"Dec. 31, 1989",3.501B
"Sept. 30, 1989",-2.378B
"June 30, 1989",-437.00M
"March 31, 1989",1.293B
"Dec. 31, 1988",806.50M
"Sept. 30, 1988",1.602B
"June 30, 1988",1.249B
"March 31, 1988",916.50M
"Dec. 31, 1987",461.00M
"Sept. 30, 1987",1.207B
"June 30, 1987",778.50M
"March 31, 1987",465.10M
"Dec. 31, 1986",410.90M
"Sept. 30, 1986",413.40M
"June 30, 1986",427.70M
"March 31, 1986",598.40M
"Dec. 31, 1985",536.60M
"Sept. 30, 1985",1.009B
"June 30, 1985",816.50M
"March 31, 1985",490.10M
"Dec. 31, 1984",368.50M
