date,forward_pe_ratio_1y
"March 19, 2020",2.339
"March 18, 2020",2.648
"March 17, 2020",3.541
"March 16, 2020",3.618
"March 13, 2020",3.252
"March 12, 2020",3.033
"March 11, 2020",3.498
"March 10, 2020",3.657
"March 9, 2020",2.996
"March 6, 2020",3.001
"March 5, 2020",3.014
"March 4, 2020",3.482
"March 3, 2020",3.354
"March 2, 2020",3.544
"Feb. 28, 2020",3.580
"Feb. 27, 2020",3.871
"Feb. 26, 2020",4.192
"Feb. 25, 2020",4.344
"Feb. 24, 2020",4.782
"Feb. 21, 2020",5.228
"Feb. 20, 2020",5.357
"Feb. 19, 2020",5.324
"Feb. 18, 2020",5.380
"Feb. 14, 2020",5.487
"Feb. 13, 2020",5.654
"Feb. 12, 2020",5.726
"Feb. 11, 2020",5.607
"Feb. 10, 2020",5.41
"Feb. 7, 2020",5.333
"Feb. 6, 2020",5.318
"Feb. 5, 2020",5.468
"Feb. 4, 2020",5.342
"Feb. 3, 2020",5.104
"Jan. 31, 2020",5.044
"Jan. 30, 2020",5.209
"Jan. 29, 2020",5.036
"Jan. 28, 2020",5.055
"Jan. 27, 2020",4.906
"Jan. 24, 2020",5.194
"Jan. 23, 2020",5.412
"Jan. 22, 2020",5.134
"Jan. 21, 2020",5.111
"Jan. 17, 2020",5.337
"Jan. 16, 2020",5.305
"Jan. 15, 2020",5.183
"Jan. 14, 2020",5.173
"Jan. 13, 2020",5.147
"Jan. 10, 2020",5.134
"Jan. 9, 2020",5.252
"Jan. 8, 2020",5.232
"Jan. 7, 2020",5.115
"Jan. 6, 2020",5.134
"Jan. 3, 2020",5.196
"Jan. 2, 2020",5.466
"Dec. 31, 2019",5.389
"Dec. 30, 2019",6.389
"Dec. 27, 2019",6.420
"Dec. 26, 2019",6.698
"Dec. 24, 2019",6.588
"Dec. 23, 2019",6.615
"Dec. 20, 2019",6.556
"Dec. 19, 2019",6.445
"Dec. 18, 2019",6.321
"Dec. 17, 2019",6.384
"Dec. 16, 2019",6.303
"Dec. 13, 2019",6.204
"Dec. 12, 2019",6.258
"Dec. 11, 2019",6.064
"Dec. 10, 2019",6.095
"Dec. 9, 2019",6.206
"Dec. 6, 2019",6.259
"Dec. 5, 2019",6.150
"Dec. 4, 2019",6.181
"Dec. 3, 2019",6.161
"Dec. 2, 2019",6.339
"Nov. 29, 2019",6.488
"Nov. 27, 2019",6.536
"Nov. 26, 2019",6.558
"Nov. 25, 2019",6.545
"Nov. 22, 2019",6.475
"Nov. 21, 2019",6.305
"Nov. 20, 2019",6.373
"Nov. 19, 2019",6.612
"Nov. 18, 2019",6.457
"Nov. 15, 2019",6.515
"Nov. 14, 2019",6.495
"Nov. 13, 2019",6.470
"Nov. 12, 2019",6.664
"Nov. 11, 2019",6.906
"Nov. 8, 2019",6.944
"Nov. 7, 2019",6.974
"Nov. 6, 2019",6.989
"Nov. 5, 2019",7.039
"Nov. 4, 2019",6.987
"Nov. 1, 2019",6.899
"Oct. 31, 2019",6.786
