date,revenues_per_share
"Dec. 31, 2019",25.97
"Sept. 30, 2019",26.92
"June 30, 2019",26.84
"March 31, 2019",23.34
"Dec. 31, 2018",23.68
"Sept. 30, 2018",25.05
"June 30, 2018",25.06
"March 31, 2018",21.92
"Dec. 31, 2017",22.13
"Sept. 30, 2017",22.53
"June 30, 2017",22.77
"March 31, 2017",19.34
"Dec. 31, 2016",18.81
"Sept. 30, 2016",20.04
"June 30, 2016",18.31
"March 31, 2016",15.43
"Dec. 31, 2015",14.95
"Sept. 30, 2015",15.73
"June 30, 2015",15.30
"March 31, 2015",13.71
"Dec. 31, 2014",14.02
"Sept. 30, 2014",15.15
"June 30, 2014",15.45
"March 31, 2014",13.48
"Dec. 31, 2013",19.80
"Sept. 30, 2013",23.62
"June 30, 2013",22.35
"March 31, 2013",24.44
"Dec. 31, 2012",47.41
"Sept. 30, 2012",51.38
"June 30, 2012",51.57
"March 31, 2012",48.25
"Dec. 31, 2011",47.81
"Sept. 30, 2011",51.11
"June 30, 2011",48.86
"March 31, 2011",44.49
"Dec. 31, 2010",44.91
"Sept. 30, 2010",40.21
"June 30, 2010",45.62
"March 31, 2010",40.75
"Dec. 31, 2009",40.70
"Sept. 30, 2009",48.16
"June 30, 2009",46.75
"March 31, 2009",46.44
"Dec. 31, 2008",52.86
"Sept. 30, 2008",64.15
"June 30, 2008",65.91
"March 31, 2008",61.26
"Dec. 31, 2007",51.40
"Sept. 30, 2007",53.07
"June 30, 2007",52.64
"March 31, 2007",48.76
"Dec. 31, 2006",41.23
"Sept. 30, 2006",62.62
"June 30, 2006",62.67
"March 31, 2006",76.21
"Dec. 31, 2005",79.61
"Sept. 30, 2005",89.26
"June 30, 2005",73.52
"March 31, 2005",78.50
"Dec. 31, 2004",75.68
"Sept. 30, 2004",79.24
"June 30, 2004",64.66
"March 31, 2004",74.96
"Dec. 31, 2003",73.62
"Sept. 30, 2003",78.41
"June 30, 2003",72.55
"March 31, 2003",70.65
"Dec. 31, 2002",73.95
"Sept. 30, 2002",77.22
"June 30, 2002",77.87
"March 31, 2002",71.91
"Dec. 31, 2001",65.87
"Sept. 30, 2001",83.73
"June 30, 2001",97.06
"March 31, 2001",82.76
"Dec. 31, 2000",79.56
"Sept. 30, 2000",85.81
"June 30, 2000",81.81
"March 31, 2000",79.57
"Dec. 31, 1999",78.83
"Sept. 30, 1999",81.10
"June 30, 1999",76.95
"March 31, 1999",65.42
"Dec. 31, 1998",46.43
"Sept. 30, 1998",77.64
"June 30, 1998",74.06
"March 31, 1998",69.31
"Dec. 31, 1997",49.29
"Sept. 30, 1997",69.61
"June 30, 1997",68.19
"March 31, 1997",64.40
"Dec. 31, 1996",57.39
"Sept. 30, 1996",66.38
"June 30, 1996",66.21
"March 31, 1996",62.69
"Dec. 31, 1995",61.61
"Sept. 30, 1995",65.39
"June 30, 1995",63.36
"March 31, 1995",69.02
"Dec. 31, 1994",69.64
"Sept. 30, 1994",62.96
"June 30, 1994",61.00
"March 31, 1994",67.08
"Dec. 31, 1993",63.44
"Sept. 30, 1993",62.68
"June 30, 1993",68.33
"March 31, 1993",63.39
"Dec. 31, 1992",61.75
"Sept. 30, 1992",68.05
"June 30, 1992",64.80
"March 31, 1992",61.03
"Dec. 31, 1991",69.88
"Sept. 30, 1991",65.66
"June 30, 1991",74.73
"March 31, 1991",56.11
"Dec. 31, 1990",58.43
"Sept. 30, 1990",67.32
"June 30, 1990",63.49
"March 31, 1990",59.67
"Dec. 31, 1989",54.97
"Sept. 30, 1989",58.31
"June 30, 1989",58.62
"March 31, 1989",52.63
"Dec. 31, 1988",50.89
"Sept. 30, 1988",51.84
"June 30, 1988",48.74
"March 31, 1988",43.07
"Dec. 31, 1987",43.23
"Sept. 30, 1987",43.72
"June 30, 1987",40.41
"March 31, 1987",36.55
"Dec. 31, 1986",36.65
"Sept. 30, 1986",34.11
"June 30, 1986",32.65
"March 31, 1986",33.19
"Dec. 31, 1985",35.71
"Sept. 30, 1985",35.43
"June 30, 1985",38.99
"March 31, 1985",34.70
"Dec. 31, 1984",46.52
"Sept. 30, 1984",33.58
"June 30, 1984",33.20
"March 31, 1984",30.49
