date,long_term_debt
"Dec. 31, 2019",21.45B
"Sept. 30, 2019",21.62B
"June 30, 2019",21.79B
"March 31, 2019",20.66B
"Dec. 31, 2018",21.18B
"Sept. 30, 2018",22.27B
"June 30, 2018",21.86B
"March 31, 2018",21.95B
"Dec. 31, 2017",22.51B
"Sept. 30, 2017",22.22B
"June 30, 2017",22.52B
"March 31, 2017",22.83B
"Dec. 31, 2016",22.49B
"Sept. 30, 2016",21.54B
"June 30, 2016",21.13B
"March 31, 2016",19.13B
"Dec. 31, 2015",18.33B
"Sept. 30, 2015",18.85B
"June 30, 2015",17.15B
"March 31, 2015",17.64B
"Dec. 31, 2014",16.04B
"Sept. 30, 2014",15.65B
"June 30, 2014",15.20B
"March 31, 2014",15.24B
"Dec. 31, 2013",15.35B
"Sept. 30, 2013",8.863B
"June 30, 2013",7.987B
"March 31, 2013",6.646B
"Dec. 31, 2012",7.116B
"Sept. 30, 2012",6.097B
"June 30, 2012",6.323B
"March 31, 2012",6.575B
"Dec. 31, 2011",6.702B
"Sept. 30, 2011",9.552B
"June 30, 2011",9.428B
"March 31, 2011",9.568B
"Dec. 31, 2010",8.756B
"Sept. 30, 2010",9.01B
"June 30, 2010",9.142B
"March 31, 2010",9.861B
"Dec. 31, 2009",9.984B
"Sept. 30, 2009",9.872B
"June 30, 2009",8.292B
"March 31, 2009",8.314B
"Dec. 31, 2008",8.423B
"Sept. 30, 2008",8.946B
"June 30, 2008",8.708B
"March 31, 2008",8.745B
"Dec. 31, 2007",9.413B
"Sept. 30, 2007",9.83B
"June 30, 2007",10.51B
"March 31, 2007",10.72B
"Dec. 31, 2006",11.22B
"Sept. 30, 2006",11.57B
"June 30, 2006",12.11B
"March 31, 2006",12.29B
"Dec. 31, 2005",12.53B
"Sept. 30, 2005",12.29B
"June 30, 2005",12.36B
"March 31, 2005",12.37B
"Dec. 31, 2004",12.44B
"Sept. 30, 2004",12.49B
"June 30, 2004",12.49B
"March 31, 2004",12.40B
"Dec. 31, 2003",11.90B
"Sept. 30, 2003",11.93B
"June 30, 2003",11.24B
"March 31, 2003",11.00B
"Dec. 31, 2002",12.31B
"Sept. 30, 2002",10.51B
"June 30, 2002",9.172B
"March 31, 2002",8.784B
"Dec. 31, 2001",8.31B
"Sept. 30, 2001",6.491B
"June 30, 2001",5.554B
"March 31, 2001",4.669B
"Dec. 31, 2000",4.151B
"Sept. 30, 2000",2.392B
"June 30, 2000",3.93B
"March 31, 2000",4.018B
"Dec. 31, 1999",4.078B
"Sept. 30, 1999",5.217B
"June 30, 1999",4.643B
"March 31, 1999",4.023B
"Dec. 31, 1998",2.436B
"Sept. 30, 1998",3.972B
"June 30, 1998",3.845B
"March 31, 1998",3.819B
"Dec. 31, 1997",3.877B
"Sept. 30, 1997",4.169B
"June 30, 1997",4.406B
"March 31, 1997",4.411B
"Dec. 31, 1996",4.542B
"Sept. 30, 1996",5.432B
"June 30, 1996",5.469B
"March 31, 1996",6.72B
"Dec. 31, 1995",4.983B
"Sept. 30, 1995",7.158B
"June 30, 1995",7.391B
"March 31, 1995",7.667B
"Dec. 31, 1994",7.878B
"Sept. 30, 1994",7.493B
"June 30, 1994",7.71B
"March 31, 1994",7.649B
"Dec. 31, 1993",7.554B
"Sept. 30, 1993",7.57B
"June 30, 1993",7.853B
"March 31, 1993",7.873B
"Dec. 31, 1992",7.838B
"Sept. 30, 1992",7.567B
"June 30, 1992",6.639B
"March 31, 1992",6.315B
"Dec. 31, 1991",5.879B
"Sept. 30, 1991",5.483B
"June 30, 1991",5.160B
"March 31, 1991",4.333B
"Dec. 31, 1990",3.272B
"Sept. 30, 1990",2.891B
"June 30, 1990",2.668B
"March 31, 1990",2.597B
"Dec. 31, 1989",2.306B
"Sept. 30, 1989",2.628B
"June 30, 1989",2.649B
"Dec. 31, 1988",2.750B
"Dec. 31, 1987",2.782B
"Dec. 31, 1986",2.412B
"Dec. 31, 1985",1.831B
"Dec. 31, 1984",1.541B
