date,market_cap
"March 19, 2020",4.384B
"March 18, 2020",4.964B
"March 17, 2020",6.638B
"March 16, 2020",6.783B
"March 13, 2020",6.097B
"March 12, 2020",5.730B
"March 11, 2020",6.928B
"March 10, 2020",7.243B
"March 9, 2020",6.284B
"March 6, 2020",6.804B
"March 5, 2020",6.834B
"March 4, 2020",7.895B
"March 3, 2020",7.605B
"March 2, 2020",8.035B
"Feb. 28, 2020",8.116B
"Feb. 27, 2020",8.777B
"Feb. 26, 2020",9.505B
"Feb. 25, 2020",9.850B
"Feb. 24, 2020",10.84B
"Feb. 21, 2020",11.85B
"Feb. 20, 2020",12.15B
"Feb. 19, 2020",12.07B
"Feb. 18, 2020",12.20B
"Feb. 14, 2020",12.44B
"Feb. 13, 2020",12.88B
"Feb. 12, 2020",13.05B
"Feb. 11, 2020",12.78B
"Feb. 10, 2020",12.33B
"Feb. 7, 2020",12.15B
"Feb. 6, 2020",12.12B
"Feb. 5, 2020",12.46B
"Feb. 4, 2020",12.17B
"Feb. 3, 2020",11.63B
"Jan. 31, 2020",11.49B
"Jan. 30, 2020",11.87B
"Jan. 29, 2020",11.48B
"Jan. 28, 2020",11.52B
"Jan. 27, 2020",11.18B
"Jan. 24, 2020",11.84B
"Jan. 23, 2020",12.33B
"Jan. 22, 2020",11.70B
"Jan. 21, 2020",11.65B
"Jan. 17, 2020",12.16B
"Jan. 16, 2020",12.09B
"Jan. 15, 2020",11.81B
"Jan. 14, 2020",11.79B
"Jan. 13, 2020",11.73B
"Jan. 10, 2020",11.70B
"Jan. 9, 2020",11.97B
"Jan. 8, 2020",11.92B
"Jan. 7, 2020",11.66B
"Jan. 6, 2020",11.70B
"Jan. 3, 2020",11.84B
"Jan. 2, 2020",12.46B
"Dec. 31, 2019",12.28B
"Dec. 30, 2019",12.40B
"Dec. 27, 2019",12.46B
"Dec. 26, 2019",13.00B
"Dec. 24, 2019",12.78B
"Dec. 23, 2019",12.84B
"Dec. 20, 2019",12.72B
"Dec. 19, 2019",12.51B
"Dec. 18, 2019",12.27B
"Dec. 17, 2019",12.39B
"Dec. 16, 2019",12.23B
"Dec. 13, 2019",12.04B
"Dec. 12, 2019",12.14B
"Dec. 11, 2019",11.77B
"Dec. 10, 2019",11.83B
"Dec. 9, 2019",12.04B
"Dec. 6, 2019",12.15B
"Dec. 5, 2019",11.93B
"Dec. 4, 2019",11.99B
"Dec. 3, 2019",11.95B
"Dec. 2, 2019",12.30B
"Nov. 29, 2019",12.59B
"Nov. 27, 2019",12.68B
"Nov. 26, 2019",12.73B
"Nov. 25, 2019",12.70B
"Nov. 22, 2019",12.56B
"Nov. 21, 2019",12.23B
"Nov. 20, 2019",12.37B
"Nov. 19, 2019",12.83B
"Nov. 18, 2019",12.53B
"Nov. 15, 2019",12.64B
"Nov. 14, 2019",12.60B
"Nov. 13, 2019",12.55B
"Nov. 12, 2019",12.93B
"Nov. 11, 2019",13.40B
"Nov. 8, 2019",13.47B
"Nov. 7, 2019",13.53B
"Nov. 6, 2019",13.56B
"Nov. 5, 2019",13.66B
"Nov. 4, 2019",13.56B
"Nov. 1, 2019",13.39B
"Oct. 31, 2019",13.17B
"Oct. 30, 2019",13.27B
"Oct. 29, 2019",13.54B
"Oct. 28, 2019",13.74B
"Oct. 25, 2019",13.52B
"Oct. 24, 2019",12.88B
"Oct. 23, 2019",12.39B
"Oct. 22, 2019",12.38B
"Oct. 21, 2019",12.54B
"Oct. 18, 2019",12.36B
"Oct. 17, 2019",12.23B
"Oct. 16, 2019",12.29B
"Oct. 15, 2019",12.38B
"Oct. 14, 2019",12.10B
"Oct. 11, 2019",11.98B
"Oct. 10, 2019",11.91B
