date,springate_score
"Dec. 31, 2019",0.4446
"Sept. 30, 2019",0.4468
"June 30, 2019",0.4523
"March 31, 2019",0.4381
"Dec. 31, 2018",0.486
"Sept. 30, 2018",0.5324
"June 30, 2018",0.5713
"March 31, 2018",0.6396
"Dec. 31, 2017",0.6986
"Sept. 30, 2017",0.708
"June 30, 2017",0.7263
"March 31, 2017",0.7465
"Dec. 31, 2016",0.8387
"Sept. 30, 2016",0.8293
"June 30, 2016",0.883
"March 31, 2016",0.9053
"Dec. 31, 2015",0.9279
"Sept. 30, 2015",1.047
"June 30, 2015",0.9611
"March 31, 2015",0.9362
"Dec. 31, 2014",0.8694
"Sept. 30, 2014",0.5761
"June 30, 2014",0.5034
"March 31, 2014",0.3527
"Dec. 31, 2013",0.215
"Sept. 30, 2013",0.5884
"June 30, 2013",0.4221
"March 31, 2013",0.2706
"Dec. 31, 2012",0.0113
"Sept. 30, 2012",-0.1535
"June 30, 2012",-0.112
"March 31, 2012",-0.102
"Dec. 31, 2011",0.1244
"Sept. 30, 2011",0.2965
"June 30, 2011",0.355
"March 31, 2011",0.4344
"Dec. 31, 2010",0.3837
"Sept. 30, 2010",0.2866
"June 30, 2010",0.1704
"March 31, 2010",0.0965
"Dec. 31, 2009",0.1263
"Sept. 30, 2009",0.1475
"June 30, 2009",0.1725
"March 31, 2009",-0.0247
"Dec. 31, 2008",0.001
"Sept. 30, 2008",0.1194
"June 30, 2008",0.1543
"March 31, 2008",0.4501
"Dec. 31, 2007",0.5582
"Sept. 30, 2007",0.5875
"June 30, 2007",0.566
"March 31, 2007",0.5353
