date,historical_daily_var_1_all
"Feb. 29, 2020",8.03%
"Jan. 31, 2020",8.06%
"Dec. 31, 2019",8.09%
"Nov. 30, 2019",8.12%
"Oct. 31, 2019",8.13%
"Sept. 30, 2019",8.13%
"Aug. 31, 2019",8.13%
"July 31, 2019",8.14%
"June 30, 2019",8.14%
"May 31, 2019",8.15%
"April 30, 2019",8.16%
"March 31, 2019",8.17%
"Feb. 28, 2019",8.18%
"Jan. 31, 2019",8.19%
"Dec. 31, 2018",8.19%
"Nov. 30, 2018",8.20%
"Oct. 31, 2018",8.20%
"Sept. 30, 2018",8.22%
"Aug. 31, 2018",8.26%
"July 31, 2018",8.30%
"June 30, 2018",8.20%
"May 31, 2018",8.20%
"April 30, 2018",8.23%
"March 31, 2018",8.28%
"Feb. 28, 2018",8.32%
"Jan. 31, 2018",8.36%
"Dec. 31, 2017",8.41%
"Nov. 30, 2017",8.43%
"Oct. 31, 2017",8.44%
"Sept. 30, 2017",8.45%
"Aug. 31, 2017",8.47%
"July 31, 2017",8.48%
"June 30, 2017",8.49%
"May 31, 2017",8.50%
"April 30, 2017",8.51%
"March 31, 2017",8.52%
"Feb. 28, 2017",8.52%
"Jan. 31, 2017",8.52%
"Dec. 31, 2016",8.53%
"Nov. 30, 2016",8.53%
"Oct. 31, 2016",8.53%
"Sept. 30, 2016",8.55%
"Aug. 31, 2016",8.56%
"July 31, 2016",8.58%
"June 30, 2016",8.60%
"May 31, 2016",8.61%
"April 30, 2016",8.61%
"March 31, 2016",8.62%
"Feb. 29, 2016",8.59%
"Jan. 31, 2016",8.61%
"Dec. 31, 2015",8.61%
"Nov. 30, 2015",8.61%
"Oct. 31, 2015",8.62%
"Sept. 30, 2015",8.62%
"Aug. 31, 2015",8.63%
"July 31, 2015",8.63%
"June 30, 2015",8.63%
"May 31, 2015",8.63%
"April 30, 2015",8.64%
"March 31, 2015",8.64%
"Feb. 28, 2015",8.64%
"Jan. 31, 2015",8.65%
"Dec. 31, 2014",8.65%
"Nov. 30, 2014",8.66%
"Oct. 31, 2014",8.67%
"Sept. 30, 2014",8.69%
"Aug. 31, 2014",8.70%
"July 31, 2014",8.71%
"June 30, 2014",8.72%
"May 31, 2014",8.73%
"April 30, 2014",8.73%
"March 31, 2014",8.73%
"Feb. 28, 2014",8.74%
"Jan. 31, 2014",8.75%
"Dec. 31, 2013",8.75%
"Nov. 30, 2013",8.76%
"Oct. 31, 2013",8.77%
"Sept. 30, 2013",8.79%
"Aug. 31, 2013",8.82%
"July 31, 2013",8.86%
"June 30, 2013",8.90%
"May 31, 2013",8.93%
"April 30, 2013",8.94%
"March 31, 2013",8.94%
"Feb. 28, 2013",8.94%
"Jan. 31, 2013",8.94%
"Dec. 31, 2012",8.94%
"Nov. 30, 2012",8.95%
"Oct. 31, 2012",8.96%
"Sept. 30, 2012",8.97%
"Aug. 31, 2012",8.98%
"July 31, 2012",9.00%
"June 30, 2012",9.01%
"May 31, 2012",9.03%
"April 30, 2012",9.05%
"March 31, 2012",9.06%
"Feb. 29, 2012",9.06%
"Jan. 31, 2012",9.07%
"Dec. 31, 2011",9.07%
"Nov. 30, 2011",9.07%
"Oct. 31, 2011",9.07%
"Sept. 30, 2011",9.07%
"Aug. 31, 2011",9.07%
"July 31, 2011",9.04%
"June 30, 2011",9.06%
"May 31, 2011",9.06%
"April 30, 2011",9.07%
"March 31, 2011",9.07%
"Feb. 28, 2011",9.07%
"Jan. 31, 2011",9.07%
"Dec. 31, 2010",9.09%
"Nov. 30, 2010",9.11%
"Oct. 31, 2010",9.13%
"Sept. 30, 2010",9.15%
"Aug. 31, 2010",9.16%
"July 31, 2010",9.17%
"June 30, 2010",9.18%
"May 31, 2010",9.19%
"April 30, 2010",9.19%
"March 31, 2010",9.17%
"Feb. 28, 2010",9.18%
"Jan. 31, 2010",9.18%
"Dec. 31, 2009",9.19%
"Nov. 30, 2009",9.25%
"Oct. 31, 2009",9.38%
"Sept. 30, 2009",9.52%
"Aug. 31, 2009",9.66%
"July 31, 2009",9.79%
"June 30, 2009",9.84%
"May 31, 2009",9.44%
"April 30, 2009",9.18%
"March 31, 2009",9.14%
"Feb. 28, 2009",8.99%
"Jan. 31, 2009",8.95%
"Dec. 31, 2008",8.73%
"Nov. 30, 2008",8.70%
"Oct. 31, 2008",8.45%
"Sept. 30, 2008",8.15%
"Aug. 31, 2008",7.93%
