date,beneish_m_score
"Dec. 31, 2019",-2.759
"Dec. 31, 2018",-3.012
"Dec. 31, 2017",-2.132
"Dec. 31, 2016",-2.711
"Dec. 31, 2015",-3.073
"Dec. 31, 2014",-2.773
"Dec. 31, 2013",-2.655
"Dec. 31, 2012",-2.804
"Dec. 31, 2011",-3.444
"Dec. 31, 2010",-2.349
"Dec. 31, 2009",-3.833
"Dec. 31, 2008",-3.043
"Dec. 31, 2007",
"Dec. 31, 2006",
"Dec. 31, 2005",
"Dec. 31, 2004",-3.385
