date,market_beta_60_month
"Feb. 29, 2020",0.9904
"Jan. 31, 2020",0.8147
"Dec. 31, 2019",0.7754
"Nov. 30, 2019",0.7756
"Oct. 31, 2019",0.85
"Sept. 30, 2019",0.8403
"Aug. 31, 2019",0.8875
"July 31, 2019",0.9007
"June 30, 2019",0.9005
"May 31, 2019",0.9142
"April 30, 2019",0.9345
"March 31, 2019",0.8935
"Feb. 28, 2019",0.9013
"Jan. 31, 2019",0.9174
"Dec. 31, 2018",0.8338
"Nov. 30, 2018",0.5891
"Oct. 31, 2018",0.6525
"Sept. 30, 2018",0.4855
"Aug. 31, 2018",0.5076
"July 31, 2018",0.5479
"June 30, 2018",0.5936
"May 31, 2018",0.5898
"April 30, 2018",0.5683
"March 31, 2018",0.5528
"Feb. 28, 2018",0.5801
"Jan. 31, 2018",0.5942
"Dec. 31, 2017",0.684
"Nov. 30, 2017",0.6775
"Oct. 31, 2017",0.651
"Sept. 30, 2017",0.5862
"Aug. 31, 2017",0.5877
"July 31, 2017",0.5302
"June 30, 2017",0.5446
"May 31, 2017",0.524
"April 30, 2017",0.3693
"March 31, 2017",0.387
"Feb. 28, 2017",0.3562
"Jan. 31, 2017",0.2582
"Dec. 31, 2016",0.3442
"Nov. 30, 2016",0.3246
"Oct. 31, 2016",0.2973
"Sept. 30, 2016",0.3561
"Aug. 31, 2016",0.4377
"July 31, 2016",0.4986
"June 30, 2016",0.5694
"May 31, 2016",0.5606
"April 30, 2016",0.5576
"March 31, 2016",0.5144
"Feb. 29, 2016",0.5853
"Jan. 31, 2016",0.5541
"Dec. 31, 2015",0.4822
"Nov. 30, 2015",0.3798
"Oct. 31, 2015",0.3843
"Sept. 30, 2015",0.4889
"Aug. 31, 2015",0.6829
"July 31, 2015",0.7621
"June 30, 2015",0.835
"May 31, 2015",0.9253
"April 30, 2015",0.7367
"March 31, 2015",0.7366
"Feb. 28, 2015",0.7733
"Jan. 31, 2015",0.7991
"Dec. 31, 2014",0.8808
"Nov. 30, 2014",0.8918
"Oct. 31, 2014",0.8812
"Sept. 30, 2014",0.9327
"Aug. 31, 2014",0.8909
"July 31, 2014",0.8863
"June 30, 2014",0.9697
"May 31, 2014",0.973
"April 30, 2014",0.8931
"March 31, 2014",1.101
"Feb. 28, 2014",1.003
"Jan. 31, 2014",1.244
"Dec. 31, 2013",1.352
"Nov. 30, 2013",1.346
"Oct. 31, 2013",1.288
"Sept. 30, 2013",0.9083
"Aug. 31, 2013",0.9624
"July 31, 2013",0.9603
"June 30, 2013",0.925
"May 31, 2013",0.9234
"April 30, 2013",0.927
"March 31, 2013",0.8843
"Feb. 28, 2013",0.8626
"Jan. 31, 2013",0.9016
"Dec. 31, 2012",0.8325
"Nov. 30, 2012",0.8374
"Oct. 31, 2012",0.887
"Sept. 30, 2012",0.8989
"Aug. 31, 2012",0.8922
"July 31, 2012",0.9034
"June 30, 2012",0.9254
"May 31, 2012",0.9196
"April 30, 2012",0.9857
"March 31, 2012",0.9436
"Feb. 29, 2012",0.9515
"Jan. 31, 2012",1.001
"Dec. 31, 2011",0.9732
"Nov. 30, 2011",0.9624
"Oct. 31, 2011",0.9688
"Sept. 30, 2011",1.036
"Aug. 31, 2011",1.025
"July 31, 2011",1.005
"June 30, 2011",0.9746
"May 31, 2011",0.975
"April 30, 2011",0.9738
"March 31, 2011",0.991
"Feb. 28, 2011",0.9892
"Jan. 31, 2011",1.005
"Dec. 31, 2010",0.9941
"Nov. 30, 2010",1.029
"Oct. 31, 2010",1.017
"Sept. 30, 2010",1.007
"Aug. 31, 2010",0.9529
"July 31, 2010",0.9371
"June 30, 2010",0.8818
"May 31, 2010",0.8565
"April 30, 2010",0.9855
"March 31, 2010",0.9732
"Feb. 28, 2010",0.9597
"Jan. 31, 2010",0.9329
"Dec. 31, 2009",0.9412
"Nov. 30, 2009",0.9296
"Oct. 31, 2009",0.9186
"Sept. 30, 2009",0.8998
"Aug. 31, 2009",0.8901
"July 31, 2009",0.8582
"June 30, 2009",0.8091
"May 31, 2009",0.8129
"April 30, 2009",0.8749
"March 31, 2009",0.603
"Feb. 28, 2009",0.6715
"Jan. 31, 2009",0.3955
"Dec. 31, 2008",0.1888
"Nov. 30, 2008",-0.0316
"Oct. 31, 2008",-0.0736
"Sept. 30, 2008",0.3053
"Aug. 31, 2008",-0.0476
"July 31, 2008",-0.0192
"June 30, 2008",0.1502
"May 31, 2008",0.1119
"April 30, 2008",0.2355
"March 31, 2008",0.5836
"Feb. 29, 2008",0.6097
"Jan. 31, 2008",0.4489
"Dec. 31, 2007",0.778
"Nov. 30, 2007",0.4672
"Oct. 31, 2007",0.0693
"Sept. 30, 2007",0.0606
"Aug. 31, 2007",-0.0278
"July 31, 2007",-0.0149
"June 30, 2007",-0.1399
"May 31, 2007",-0.1259
"April 30, 2007",-0.1339
