date,ebitda_ttm
"Dec. 31, 2019",1.358B
"Sept. 30, 2019",1.322B
"June 30, 2019",1.123B
"March 31, 2019",710.00M
"Dec. 31, 2018",749.00M
"Sept. 30, 2018",674.00M
"June 30, 2018",902.00M
"March 31, 2018",1.392B
"Dec. 31, 2017",1.403B
"Sept. 30, 2017",1.486B
"June 30, 2017",1.512B
"March 31, 2017",1.468B
"Dec. 31, 2016",1.66B
"Sept. 30, 2016",1.734B
"June 30, 2016",1.713B
"March 31, 2016",1.662B
"Dec. 31, 2015",1.562B
"Sept. 30, 2015",1.395B
"June 30, 2015",1.203B
"March 31, 2015",1.301B
"Dec. 31, 2014",1.082B
"Sept. 30, 2014",1.021B
"June 30, 2014",1.009B
"March 31, 2014",722.00M
"Dec. 31, 2013",733.00M
"Sept. 30, 2013",650.00M
"June 30, 2013",601.00M
"March 31, 2013",623.00M
"Dec. 31, 2012",646.00M
"Sept. 30, 2012",679.00M
"June 30, 2012",664.00M
"March 31, 2012",618.00M
"Dec. 31, 2011",570.00M
"Sept. 30, 2011",538.00M
"June 30, 2011",568.00M
"March 31, 2011",572.00M
"Dec. 31, 2010",568.00M
"Sept. 30, 2010",582.00M
"June 30, 2010",515.00M
"March 31, 2010",506.00M
"Dec. 31, 2009",533.00M
"Sept. 30, 2009",427.00M
"June 30, 2009",408.00M
"March 31, 2009",342.00M
"Dec. 31, 2008",314.00M
"Sept. 30, 2008",395.00M
"June 30, 2008",433.00M
"March 31, 2008",498.00M
"Dec. 31, 2007",426.00M
"Sept. 30, 2007",428.00M
"June 30, 2007",359.00M
"March 31, 2007",303.00M
"Dec. 31, 2006",281.00M
"Sept. 30, 2006",1.17B
"June 30, 2006",1.133B
"March 31, 2006",1.114B
"Dec. 31, 2005",1.155B
"Sept. 30, 2005",-76.12M
"June 30, 2005",-342.32M
"March 31, 2005",-346.59M
"Dec. 31, 2004",-574.02M
"Sept. 30, 2004",-651.02M
"June 30, 2004",-482.23M
"March 31, 2004",-487.86M
"Dec. 31, 2003",-265.58M
"Sept. 30, 2003",89.67M
"June 30, 2003",172.46M
"March 31, 2003",148.76M
"Dec. 31, 2002",31.27M
