date,sales_est_0q
"March 16, 2020",1.899B
"March 13, 2020",1.925B
"March 11, 2020",1.939B
"March 9, 2020",1.952B
"March 6, 2020",1.957B
"March 5, 2020",1.962B
"March 3, 2020",1.965B
"March 2, 2020",1.962B
"Feb. 25, 2020",1.961B
"Jan. 29, 2020",1.960B
"Jan. 27, 2020",1.960B
"Jan. 24, 2020",1.947B
"Jan. 23, 2020",1.975B
"Jan. 22, 2020",1.971B
"Jan. 21, 2020",1.974B
"Jan. 14, 2020",1.991B
"Jan. 13, 2020",1.987B
"Jan. 10, 2020",1.987B
"Jan. 8, 2020",1.980B
"Jan. 6, 2020",1.987B
"Jan. 2, 2020",1.992B
"Dec. 31, 2019",2.033B
"Dec. 19, 2019",2.034B
"Dec. 16, 2019",2.038B
"Dec. 12, 2019",2.038B
"Dec. 11, 2019",2.041B
"Nov. 13, 2019",2.043B
"Nov. 6, 2019",2.043B
"Oct. 28, 2019",2.044B
"Oct. 24, 2019",2.048B
"Oct. 23, 2019",2.049B
"Oct. 22, 2019",2.044B
"Oct. 11, 2019",2.066B
"Oct. 10, 2019",2.069B
"Oct. 7, 2019",2.069B
"Oct. 2, 2019",2.070B
"Oct. 1, 2019",2.070B
"Sept. 30, 2019",2.081B
"Sept. 29, 2019",2.103B
"Sept. 23, 2019",2.107B
"Sept. 13, 2019",2.112B
"Sept. 9, 2019",2.118B
"Sept. 6, 2019",2.123B
"Sept. 4, 2019",2.133B
"Aug. 19, 2019",2.143B
"July 30, 2019",2.142B
"July 25, 2019",2.142B
"July 24, 2019",2.137B
"July 23, 2019",2.145B
"July 16, 2019",2.147B
"July 10, 2019",2.147B
"July 8, 2019",2.149B
"June 30, 2019",2.099B
"June 27, 2019",2.091B
"June 20, 2019",2.093B
"June 17, 2019",2.091B
"June 12, 2019",2.090B
"May 28, 2019",2.089B
"May 6, 2019",2.089B
"April 29, 2019",2.090B
"April 26, 2019",2.086B
"April 24, 2019",2.085B
"April 23, 2019",2.084B
"April 17, 2019",2.091B
"April 12, 2019",2.091B
"April 11, 2019",2.093B
"April 10, 2019",2.086B
"April 9, 2019",2.086B
"April 8, 2019",2.087B
"April 4, 2019",2.086B
"April 1, 2019",2.093B
"March 31, 2019",1.868B
"March 28, 2019",1.870B
"March 11, 2019",1.874B
"March 7, 2019",1.880B
"March 6, 2019",1.883B
"March 5, 2019",1.886B
"March 1, 2019",1.895B
"Feb. 27, 2019",1.895B
"Feb. 22, 2019",1.896B
"Jan. 28, 2019",1.898B
"Jan. 25, 2019",1.898B
"Jan. 24, 2019",1.894B
"Jan. 23, 2019",1.896B
"Jan. 14, 2019",1.894B
"Jan. 11, 2019",1.896B
"Jan. 9, 2019",1.894B
"Dec. 31, 2018",1.949B
"Dec. 21, 2018",1.949B
"Dec. 18, 2018",1.950B
"Dec. 6, 2018",1.950B
"Dec. 4, 2018",1.950B
"Nov. 28, 2018",1.949B
"Nov. 19, 2018",1.948B
"Nov. 12, 2018",1.948B
"Nov. 6, 2018",1.945B
"Oct. 30, 2018",1.945B
"Oct. 25, 2018",1.943B
"Oct. 24, 2018",1.962B
"Oct. 23, 2018",1.972B
"Oct. 16, 2018",1.970B
"Oct. 11, 2018",1.970B
"Oct. 10, 2018",1.970B
"Oct. 4, 2018",1.968B
"Oct. 3, 2018",1.969B
"Sept. 30, 2018",2.013B
"Sept. 26, 2018",2.016B
"Sept. 6, 2018",2.016B
"Sept. 5, 2018",2.015B
"Sept. 4, 2018",2.014B
"Aug. 1, 2018",2.012B
"July 31, 2018",2.010B
"July 25, 2018",2.009B
"July 24, 2018",2.008B
"July 20, 2018",2.035B
"July 17, 2018",2.037B
"July 16, 2018",2.037B
"July 11, 2018",2.040B
"July 6, 2018",2.041B
"June 30, 2018",1.926B
"June 20, 2018",1.930B
"June 13, 2018",1.930B
"June 9, 2018",1.930B
"May 14, 2018",1.930B
"May 8, 2018",1.930B
"April 30, 2018",1.929B
"April 27, 2018",1.928B
"April 25, 2018",1.929B
"April 24, 2018",1.927B
"April 17, 2018",1.942B
"April 13, 2018",1.945B
"April 12, 2018",1.956B
"April 11, 2018",1.958B
"April 10, 2018",1.960B
"April 6, 2018",1.956B
"April 3, 2018",1.963B
"March 31, 2018",1.759B
"March 29, 2018",1.757B
"March 28, 2018",1.756B
"March 19, 2018",1.754B
"March 14, 2018",1.752B
"March 13, 2018",1.753B
"March 12, 2018",1.752B
"March 9, 2018",1.752B
"Feb. 16, 2018",1.750B
"Feb. 15, 2018",1.747B
"Feb. 14, 2018",1.746B
"Jan. 31, 2018",1.747B
"Jan. 30, 2018",1.749B
"Jan. 26, 2018",1.749B
"Jan. 25, 2018",1.751B
"Jan. 23, 2018",1.754B
"Jan. 22, 2018",1.752B
"Jan. 20, 2018",1.752B
"Jan. 18, 2018",1.752B
"Jan. 17, 2018",1.750B
"Jan. 16, 2018",1.749B
"Jan. 11, 2018",1.751B
"Jan. 10, 2018",1.751B
"Jan. 9, 2018",1.743B
"Jan. 8, 2018",1.747B
