date,fulmer_h_score
"Dec. 31, 2019",4.910
"Sept. 30, 2019",4.697
"June 30, 2019",4.308
"March 31, 2019",3.176
"Dec. 31, 2018",3.580
"Sept. 30, 2018",4.085
"June 30, 2018",4.544
"March 31, 2018",5.113
"Dec. 31, 2017",5.024
"Sept. 30, 2017",4.385
"June 30, 2017",4.346
"March 31, 2017",4.230
"Dec. 31, 2016",4.497
"Sept. 30, 2016",4.464
"June 30, 2016",4.362
"March 31, 2016",4.031
"Dec. 31, 2015",3.625
"Sept. 30, 2015",3.40
"June 30, 2015",2.836
"March 31, 2015",2.727
"Dec. 31, 2014",2.192
"Sept. 30, 2014",1.979
"June 30, 2014",1.917
"March 31, 2014",1.222
"Dec. 31, 2013",1.110
"Sept. 30, 2013",0.9107
"June 30, 2013",0.6256
"March 31, 2013",0.6872
"Dec. 31, 2012",0.6899
"Sept. 30, 2012",0.8574
"June 30, 2012",0.8384
"March 31, 2012",0.6687
"Dec. 31, 2011",0.4857
"Sept. 30, 2011",0.3429
"June 30, 2011",0.5353
"March 31, 2011",0.5161
"Dec. 31, 2010",0.4233
"Sept. 30, 2010",0.4361
"June 30, 2010",0.1516
"March 31, 2010",0.1233
"Dec. 31, 2009",0.1293
"Sept. 30, 2009",-0.3842
"June 30, 2009",-0.7032
"March 31, 2009",-1.197
"Dec. 31, 2008",-1.251
"Sept. 30, 2008",-0.5847
"June 30, 2008",-0.3357
"March 31, 2008",-0.1081
"Dec. 31, 2007",0.0234
"Sept. 30, 2007",0.5582
"June 30, 2007",0.9637
