date,quality_ratio
"Dec. 31, 2019",0.1955
"Sept. 30, 2019",0.2006
"June 30, 2019",0.2009
"March 31, 2019",0.1958
"Dec. 31, 2018",0.202
"Sept. 30, 2018",0.1997
"June 30, 2018",0.2092
"March 31, 2018",0.2261
"Dec. 31, 2017",0.2275
"Sept. 30, 2017",0.2329
"June 30, 2017",0.2362
"March 31, 2017",0.2339
"Dec. 31, 2016",0.2592
"Sept. 30, 2016",0.2685
"June 30, 2016",0.2742
"March 31, 2016",0.2746
"Dec. 31, 2015",0.2673
"Sept. 30, 2015",0.249
"June 30, 2015",0.2261
"March 31, 2015",0.2107
"Dec. 31, 2014",0.1868
"Sept. 30, 2014",0.182
"June 30, 2014",0.1803
"March 31, 2014",0.1701
"Dec. 31, 2013",0.1717
"Sept. 30, 2013",0.1615
"June 30, 2013",0.1554
"March 31, 2013",0.1582
"Dec. 31, 2012",0.1588
"Sept. 30, 2012",0.0393
"June 30, 2012",0.0788
"March 31, 2012",0.1153
"Dec. 31, 2011",0.1534
"Sept. 30, 2011",0.1566
"June 30, 2011",0.1606
"March 31, 2011",0.1583
"Dec. 31, 2010",0.1562
"Sept. 30, 2010",0.3463
"June 30, 2010",0.3541
"March 31, 2010",0.3731
"Dec. 31, 2009",0.3983
"Sept. 30, 2009",0.3865
"June 30, 2009",0.3737
"March 31, 2009",0.3655
"Dec. 31, 2008",0.3627
"Sept. 30, 2008",0.3675
"June 30, 2008",0.3778
"March 31, 2008",0.3988
