date,f_score_ttm
"Dec. 31, 2019",3.00
"Sept. 30, 2019",7.00
"June 30, 2019",6.00
"March 31, 2019",2.00
"Dec. 31, 2018",4.00
"Sept. 30, 2018",5.00
"June 30, 2018",5.00
"March 31, 2018",6.00
"Dec. 31, 2017",6.00
"Sept. 30, 2017",4.00
"June 30, 2017",7.00
"March 31, 2017",3.00
"Dec. 31, 2016",4.00
"Sept. 30, 2016",6.00
"June 30, 2016",8.00
"March 31, 2016",8.00
"Dec. 31, 2015",8.00
"Sept. 30, 2015",8.00
"June 30, 2015",5.00
"March 31, 2015",8.00
"Dec. 31, 2014",7.00
"Sept. 30, 2014",8.00
"June 30, 2014",7.00
"March 31, 2014",5.00
"Dec. 31, 2013",7.00
"Sept. 30, 2013",9.00
"June 30, 2013",4.00
"March 31, 2013",4.00
"Dec. 31, 2012",5.00
"Sept. 30, 2012",6.00
"June 30, 2012",7.00
"March 31, 2012",6.00
"Dec. 31, 2011",7.00
"Sept. 30, 2011",5.00
"June 30, 2011",4.00
"March 31, 2011",6.00
"Dec. 31, 2010",4.00
"Sept. 30, 2010",7.00
"June 30, 2010",6.00
"March 31, 2010",5.00
"Dec. 31, 2009",7.00
"Sept. 30, 2009",7.00
"June 30, 2009",7.00
"March 31, 2009",7.00
"Dec. 31, 2008",4.00
"Sept. 30, 2008",3.00
"June 30, 2008",3.00
