date,revenues_per_share
"Dec. 31, 2019",7.047
"Sept. 30, 2019",7.050
"June 30, 2019",6.975
"March 31, 2019",6.096
"Dec. 31, 2018",6.373
"Sept. 30, 2018",6.471
"June 30, 2018",6.121
"March 31, 2018",5.442
"Dec. 31, 2017",5.419
"Sept. 30, 2017",5.546
"June 30, 2017",5.538
"March 31, 2017",4.731
"Dec. 31, 2016",4.672
"Sept. 30, 2016",5.047
"June 30, 2016",4.794
"March 31, 2016",4.729
"Dec. 31, 2015",4.664
"Sept. 30, 2015",4.911
"June 30, 2015",4.638
"March 31, 2015",4.399
"Dec. 31, 2014",4.219
"Sept. 30, 2014",4.483
"June 30, 2014",4.341
"March 31, 2014",4.539
"Dec. 31, 2013",3.954
"Sept. 30, 2013",4.195
"June 30, 2013",3.892
"March 31, 2013",4.206
"Dec. 31, 2012",3.461
"Sept. 30, 2012",3.794
"June 30, 2012",3.714
"March 31, 2012",3.509
"Dec. 31, 2011",3.343
"Sept. 30, 2011",3.451
"June 30, 2011",3.299
"March 31, 2011",3.623
"Dec. 31, 2010",2.696
"Sept. 30, 2010",2.969
"June 30, 2010",2.713
"March 31, 2010",3.178
"Dec. 31, 2009",2.413
"Sept. 30, 2009",2.481
"June 30, 2009",2.496
"March 31, 2009",2.888
"Dec. 31, 2008",3.387
"Sept. 30, 2008",3.992
"June 30, 2008",3.813
"March 31, 2008",3.806
"Dec. 31, 2007",4.000
"Sept. 30, 2007",3.849
"June 30, 2007",3.676
"March 31, 2007",3.316
"Dec. 31, 2006",3.868
"Sept. 30, 2006",3.489
"June 30, 2006",3.497
"March 31, 2006",2.756
"Dec. 31, 2005",3.098
"Sept. 30, 2005",3.02
"June 30, 2005",2.64
"March 31, 2005",2.487
"Dec. 31, 2004",2.161
"Sept. 30, 2004",1.858
"June 30, 2004",1.887
"March 31, 2004",1.775
"Dec. 31, 2003",1.552
"Sept. 30, 2003",1.633
"June 30, 2003",1.547
"March 31, 2003",1.418
"Dec. 31, 2002",1.150
"Sept. 30, 2002",1.080
"June 30, 2002",0.9988
"March 31, 2002",0.9651
