date,historical_monthly_var_5_all
"Feb. 29, 2020",18.05%
"Jan. 31, 2020",18.04%
"Dec. 31, 2019",18.05%
"Nov. 30, 2019",18.10%
"Oct. 31, 2019",18.13%
"Sept. 30, 2019",18.14%
"Aug. 31, 2019",18.15%
"July 31, 2019",18.15%
"June 30, 2019",18.16%
"May 31, 2019",18.17%
"April 30, 2019",18.23%
"March 31, 2019",18.27%
"Feb. 28, 2019",18.34%
"Jan. 31, 2019",18.37%
"Dec. 31, 2018",18.40%
"Nov. 30, 2018",18.41%
"Oct. 31, 2018",18.42%
"Sept. 30, 2018",18.42%
"Aug. 31, 2018",18.42%
"July 31, 2018",18.44%
"June 30, 2018",18.45%
"May 31, 2018",18.46%
"April 30, 2018",18.53%
"March 31, 2018",18.57%
"Feb. 28, 2018",18.60%
"Jan. 31, 2018",18.61%
"Dec. 31, 2017",18.62%
"Nov. 30, 2017",18.63%
"Oct. 31, 2017",18.75%
"Sept. 30, 2017",18.81%
"Aug. 31, 2017",18.85%
"July 31, 2017",18.95%
"June 30, 2017",18.97%
"May 31, 2017",18.99%
"April 30, 2017",19.04%
"March 31, 2017",19.06%
"Feb. 28, 2017",19.06%
"Jan. 31, 2017",19.11%
"Dec. 31, 2016",19.19%
"Nov. 30, 2016",19.21%
"Oct. 31, 2016",19.21%
"Sept. 30, 2016",19.22%
"Aug. 31, 2016",19.23%
"July 31, 2016",19.24%
"June 30, 2016",19.29%
"May 31, 2016",19.36%
"April 30, 2016",19.45%
"March 31, 2016",19.51%
"Feb. 29, 2016",19.52%
"Jan. 31, 2016",19.53%
"Dec. 31, 2015",19.52%
"Nov. 30, 2015",19.53%
"Oct. 31, 2015",19.55%
"Sept. 30, 2015",19.58%
"Aug. 31, 2015",19.59%
"July 31, 2015",19.62%
"June 30, 2015",19.68%
"May 31, 2015",19.81%
"April 30, 2015",19.86%
"March 31, 2015",19.94%
"Feb. 28, 2015",20.08%
"Jan. 31, 2015",20.09%
"Dec. 31, 2014",20.13%
"Nov. 30, 2014",20.16%
"Oct. 31, 2014",20.18%
"Sept. 30, 2014",20.18%
"Aug. 31, 2014",20.19%
"July 31, 2014",20.24%
"June 30, 2014",20.29%
"May 31, 2014",20.32%
"April 30, 2014",20.36%
"March 31, 2014",20.43%
"Feb. 28, 2014",20.50%
"Jan. 31, 2014",20.54%
"Dec. 31, 2013",20.56%
"Nov. 30, 2013",20.65%
"Oct. 31, 2013",20.70%
"Sept. 30, 2013",20.73%
"Aug. 31, 2013",20.77%
"July 31, 2013",20.81%
"June 30, 2013",20.97%
"May 31, 2013",21.04%
"April 30, 2013",21.05%
"March 31, 2013",21.05%
"Feb. 28, 2013",21.16%
"Jan. 31, 2013",21.18%
"Dec. 31, 2012",21.24%
"Nov. 30, 2012",21.31%
"Oct. 31, 2012",21.36%
"Sept. 30, 2012",21.41%
"Aug. 31, 2012",21.46%
"July 31, 2012",21.53%
"June 30, 2012",21.56%
"May 31, 2012",21.60%
"April 30, 2012",21.77%
"March 31, 2012",21.96%
"Feb. 29, 2012",22.30%
"Jan. 31, 2012",22.55%
"Dec. 31, 2011",22.58%
"Nov. 30, 2011",22.62%
"Oct. 31, 2011",22.62%
"Sept. 30, 2011",22.65%
"Aug. 31, 2011",22.70%
"July 31, 2011",21.22%
"June 30, 2011",21.13%
"May 31, 2011",21.18%
"April 30, 2011",21.23%
"March 31, 2011",21.43%
"Feb. 28, 2011",21.51%
"Jan. 31, 2011",21.56%
"Dec. 31, 2010",21.65%
"Nov. 30, 2010",21.85%
"Oct. 31, 2010",22.11%
"Sept. 30, 2010",22.42%
"Aug. 31, 2010",22.56%
"July 31, 2010",22.61%
"June 30, 2010",22.63%
"May 31, 2010",22.68%
"April 30, 2010",22.71%
"March 31, 2010",22.87%
"Feb. 28, 2010",22.98%
"Jan. 31, 2010",23.12%
"Dec. 31, 2009",23.16%
"Nov. 30, 2009",23.19%
"Oct. 31, 2009",23.25%
"Sept. 30, 2009",23.32%
"Aug. 31, 2009",23.38%
"July 31, 2009",23.48%
"June 30, 2009",23.52%
"May 31, 2009",23.29%
"April 30, 2009",23.34%
"March 31, 2009",23.42%
"Feb. 28, 2009",22.64%
"Jan. 31, 2009",21.27%
"Dec. 31, 2008",21.45%
"Nov. 30, 2008",21.52%
"Oct. 31, 2008",21.58%
"Sept. 30, 2008",20.96%
"Aug. 31, 2008",20.98%
"July 31, 2008",21.05%
"June 30, 2008",21.05%
"May 31, 2008",21.05%
"April 30, 2008",21.05%
"March 31, 2008",21.11%
"Feb. 29, 2008",20.65%
"Jan. 31, 2008",20.70%
"Dec. 31, 2007",19.22%
"Nov. 30, 2007",19.08%
"Oct. 31, 2007",18.41%
"Sept. 30, 2007",18.42%
"Aug. 31, 2007",18.46%
"July 31, 2007",18.24%
"June 30, 2007",18.28%
"May 31, 2007",18.41%
"April 30, 2007",18.41%
"March 31, 2007",18.43%
"Feb. 28, 2007",18.50%
"Jan. 31, 2007",18.41%
"Dec. 31, 2006",18.45%
"Nov. 30, 2006",18.52%
"Oct. 31, 2006",18.57%
"Sept. 30, 2006",18.60%
"Aug. 31, 2006",18.62%
"July 31, 2006",18.78%
"June 30, 2006",18.95%
"May 31, 2006",18.98%
"April 30, 2006",19.04%
"March 31, 2006",19.21%
"Feb. 28, 2006",19.22%
"Jan. 31, 2006",18.58%
