date,zmijewski_score
"Dec. 31, 2019",-1.168
"Sept. 30, 2019",-1.283
"June 30, 2019",-1.215
"March 31, 2019",-1.070
"Dec. 31, 2018",-1.166
"Sept. 30, 2018",-1.439
"June 30, 2018",-1.592
"March 31, 2018",-1.849
"Dec. 31, 2017",-1.940
"Sept. 30, 2017",-1.393
"June 30, 2017",-1.356
"March 31, 2017",-1.337
"Dec. 31, 2016",-1.455
"Sept. 30, 2016",-1.321
"June 30, 2016",-1.239
"March 31, 2016",-1.186
"Dec. 31, 2015",-1.130
"Sept. 30, 2015",-0.9658
"June 30, 2015",-0.8197
"March 31, 2015",-0.8144
"Dec. 31, 2014",-0.7233
"Sept. 30, 2014",-0.6196
"June 30, 2014",-0.5834
"March 31, 2014",-0.3372
"Dec. 31, 2013",-0.4075
"Sept. 30, 2013",-0.2697
"June 30, 2013",-0.2039
"March 31, 2013",-0.2144
"Dec. 31, 2012",-0.252
"Sept. 30, 2012",-0.2621
"June 30, 2012",-0.2087
"March 31, 2012",-0.1575
"Dec. 31, 2011",-0.12
"Sept. 30, 2011",-0.102
"June 30, 2011",-0.1055
"March 31, 2011",-0.1126
"Dec. 31, 2010",-0.1433
"Sept. 30, 2010",-0.1138
"June 30, 2010",-0.032
"March 31, 2010",-0.0211
"Dec. 31, 2009",-0.0265
"Sept. 30, 2009",0.0425
"June 30, 2009",0.0775
"March 31, 2009",0.1831
"Dec. 31, 2008",0.2157
"Sept. 30, 2008",0.1744
"June 30, 2008",0.137
"March 31, 2008",0.0743
"Dec. 31, 2007",0.2802
"Sept. 30, 2007",0.2469
"June 30, 2007",0.2793
"March 31, 2007",0.2784
"Dec. 31, 2006",0.2321
"Sept. 30, 2006",0.2369
"June 30, 2006",0.2022
"March 31, 2006",0.1771
"Dec. 31, 2005",0.0442
"Sept. 30, 2005",0.0606
"June 30, 2005",-0.0219
"March 31, 2005",-0.0675
"Dec. 31, 2004",-0.2669
"Sept. 30, 2004",-0.3879
"June 30, 2004",-0.4859
"March 31, 2004",-0.5596
"Dec. 31, 2003",-0.6634
"Sept. 30, 2003",-0.7535
"June 30, 2003",-0.679
"March 31, 2003",-0.6343
