date,liabilities
"Dec. 31, 2019",7.119B
"Sept. 30, 2019",6.555B
"June 30, 2019",6.539B
"March 31, 2019",6.508B
"Dec. 31, 2018",6.274B
"Sept. 30, 2018",5.733B
"June 30, 2018",5.459B
"March 31, 2018",5.33B
"Dec. 31, 2017",5.049B
"Sept. 30, 2017",5.457B
"June 30, 2017",5.564B
"March 31, 2017",5.481B
"Dec. 31, 2016",5.31B
"Sept. 30, 2016",5.733B
"June 30, 2016",5.814B
"March 31, 2016",5.648B
"Dec. 31, 2015",5.434B
"Sept. 30, 2015",5.577B
"June 30, 2015",5.524B
"March 31, 2015",5.595B
"Dec. 31, 2014",5.31B
"Sept. 30, 2014",5.355B
"June 30, 2014",5.342B
"March 31, 2014",5.509B
"Dec. 31, 2013",5.216B
"Sept. 30, 2013",5.426B
"June 30, 2013",5.436B
"March 31, 2013",5.337B
"Dec. 31, 2012",5.182B
"Sept. 30, 2012",5.238B
"June 30, 2012",5.291B
"March 31, 2012",5.342B
"Dec. 31, 2011",5.314B
"Sept. 30, 2011",5.204B
"June 30, 2011",5.218B
"March 31, 2011",5.166B
"Dec. 31, 2010",4.939B
"Sept. 30, 2010",4.995B
"June 30, 2010",5.034B
"March 31, 2010",4.979B
"Dec. 31, 2009",5.015B
"Sept. 30, 2009",5.022B
"June 30, 2009",5.026B
"March 31, 2009",4.846B
"Dec. 31, 2008",4.754B
"Sept. 30, 2008",4.803B
"June 30, 2008",5.09B
"March 31, 2008",4.721B
"Dec. 31, 2007",4.562B
"Sept. 30, 2007",4.437B
"June 30, 2007",4.363B
"March 31, 2007",4.185B
"Dec. 31, 2006",3.891B
"Sept. 30, 2006",3.512B
"June 30, 2006",3.388B
"March 31, 2006",3.179B
"Dec. 31, 2005",2.981B
"Sept. 30, 2005",2.779B
"June 30, 2005",2.592B
"March 31, 2005",2.464B
"Dec. 31, 2004",2.043B
"Sept. 30, 2004",1.895B
"June 30, 2004",1.778B
"March 31, 2004",1.663B
"Dec. 31, 2003",1.515B
"Sept. 30, 2003",1.370B
"June 30, 2003",1.085B
"March 31, 2003",970.94M
"Dec. 31, 2002",964.00M
"Sept. 30, 2002",810.39M
"June 30, 2002",681.15M
"March 31, 2002",594.43M
