date,ebitda_margin_ttm
"Dec. 31, 2019",16.78%
"Sept. 30, 2019",16.46%
"June 30, 2019",14.12%
"March 31, 2019",9.13%
"Dec. 31, 2018",9.78%
"Sept. 30, 2018",9.05%
"June 30, 2018",12.43%
"March 31, 2018",19.43%
"Dec. 31, 2017",20.01%
"Sept. 30, 2017",21.70%
"June 30, 2017",22.36%
"March 31, 2017",22.35%
"Dec. 31, 2016",25.21%
"Sept. 30, 2016",26.33%
"June 30, 2016",26.19%
"March 31, 2016",25.53%
"Dec. 31, 2015",24.35%
"Sept. 30, 2015",22.26%
"June 30, 2015",19.69%
"March 31, 2015",21.72%
"Dec. 31, 2014",18.60%
"Sept. 30, 2014",17.80%
"June 30, 2014",17.86%
"March 31, 2014",13.15%
"Dec. 31, 2013",13.47%
"Sept. 30, 2013",12.33%
"June 30, 2013",11.70%
"March 31, 2013",12.27%
"Dec. 31, 2012",12.97%
"Sept. 30, 2012",13.76%
"June 30, 2012",13.77%
"March 31, 2012",13.16%
"Dec. 31, 2011",12.66%
"Sept. 30, 2011",12.52%
"June 30, 2011",13.75%
"March 31, 2011",14.59%
"Dec. 31, 2010",15.03%
"Sept. 30, 2010",15.85%
"June 30, 2010",14.73%
"March 31, 2010",15.04%
"Dec. 31, 2009",16.22%
"Sept. 30, 2009",13.08%
"June 30, 2009",12.32%
"March 31, 2009",10.16%
"Dec. 31, 2008",9.27%
"Sept. 30, 2008",11.91%
"June 30, 2008",13.62%
"March 31, 2008",16.33%
"Dec. 31, 2007",14.99%
"Sept. 30, 2007",15.64%
"June 30, 2007",13.81%
"March 31, 2007",12.21%
"Dec. 31, 2006",11.89%
"Sept. 30, 2006",53.77%
"June 30, 2006",56.62%
"March 31, 2006",61.28%
"Dec. 31, 2005",67.90%
"Sept. 30, 2005",-4.79%
"June 30, 2005",-23.47%
"March 31, 2005",-25.69%
"Dec. 31, 2004",-45.38%
"Sept. 30, 2004",-54.51%
"June 30, 2004",-42.12%
"March 31, 2004",-45.60%
"Dec. 31, 2003",-26.61%
"Sept. 30, 2003",9.72%
"June 30, 2003",21.18%
"March 31, 2003",20.70%
"Dec. 31, 2002",4.92%
