date,one_year_return
"March 19, 2018",9.97%
"March 16, 2018",12.84%
"March 15, 2018",10.80%
"March 14, 2018",13.83%
"March 13, 2018",11.53%
"March 12, 2018",9.98%
"March 9, 2018",15.33%
"March 8, 2018",12.02%
"March 7, 2018",11.63%
"March 6, 2018",10.46%
"March 5, 2018",5.30%
"March 2, 2018",7.04%
"March 1, 2018",2.83%
"Feb. 28, 2018",5.46%
"Feb. 27, 2018",6.91%
"Feb. 26, 2018",11.04%
"Feb. 23, 2018",8.72%
"Feb. 22, 2018",4.67%
"Feb. 21, 2018",3.18%
"Feb. 20, 2018",-0.45%
"Feb. 16, 2018",2.32%
"Feb. 15, 2018",1.96%
"Feb. 14, 2018",2.44%
"Feb. 13, 2018",0.60%
"Feb. 12, 2018",0.35%
"Feb. 9, 2018",-0.40%
"Feb. 8, 2018",2.80%
"Feb. 7, 2018",8.09%
"Feb. 6, 2018",4.36%
"Feb. 5, 2018",1.64%
"Feb. 2, 2018",4.96%
"Feb. 1, 2018",8.05%
"Jan. 31, 2018",6.37%
"Jan. 30, 2018",6.66%
"Jan. 29, 2018",3.21%
"Jan. 26, 2018",-2.84%
"Jan. 25, 2018",-4.96%
"Jan. 24, 2018",2.94%
"Jan. 23, 2018",7.08%
"Jan. 22, 2018",5.51%
"Jan. 19, 2018",5.66%
"Jan. 18, 2018",4.61%
"Jan. 17, 2018",5.20%
"Jan. 16, 2018",2.48%
"Jan. 12, 2018",5.09%
"Jan. 11, 2018",-1.93%
"Jan. 10, 2018",-4.09%
"Jan. 9, 2018",-2.63%
"Jan. 8, 2018",-2.52%
"Jan. 5, 2018",-4.00%
"Jan. 4, 2018",-4.24%
"Jan. 3, 2018",-3.57%
"Jan. 2, 2018",-0.18%
"Dec. 29, 2017",0.90%
"Dec. 28, 2017",2.32%
"Dec. 27, 2017",0.99%
"Dec. 26, 2017",1.39%
"Dec. 22, 2017",1.13%
"Dec. 21, 2017",-1.23%
"Dec. 20, 2017",-3.64%
"Dec. 19, 2017",-4.09%
"Dec. 18, 2017",-1.62%
"Dec. 15, 2017",-5.34%
"Dec. 14, 2017",-4.38%
"Dec. 13, 2017",-4.62%
"Dec. 12, 2017",-0.14%
"Dec. 11, 2017",1.32%
"Dec. 8, 2017",1.15%
"Dec. 7, 2017",-0.09%
"Dec. 6, 2017",2.03%
"Dec. 5, 2017",3.64%
"Dec. 4, 2017",4.97%
"Dec. 1, 2017",4.46%
"Nov. 30, 2017",6.87%
"Nov. 29, 2017",1.26%
"Nov. 28, 2017",-2.33%
"Nov. 27, 2017",-6.55%
"Nov. 24, 2017",-5.43%
"Nov. 22, 2017",-3.96%
"Nov. 21, 2017",-3.34%
"Nov. 20, 2017",-4.58%
"Nov. 17, 2017",-3.62%
"Nov. 16, 2017",0.25%
"Nov. 15, 2017",-1.42%
"Nov. 14, 2017",-0.51%
"Nov. 13, 2017",-1.56%
"Nov. 10, 2017",-1.09%
"Nov. 9, 2017",1.95%
"Nov. 8, 2017",3.01%
"Nov. 7, 2017",5.99%
"Nov. 6, 2017",13.58%
"Nov. 3, 2017",13.35%
"Nov. 2, 2017",11.56%
"Nov. 1, 2017",9.66%
"Oct. 31, 2017",9.55%
"Oct. 30, 2017",9.73%
"Oct. 27, 2017",11.64%
"Oct. 26, 2017",11.62%
"Oct. 25, 2017",9.13%
"Oct. 24, 2017",9.97%
"Oct. 23, 2017",7.05%
"Oct. 20, 2017",9.41%
"Oct. 19, 2017",11.51%
"Oct. 18, 2017",12.88%
"Oct. 17, 2017",13.56%
"Oct. 16, 2017",13.45%
"Oct. 13, 2017",11.80%
"Oct. 12, 2017",14.46%
"Oct. 11, 2017",14.95%
"Oct. 10, 2017",13.40%
"Oct. 9, 2017",12.08%
"Oct. 6, 2017",11.46%
"Oct. 5, 2017",8.01%
"Oct. 4, 2017",8.41%
"Oct. 3, 2017",12.23%
"Oct. 2, 2017",7.37%
"Sept. 29, 2017",8.05%
"Sept. 28, 2017",5.44%
"Sept. 27, 2017",7.04%
"Sept. 26, 2017",10.39%
"Sept. 25, 2017",9.26%
"Sept. 22, 2017",7.63%
"Sept. 21, 2017",9.95%
"Sept. 20, 2017",11.66%
"Sept. 19, 2017",10.57%
"Sept. 18, 2017",11.72%
"Sept. 15, 2017",10.55%
"Sept. 14, 2017",12.75%
"Sept. 13, 2017",12.57%
"Sept. 12, 2017",17.88%
"Sept. 11, 2017",19.48%
"Sept. 8, 2017",11.64%
"Sept. 7, 2017",9.09%
"Sept. 6, 2017",15.86%
"Sept. 5, 2017",20.88%
"Sept. 1, 2017",25.36%
"Aug. 31, 2017",24.20%
"Aug. 30, 2017",22.56%
"Aug. 29, 2017",25.06%
"Aug. 28, 2017",23.91%
"Aug. 25, 2017",23.98%
"Aug. 24, 2017",20.05%
"Aug. 23, 2017",23.06%
"Aug. 22, 2017",26.48%
"Aug. 21, 2017",25.00%
"Aug. 18, 2017",21.80%
"Aug. 17, 2017",22.62%
"Aug. 16, 2017",29.74%
"Aug. 15, 2017",27.98%
"Aug. 14, 2017",28.30%
"Aug. 11, 2017",24.90%
"Aug. 10, 2017",25.28%
"Aug. 9, 2017",28.53%
"Aug. 8, 2017",27.17%
"Aug. 7, 2017",28.27%
"Aug. 4, 2017",31.71%
"Aug. 3, 2017",30.95%
"Aug. 2, 2017",30.10%
"Aug. 1, 2017",20.77%
"July 31, 2017",19.64%
"July 28, 2017",17.90%
"July 27, 2017",16.97%
"July 26, 2017",18.21%
"July 25, 2017",31.77%
"July 24, 2017",29.47%
"July 21, 2017",34.77%
"July 20, 2017",28.68%
"July 19, 2017",27.56%
"July 18, 2017",25.66%
"July 17, 2017",26.21%
"July 14, 2017",26.17%
"July 13, 2017",30.42%
"July 12, 2017",29.32%
"July 11, 2017",33.00%
"July 10, 2017",35.07%
"July 7, 2017",40.30%
"July 6, 2017",39.51%
"July 5, 2017",39.98%
"July 3, 2017",38.34%
"June 30, 2017",37.86%
"June 29, 2017",39.24%
"June 28, 2017",45.96%
"June 27, 2017",49.90%
"June 26, 2017",46.44%
"June 23, 2017",37.51%
"June 22, 2017",37.84%
"June 21, 2017",37.94%
"June 20, 2017",37.77%
"June 19, 2017",40.61%
"June 16, 2017",38.37%
"June 15, 2017",38.24%
"June 14, 2017",39.30%
"June 13, 2017",33.16%
"June 12, 2017",26.09%
"June 9, 2017",23.55%
"June 8, 2017",24.09%
"June 7, 2017",24.04%
"June 6, 2017",25.95%
"June 5, 2017",28.26%
"June 2, 2017",27.16%
"June 1, 2017",26.32%
"May 31, 2017",25.04%
"May 30, 2017",23.23%
"May 26, 2017",29.88%
"May 25, 2017",26.44%
"May 24, 2017",23.80%
"May 23, 2017",24.68%
"May 22, 2017",19.11%
"May 19, 2017",18.75%
"May 18, 2017",14.87%
"May 17, 2017",14.35%
"May 16, 2017",17.41%
"May 15, 2017",16.30%
"May 12, 2017",16.84%
"May 11, 2017",13.22%
"May 10, 2017",11.84%
"May 9, 2017",12.23%
"May 8, 2017",12.68%
"May 5, 2017",11.28%
"May 4, 2017",11.43%
"May 3, 2017",9.88%
"May 2, 2017",11.19%
"May 1, 2017",9.25%
"April 28, 2017",8.50%
"April 27, 2017",7.48%
"April 26, 2017",9.44%
"April 25, 2017",10.31%
"April 24, 2017",6.41%
"April 21, 2017",4.87%
"April 20, 2017",1.91%
"April 19, 2017",-0.38%
"April 18, 2017",-0.95%
"April 17, 2017",0.43%
"April 13, 2017",3.75%
"April 12, 2017",10.94%
"April 11, 2017",12.48%
"April 10, 2017",9.71%
"April 7, 2017",8.54%
"April 6, 2017",4.60%
"April 5, 2017",2.39%
"April 4, 2017",0.49%
"April 3, 2017",-3.23%
"March 31, 2017",-2.41%
"March 30, 2017",-2.58%
"March 29, 2017",-1.90%
"March 28, 2017",0.14%
"March 27, 2017",0.25%
"March 24, 2017",-1.48%
"March 23, 2017",-3.16%
"March 22, 2017",-1.64%
"March 21, 2017",-2.03%
"March 20, 2017",-0.10%
"March 17, 2017",1.46%
"March 16, 2017",-1.18%
"March 15, 2017",-0.84%
"March 14, 2017",-2.41%
"March 13, 2017",-0.60%
"March 10, 2017",0.20%
"March 9, 2017",-5.05%
"March 8, 2017",-2.66%
"March 7, 2017",-12.05%
"March 6, 2017",-11.69%
"March 3, 2017",-9.21%
"March 2, 2017",-11.21%
"March 1, 2017",-8.07%
"Feb. 28, 2017",-10.49%
"Feb. 27, 2017",-10.45%
"Feb. 24, 2017",-16.26%
"Feb. 23, 2017",-12.96%
"Feb. 22, 2017",-11.03%
"Feb. 21, 2017",-5.90%
"Feb. 17, 2017",-6.38%
"Feb. 16, 2017",-7.46%
"Feb. 15, 2017",-6.31%
"Feb. 14, 2017",-7.48%
"Feb. 13, 2017",-6.64%
"Feb. 10, 2017",-1.64%
"Feb. 9, 2017",-0.55%
"Feb. 8, 2017",-0.26%
"Feb. 7, 2017",-4.26%
"Feb. 6, 2017",-1.02%
"Feb. 3, 2017",-6.43%
"Feb. 2, 2017",-9.02%
"Feb. 1, 2017",-13.40%
"Jan. 31, 2017",-7.98%
"Jan. 30, 2017",-9.15%
"Jan. 27, 2017",-7.53%
"Jan. 26, 2017",-2.22%
"Jan. 25, 2017",0.93%
"Jan. 24, 2017",-0.42%
"Jan. 23, 2017",-2.18%
"Jan. 20, 2017",2.78%
"Jan. 19, 2017",5.43%
"Jan. 18, 2017",3.87%
"Jan. 17, 2017",3.14%
"Jan. 13, 2017",8.88%
"Jan. 12, 2017",4.50%
"Jan. 11, 2017",11.18%
"Jan. 10, 2017",11.00%
"Jan. 9, 2017",8.73%
"Jan. 6, 2017",-0.09%
"Jan. 5, 2017",2.23%
"Jan. 4, 2017",3.52%
"Jan. 3, 2017",-1.15%
"Dec. 30, 2016",-2.56%
"Dec. 29, 2016",-5.45%
"Dec. 28, 2016",-5.41%
"Dec. 27, 2016",-4.50%
"Dec. 23, 2016",-4.46%
"Dec. 22, 2016",-5.05%
"Dec. 21, 2016",-2.57%
"Dec. 20, 2016",1.02%
"Dec. 19, 2016",-0.22%
"Dec. 16, 2016",-4.31%
"Dec. 15, 2016",-3.06%
"Dec. 14, 2016",-4.20%
"Dec. 13, 2016",-3.86%
"Dec. 12, 2016",-7.74%
"Dec. 9, 2016",-13.54%
"Dec. 8, 2016",-16.36%
"Dec. 7, 2016",-17.36%
"Dec. 6, 2016",-16.84%
"Dec. 5, 2016",-17.97%
"Dec. 2, 2016",-18.21%
"Dec. 1, 2016",-20.13%
"Nov. 30, 2016",-18.80%
"Nov. 29, 2016",-17.92%
"Nov. 28, 2016",-18.32%
"Nov. 25, 2016",-16.03%
"Nov. 23, 2016",-18.65%
"Nov. 22, 2016",-19.85%
"Nov. 21, 2016",-20.04%
"Nov. 18, 2016",-18.61%
"Nov. 17, 2016",-16.86%
"Nov. 16, 2016",-19.22%
"Nov. 15, 2016",-18.89%
"Nov. 14, 2016",-21.71%
"Nov. 11, 2016",-26.97%
"Nov. 10, 2016",-27.11%
"Nov. 9, 2016",-28.27%
"Nov. 8, 2016",-30.05%
"Nov. 7, 2016",-31.58%
"Nov. 4, 2016",-32.04%
"Nov. 3, 2016",-33.37%
"Nov. 2, 2016",-34.06%
"Nov. 1, 2016",-30.43%
"Oct. 31, 2016",-29.63%
"Oct. 28, 2016",-29.95%
