date,ca_score
"Dec. 31, 2019",-0.2356
"Sept. 30, 2019",-0.1967
"June 30, 2019",-0.2353
"March 31, 2019",-0.3567
"Dec. 31, 2018",-0.2638
"Sept. 30, 2018",-0.2754
"June 30, 2018",-0.1816
"March 31, 2018",0.0236
"Dec. 31, 2017",0.0006
"Sept. 30, 2017",-0.0444
"June 30, 2017",-0.0694
"March 31, 2017",-0.1247
"Dec. 31, 2016",-0.0537
"Sept. 30, 2016",-0.0687
"June 30, 2016",-0.1054
"March 31, 2016",-0.1538
"Dec. 31, 2015",-0.231
"Sept. 30, 2015",-0.3627
"June 30, 2015",-0.5007
"March 31, 2015",-0.4874
"Dec. 31, 2014",-0.6348
"Sept. 30, 2014",-0.714
"June 30, 2014",-0.7598
"March 31, 2014",-0.9688
"Dec. 31, 2013",-0.9615
"Sept. 30, 2013",-1.034
"June 30, 2013",-1.074
"March 31, 2013",-1.064
"Dec. 31, 2012",-1.060
"Sept. 30, 2012",-1.054
"June 30, 2012",-1.082
"March 31, 2012",-1.124
"Dec. 31, 2011",-1.156
"Sept. 30, 2011",-1.180
"June 30, 2011",-1.174
"March 31, 2011",-1.183
"Dec. 31, 2010",-1.199
"Sept. 30, 2010",-1.215
"June 30, 2010",-1.288
"March 31, 2010",-1.318
"Dec. 31, 2009",-1.318
"Sept. 30, 2009",-1.413
"June 30, 2009",-1.437
"March 31, 2009",-1.478
"Dec. 31, 2008",-1.508
"Sept. 30, 2008",-1.454
"June 30, 2008",-1.440
"March 31, 2008",-1.398
"Dec. 31, 2007",-1.476
"Sept. 30, 2007",-1.440
"June 30, 2007",-1.467
"March 31, 2007",-1.476
"Dec. 31, 2006",-1.435
"Sept. 30, 2006",-0.4113
"June 30, 2006",-0.3632
"March 31, 2006",-0.2874
"Dec. 31, 2005",-0.0846
"Sept. 30, 2005",-1.692
"June 30, 2005",-2.046
"March 31, 2005",-2.031
"Dec. 31, 2004",-2.416
"Sept. 30, 2004",-2.581
"June 30, 2004",-2.318
"March 31, 2004",-2.425
"Dec. 31, 2003",-1.95
"Sept. 30, 2003",-0.9565
"June 30, 2003",-0.605
"March 31, 2003",-0.8151
"Dec. 31, 2002",-1.314
