date,receivables_turnover
"Dec. 31, 2019",8.427
"Sept. 30, 2019",7.827
"June 30, 2019",6.790
"March 31, 2019",6.816
"Dec. 31, 2018",8.670
"Sept. 30, 2018",8.581
"June 30, 2018",8.101
"March 31, 2018",7.073
"Dec. 31, 2017",8.158
"Sept. 30, 2017",9.989
"June 30, 2017",10.58
"March 31, 2017",9.384
"Dec. 31, 2016",10.05
"Sept. 30, 2016",11.62
"June 30, 2016",11.03
"March 31, 2016",11.50
"Dec. 31, 2015",11.19
"Sept. 30, 2015",11.52
"June 30, 2015",10.78
"March 31, 2015",10.47
"Dec. 31, 2014",10.29
"Sept. 30, 2014",10.19
"June 30, 2014",10.37
"March 31, 2014",10.30
"Dec. 31, 2013",10.96
"Sept. 30, 2013",10.30
"June 30, 2013",8.870
"March 31, 2013",10.52
"Dec. 31, 2012",9.827
"Sept. 30, 2012",9.835
"June 30, 2012",9.566
"March 31, 2012",10.07
"Dec. 31, 2011",11.46
"Sept. 30, 2011",11.22
"June 30, 2011",9.592
"March 31, 2011",9.638
"Dec. 31, 2010",10.60
"Sept. 30, 2010",10.96
"June 30, 2010",10.11
"March 31, 2010",10.13
"Dec. 31, 2009",10.21
"Sept. 30, 2009",9.596
"June 30, 2009",8.631
"March 31, 2009",8.960
"Dec. 31, 2008",8.537
"Sept. 30, 2008",7.644
"June 30, 2008",7.07
"March 31, 2008",8.039
"Dec. 31, 2007",7.904
"Sept. 30, 2007",8.453
"June 30, 2007",8.639
"March 31, 2007",7.60
"Dec. 31, 2006",8.013
"Sept. 30, 2006",8.209
"June 30, 2006",6.277
"March 31, 2006",4.516
"Dec. 31, 2005",5.884
"Sept. 30, 2005",8.381
"June 30, 2005",8.303
"March 31, 2005",8.306
"Dec. 31, 2004",8.762
"Sept. 30, 2004",9.101
"June 30, 2004",11.17
"March 31, 2004",13.66
"Dec. 31, 2003",14.49
"Sept. 30, 2003",13.93
"June 30, 2003",12.99
"March 31, 2003",
"Dec. 31, 2002",
"Sept. 30, 2002",11.93
"June 30, 2002",6.694
