date,debt_equity_ratio
"Dec. 31, 2019",0.4864
"Sept. 30, 2019",0.3434
"June 30, 2019",0.3176
"March 31, 2019",0.3341
"Dec. 31, 2018",0.3565
"Sept. 30, 2018",0.3552
"June 30, 2018",0.3031
"March 31, 2018",0.2433
"Dec. 31, 2017",0.2534
"Sept. 30, 2017",0.3032
"June 30, 2017",0.3199
"March 31, 2017",0.3349
"Dec. 31, 2016",0.3449
"Sept. 30, 2016",0.4392
"June 30, 2016",0.4791
"March 31, 2016",0.5214
"Dec. 31, 2015",0.5692
"Sept. 30, 2015",0.6569
"June 30, 2015",0.7275
"March 31, 2015",0.8051
"Dec. 31, 2014",0.883
"Sept. 30, 2014",0.9899
"June 30, 2014",1.031
"March 31, 2014",1.236
"Dec. 31, 2013",1.211
"Sept. 30, 2013",1.408
"June 30, 2013",1.460
"March 31, 2013",1.490
"Dec. 31, 2012",1.510
"Sept. 30, 2012",1.536
"June 30, 2012",1.571
"March 31, 2012",1.667
"Dec. 31, 2011",1.785
"Sept. 30, 2011",1.791
"June 30, 2011",1.824
"March 31, 2011",1.835
"Dec. 31, 2010",1.834
"Sept. 30, 2010",1.888
"June 30, 2010",2.003
"March 31, 2010",2.033
"Dec. 31, 2009",2.147
"Sept. 30, 2009",2.225
"June 30, 2009",2.296
"March 31, 2009",2.457
"Dec. 31, 2008",2.483
"Sept. 30, 2008",2.447
"June 30, 2008",2.420
"March 31, 2008",2.330
"Dec. 31, 2007",2.942
"Sept. 30, 2007",2.914
"June 30, 2007",3.004
"March 31, 2007",3.032
"Dec. 31, 2006",2.942
"Sept. 30, 2006",2.735
"June 30, 2006",2.743
"March 31, 2006",2.679
"Dec. 31, 2005",2.482
"Sept. 30, 2005",2.784
"June 30, 2005",2.520
"March 31, 2005",2.458
"Dec. 31, 2004",2.049
"Sept. 30, 2004",1.860
"June 30, 2004",1.788
"March 31, 2004",1.766
"Dec. 31, 2003",1.655
"Sept. 30, 2003",1.548
"June 30, 2003",1.578
"March 31, 2003",1.625
"Dec. 31, 2002",0.00
"Sept. 30, 2002",1.530
"June 30, 2002",1.360
"March 31, 2002",-19.20
