date,price_target_upside
"March 19, 2020",133.8%
"March 18, 2020",132.0%
"March 17, 2020",86.65%
"March 16, 2020",67.48%
"March 13, 2020",74.76%
"March 12, 2020",80.09%
"March 11, 2020",52.49%
"March 10, 2020",44.03%
"March 9, 2020",56.72%
"March 6, 2020",56.84%
"March 5, 2020",59.84%
"March 4, 2020",43.55%
"March 3, 2020",48.62%
"March 2, 2020",39.92%
"Feb. 28, 2020",40.32%
"Feb. 27, 2020",36.97%
"Feb. 26, 2020",34.35%
"Feb. 25, 2020",27.20%
"Feb. 24, 2020",19.71%
"Feb. 21, 2020",12.57%
"Feb. 20, 2020",11.06%
"Feb. 19, 2020",11.16%
"Feb. 18, 2020",8.61%
"Feb. 14, 2020",8.76%
"Feb. 13, 2020",7.30%
"Feb. 12, 2020",9.48%
"Feb. 11, 2020",12.79%
"Feb. 10, 2020",15.55%
"Feb. 7, 2020",16.01%
"Feb. 6, 2020",15.21%
"Feb. 5, 2020",11.81%
"Feb. 4, 2020",13.29%
"Feb. 3, 2020",15.55%
"Jan. 31, 2020",16.66%
"Jan. 30, 2020",14.52%
"Jan. 29, 2020",16.01%
"Jan. 28, 2020",14.13%
"Jan. 27, 2020",15.44%
"Jan. 24, 2020",10.76%
"Jan. 23, 2020",5.36%
"Jan. 22, 2020",11.14%
"Jan. 21, 2020",15.49%
"Jan. 17, 2020",13.14%
"Jan. 16, 2020",14.39%
"Jan. 15, 2020",16.22%
"Jan. 14, 2020",17.35%
"Jan. 13, 2020",16.85%
"Jan. 10, 2020",16.87%
"Jan. 9, 2020",16.87%
"Jan. 8, 2020",18.20%
"Jan. 7, 2020",18.41%
"Jan. 6, 2020",17.97%
"Jan. 3, 2020",17.39%
"Jan. 2, 2020",15.40%
"Dec. 31, 2019",16.45%
"Dec. 30, 2019",16.52%
"Dec. 27, 2019",15.40%
"Dec. 26, 2019",14.14%
"Dec. 24, 2019",14.02%
"Dec. 23, 2019",13.54%
"Dec. 20, 2019",13.48%
"Dec. 19, 2019",15.40%
"Dec. 18, 2019",16.02%
"Dec. 17, 2019",13.86%
"Dec. 16, 2019",15.51%
"Dec. 13, 2019",16.25%
"Dec. 12, 2019",14.16%
"Dec. 11, 2019",15.32%
"Dec. 10, 2019",14.29%
"Dec. 9, 2019",15.16%
"Dec. 6, 2019",14.62%
"Dec. 5, 2019",13.90%
"Dec. 4, 2019",12.84%
"Dec. 3, 2019",15.96%
"Dec. 2, 2019",13.54%
"Nov. 29, 2019",13.13%
"Nov. 27, 2019",13.19%
"Nov. 26, 2019",12.84%
"Nov. 25, 2019",13.57%
"Nov. 22, 2019",14.98%
"Nov. 21, 2019",16.75%
"Nov. 20, 2019",14.35%
"Nov. 19, 2019",12.34%
"Nov. 18, 2019",11.71%
"Nov. 15, 2019",10.86%
"Nov. 14, 2019",11.14%
"Nov. 13, 2019",11.08%
"Nov. 12, 2019",11.57%
"Nov. 11, 2019",8.97%
"Nov. 8, 2019",9.35%
"Nov. 7, 2019",9.32%
"Nov. 6, 2019",8.85%
"Nov. 5, 2019",8.63%
"Nov. 4, 2019",9.63%
"Nov. 1, 2019",9.41%
"Oct. 31, 2019",10.43%
"Oct. 30, 2019",9.52%
"Oct. 29, 2019",9.46%
"Oct. 28, 2019",10.83%
"Oct. 25, 2019",13.27%
"Oct. 24, 2019",15.30%
"Oct. 23, 2019",11.23%
"Oct. 22, 2019",11.70%
"Oct. 21, 2019",17.72%
"Oct. 18, 2019",20.87%
"Oct. 17, 2019",19.26%
"Oct. 16, 2019",20.77%
"Oct. 15, 2019",19.64%
"Oct. 14, 2019",21.23%
"Oct. 11, 2019",21.66%
"Oct. 10, 2019",21.34%
"Oct. 9, 2019",22.80%
"Oct. 8, 2019",23.53%
"Oct. 7, 2019",22.67%
"Oct. 4, 2019",23.01%
"Oct. 3, 2019",25.62%
"Oct. 2, 2019",24.84%
"Oct. 1, 2019",20.99%
"Sept. 30, 2019",21.00%
"Sept. 27, 2019",20.63%
"Sept. 26, 2019",19.64%
"Sept. 25, 2019",20.21%
"Sept. 24, 2019",21.87%
"Sept. 23, 2019",21.12%
"Sept. 20, 2019",21.53%
"Sept. 19, 2019",20.18%
"Sept. 18, 2019",19.06%
"Sept. 17, 2019",19.97%
"Sept. 16, 2019",21.96%
"Sept. 13, 2019",18.24%
"Sept. 12, 2019",20.56%
"Sept. 11, 2019",19.80%
"Sept. 10, 2019",23.81%
"Sept. 9, 2019",21.84%
"Sept. 6, 2019",24.48%
"Sept. 5, 2019",27.50%
"Sept. 4, 2019",28.51%
"Sept. 3, 2019",23.76%
"Aug. 30, 2019",21.97%
"Aug. 29, 2019",21.76%
"Aug. 28, 2019",26.12%
"Aug. 27, 2019",27.64%
"Aug. 26, 2019",23.54%
"Aug. 23, 2019",23.11%
"Aug. 22, 2019",17.71%
"Aug. 21, 2019",17.71%
"Aug. 20, 2019",18.11%
"Aug. 19, 2019",15.59%
"Aug. 16, 2019",16.85%
"Aug. 15, 2019",19.31%
"Aug. 14, 2019",17.81%
"Aug. 13, 2019",14.15%
"Aug. 12, 2019",12.77%
"Aug. 9, 2019",10.22%
"Aug. 8, 2019",8.88%
"Aug. 7, 2019",10.73%
"Aug. 6, 2019",12.06%
"Aug. 5, 2019",13.49%
"Aug. 2, 2019",12.65%
"Aug. 1, 2019",13.47%
"July 31, 2019",12.88%
"July 30, 2019",11.54%
"July 29, 2019",11.66%
"July 26, 2019",11.23%
"July 25, 2019",10.43%
"July 24, 2019",10.20%
"July 23, 2019",10.94%
"July 22, 2019",11.05%
"July 19, 2019",11.35%
"July 18, 2019",9.55%
"July 17, 2019",10.35%
"July 16, 2019",7.12%
"July 15, 2019",11.38%
"July 12, 2019",10.55%
"July 11, 2019",11.62%
"July 10, 2019",10.14%
"July 9, 2019",8.10%
"July 8, 2019",5.49%
"July 5, 2019",6.10%
"July 3, 2019",6.44%
"July 2, 2019",8.36%
"July 1, 2019",9.47%
"June 28, 2019",10.12%
"June 27, 2019",11.45%
"June 26, 2019",12.49%
"June 25, 2019",11.20%
"June 24, 2019",10.36%
"June 21, 2019",9.53%
"June 20, 2019",7.84%
"June 19, 2019",6.59%
"June 18, 2019",5.43%
"June 17, 2019",4.72%
"June 14, 2019",4.94%
"June 13, 2019",4.45%
"June 12, 2019",5.54%
"June 11, 2019",5.93%
"June 10, 2019",8.83%
"June 7, 2019",8.53%
"June 6, 2019",10.83%
"June 5, 2019",9.55%
"June 4, 2019",11.52%
"June 3, 2019",15.20%
"May 31, 2019",15.27%
"May 30, 2019",14.41%
"May 29, 2019",16.01%
"May 28, 2019",15.40%
"May 24, 2019",12.97%
"May 23, 2019",12.26%
"May 22, 2019",12.39%
"May 21, 2019",10.44%
"May 20, 2019",12.32%
"May 17, 2019",10.81%
"May 16, 2019",10.62%
"May 15, 2019",10.69%
"May 14, 2019",9.82%
"May 13, 2019",12.07%
"May 10, 2019",7.78%
"May 9, 2019",7.61%
"May 8, 2019",7.02%
"May 7, 2019",6.56%
"May 6, 2019",5.48%
"May 3, 2019",4.85%
"May 2, 2019",5.51%
"May 1, 2019",5.51%
"April 30, 2019",5.96%
"April 29, 2019",7.02%
"April 26, 2019",7.79%
"April 25, 2019",8.33%
"April 24, 2019",7.37%
"April 23, 2019",10.22%
"April 22, 2019",13.82%
"April 18, 2019",12.95%
"April 17, 2019",12.82%
"April 16, 2019",13.48%
"April 15, 2019",13.15%
"April 12, 2019",12.42%
"April 11, 2019",11.76%
"April 10, 2019",13.22%
"April 9, 2019",17.24%
"April 8, 2019",17.42%
"April 5, 2019",17.38%
"April 4, 2019",17.66%
"April 3, 2019",17.58%
"April 2, 2019",17.30%
"April 1, 2019",18.72%
"March 29, 2019",21.64%
"March 28, 2019",22.99%
"March 27, 2019",23.30%
"March 26, 2019",26.11%
"March 25, 2019",26.99%
"March 22, 2019",24.92%
"March 21, 2019",22.09%
"March 20, 2019",22.01%
"March 19, 2019",19.74%
"March 18, 2019",19.66%
"March 15, 2019",18.88%
"March 14, 2019",19.09%
"March 13, 2019",18.24%
"March 12, 2019",20.61%
"March 11, 2019",20.53%
"March 8, 2019",28.32%
"March 7, 2019",27.86%
"March 6, 2019",26.07%
"March 5, 2019",28.22%
"March 4, 2019",27.94%
"March 1, 2019",25.15%
"Feb. 28, 2019",27.62%
"Feb. 27, 2019",26.11%
"Feb. 26, 2019",24.05%
"Feb. 25, 2019",23.55%
"Feb. 22, 2019",23.77%
"Feb. 21, 2019",21.86%
"Feb. 20, 2019",21.37%
"Feb. 19, 2019",18.86%
"Feb. 15, 2019",18.67%
"Feb. 14, 2019",17.88%
"Feb. 13, 2019",18.07%
"Feb. 12, 2019",18.78%
"Feb. 11, 2019",16.37%
"Feb. 8, 2019",17.14%
"Feb. 7, 2019",17.40%
"Feb. 6, 2019",17.14%
"Feb. 5, 2019",18.25%
"Feb. 4, 2019",18.06%
"Feb. 1, 2019",18.65%
"Jan. 31, 2019",18.12%
"Jan. 30, 2019",15.74%
"Jan. 29, 2019",17.27%
"Jan. 28, 2019",17.02%
"Jan. 25, 2019",19.28%
"Jan. 24, 2019",15.89%
"Jan. 23, 2019",19.63%
"Jan. 22, 2019",18.74%
"Jan. 18, 2019",17.19%
"Jan. 17, 2019",18.19%
"Jan. 16, 2019",18.88%
"Jan. 15, 2019",20.19%
"Jan. 14, 2019",20.26%
"Jan. 11, 2019",19.57%
"Jan. 10, 2019",19.90%
"Jan. 9, 2019",20.07%
"Jan. 8, 2019",23.52%
"Jan. 7, 2019",24.70%
"Jan. 4, 2019",25.76%
"Jan. 3, 2019",30.65%
"Jan. 2, 2019",28.47%
"Dec. 31, 2018",29.59%
"Dec. 28, 2018",30.08%
"Dec. 27, 2018",30.16%
"Dec. 26, 2018",29.51%
"Dec. 24, 2018",37.01%
"Dec. 21, 2018",34.01%
"Dec. 20, 2018",28.95%
"Dec. 19, 2018",25.45%
"Dec. 18, 2018",23.96%
"Dec. 17, 2018",25.61%
"Dec. 14, 2018",23.29%
"Dec. 13, 2018",20.15%
"Dec. 12, 2018",17.56%
"Dec. 11, 2018",15.09%
"Dec. 10, 2018",14.90%
"Dec. 7, 2018",14.24%
"Dec. 6, 2018",9.99%
"Dec. 4, 2018",8.86%
"Dec. 3, 2018",4.99%
"Nov. 30, 2018",3.48%
"Nov. 29, 2018",6.15%
"Nov. 28, 2018",6.15%
"Nov. 27, 2018",8.02%
"Nov. 26, 2018",9.19%
"Nov. 23, 2018",10.08%
"Nov. 21, 2018",11.91%
"Nov. 20, 2018",14.77%
"Nov. 19, 2018",13.93%
"Nov. 16, 2018",13.70%
"Nov. 15, 2018",12.82%
"Nov. 14, 2018",12.82%
"Nov. 13, 2018",12.58%
