date,three_year_return
"March 19, 2020",-62.30%
"March 18, 2020",-62.00%
"March 17, 2020",-52.78%
"March 16, 2020",-47.00%
"March 13, 2020",-44.21%
"March 12, 2020",-42.66%
"March 11, 2020",-32.29%
"March 10, 2020",-27.25%
"March 9, 2020",-29.75%
"March 6, 2020",-28.49%
"March 5, 2020",-31.39%
"March 4, 2020",-23.07%
"March 3, 2020",-25.69%
"March 2, 2020",-21.72%
"Feb. 28, 2020",-20.94%
"Feb. 27, 2020",-18.53%
"Feb. 26, 2020",-12.52%
"Feb. 25, 2020",-6.74%
"Feb. 24, 2020",-0.97%
"Feb. 21, 2020",2.54%
"Feb. 20, 2020",3.58%
"Feb. 19, 2020",3.48%
"Feb. 18, 2020",5.92%
"Feb. 14, 2020",8.19%
"Feb. 13, 2020",8.67%
"Feb. 12, 2020",6.72%
"Feb. 11, 2020",3.59%
"Feb. 10, 2020",1.11%
"Feb. 7, 2020",5.73%
"Feb. 6, 2020",2.97%
"Feb. 5, 2020",6.10%
"Feb. 4, 2020",4.72%
"Feb. 3, 2020",2.67%
"Jan. 31, 2020",1.12%
"Jan. 30, 2020",4.34%
"Jan. 29, 2020",1.48%
"Jan. 28, 2020",3.16%
"Jan. 27, 2020",1.98%
"Jan. 24, 2020",-3.62%
"Jan. 23, 2020",0.14%
"Jan. 22, 2020",-7.54%
"Jan. 21, 2020",-11.02%
"Jan. 17, 2020",-9.98%
"Jan. 16, 2020",-12.68%
"Jan. 15, 2020",-14.06%
"Jan. 14, 2020",-14.89%
"Jan. 13, 2020",-14.52%
"Jan. 10, 2020",-16.88%
"Jan. 9, 2020",-15.15%
"Jan. 8, 2020",-15.25%
"Jan. 7, 2020",-15.67%
"Jan. 6, 2020",-15.35%
"Jan. 3, 2020",-17.06%
"Jan. 2, 2020",-15.74%
"Dec. 31, 2019",-16.50%
"Dec. 30, 2019",-16.55%
"Dec. 27, 2019",-15.22%
"Dec. 26, 2019",-14.23%
"Dec. 24, 2019",-14.14%
"Dec. 23, 2019",-13.79%
"Dec. 20, 2019",-15.71%
"Dec. 19, 2019",-16.08%
"Dec. 18, 2019",-15.28%
"Dec. 17, 2019",-14.47%
"Dec. 16, 2019",-15.69%
"Dec. 13, 2019",-17.53%
"Dec. 12, 2019",-12.49%
"Dec. 11, 2019",-14.47%
"Dec. 10, 2019",-13.70%
"Dec. 9, 2019",-13.56%
"Dec. 6, 2019",-10.24%
"Dec. 5, 2019",-8.42%
"Dec. 4, 2019",-7.69%
"Dec. 3, 2019",-10.18%
"Dec. 2, 2019",-8.27%
"Nov. 29, 2019",-6.91%
"Nov. 27, 2019",-8.55%
"Nov. 26, 2019",-8.26%
"Nov. 25, 2019",-8.86%
"Nov. 22, 2019",-8.49%
"Nov. 21, 2019",-9.87%
"Nov. 20, 2019",-8.25%
"Nov. 19, 2019",-6.61%
"Nov. 18, 2019",-6.08%
"Nov. 15, 2019",-4.01%
"Nov. 14, 2019",-0.81%
"Nov. 13, 2019",1.71%
"Nov. 12, 2019",0.26%
"Nov. 11, 2019",2.65%
"Nov. 8, 2019",7.23%
"Nov. 7, 2019",9.66%
"Nov. 6, 2019",15.58%
"Nov. 5, 2019",15.34%
"Nov. 4, 2019",14.29%
"Nov. 1, 2019",12.73%
"Oct. 31, 2019",10.41%
"Oct. 30, 2019",12.75%
"Oct. 29, 2019",12.80%
"Oct. 28, 2019",11.41%
"Oct. 25, 2019",3.82%
"Oct. 24, 2019",-1.71%
"Oct. 23, 2019",1.67%
"Oct. 22, 2019",1.24%
"Oct. 21, 2019",-5.65%
"Oct. 18, 2019",-4.61%
"Oct. 17, 2019",-3.26%
"Oct. 16, 2019",-4.85%
"Oct. 15, 2019",-3.95%
"Oct. 14, 2019",-5.21%
"Oct. 11, 2019",-5.66%
"Oct. 10, 2019",-5.30%
"Oct. 9, 2019",-3.71%
"Oct. 8, 2019",-4.86%
"Oct. 7, 2019",-4.49%
"Oct. 4, 2019",-8.24%
"Oct. 3, 2019",-9.29%
"Oct. 2, 2019",-6.50%
"Oct. 1, 2019",-4.12%
"Sept. 30, 2019",-2.84%
"Sept. 27, 2019",-3.06%
"Sept. 26, 2019",0.00%
"Sept. 25, 2019",-2.37%
"Sept. 24, 2019",-3.71%
"Sept. 23, 2019",-2.90%
"Sept. 20, 2019",-1.86%
"Sept. 19, 2019",-0.64%
"Sept. 18, 2019",0.70%
"Sept. 17, 2019",-0.06%
"Sept. 16, 2019",-1.69%
"Sept. 13, 2019",1.16%
"Sept. 12, 2019",2.26%
"Sept. 11, 2019",6.78%
"Sept. 10, 2019",3.33%
"Sept. 9, 2019",4.99%
"Sept. 6, 2019",2.46%
"Sept. 5, 2019",4.23%
"Sept. 4, 2019",3.41%
"Sept. 3, 2019",8.33%
"Aug. 30, 2019",7.64%
"Aug. 29, 2019",10.09%
"Aug. 28, 2019",5.95%
"Aug. 27, 2019",4.68%
"Aug. 26, 2019",8.16%
"Aug. 23, 2019",7.89%
"Aug. 22, 2019",12.21%
"Aug. 21, 2019",11.45%
"Aug. 20, 2019",11.08%
"Aug. 19, 2019",13.49%
"Aug. 16, 2019",9.46%
"Aug. 15, 2019",5.69%
"Aug. 14, 2019",8.05%
"Aug. 13, 2019",11.19%
"Aug. 12, 2019",12.55%
"Aug. 9, 2019",14.41%
"Aug. 8, 2019",14.81%
"Aug. 7, 2019",12.17%
"Aug. 6, 2019",10.83%
"Aug. 5, 2019",9.44%
"Aug. 2, 2019",11.88%
"Aug. 1, 2019",5.11%
"July 31, 2019",4.91%
"July 30, 2019",6.16%
"July 29, 2019",6.06%
"July 26, 2019",3.80%
"July 25, 2019",12.96%
"July 24, 2019",11.26%
"July 23, 2019",9.67%
"July 22, 2019",7.85%
"July 19, 2019",3.39%
"July 18, 2019",3.84%
"July 17, 2019",2.36%
"July 16, 2019",4.61%
"July 15, 2019",0.48%
"July 12, 2019",4.78%
"July 11, 2019",8.41%
"July 10, 2019",10.70%
"July 9, 2019",10.99%
"July 8, 2019",13.73%
"July 5, 2019",16.59%
"July 3, 2019",14.96%
"July 2, 2019",12.92%
"July 1, 2019",11.78%
"June 28, 2019",17.55%
"June 27, 2019",20.59%
"June 26, 2019",17.08%
"June 25, 2019",18.43%
"June 24, 2019",19.34%
"June 21, 2019",13.77%
"June 20, 2019",15.76%
"June 19, 2019",16.87%
"June 18, 2019",18.16%
"June 17, 2019",18.96%
"June 14, 2019",15.38%
"June 13, 2019",12.30%
"June 12, 2019",6.36%
"June 11, 2019",5.53%
"June 10, 2019",0.88%
"June 7, 2019",-1.35%
"June 6, 2019",-0.22%
"June 5, 2019",2.26%
"June 4, 2019",0.45%
"June 3, 2019",-2.76%
"May 31, 2019",-3.90%
"May 30, 2019",-4.88%
"May 29, 2019",-6.19%
"May 28, 2019",-5.70%
"May 24, 2019",-3.32%
"May 23, 2019",-0.73%
