date,altman_z_score
"Dec. 31, 2019",1.774
"Sept. 30, 2019",1.766
"June 30, 2019",1.739
"March 31, 2019",1.556
"Dec. 31, 2018",1.608
"Sept. 30, 2018",1.793
"June 30, 2018",1.904
"March 31, 2018",2.112
"Dec. 31, 2017",2.284
"Sept. 30, 2017",2.027
"June 30, 2017",2.152
"March 31, 2017",2.069
"Dec. 31, 2016",2.271
"Sept. 30, 2016",2.005
"June 30, 2016",1.952
"March 31, 2016",2.117
"Dec. 31, 2015",2.159
"Sept. 30, 2015",2.168
"June 30, 2015",1.895
"March 31, 2015",1.846
"Dec. 31, 2014",1.682
"Sept. 30, 2014",1.443
"June 30, 2014",1.438
"March 31, 2014",1.188
"Dec. 31, 2013",1.203
"Sept. 30, 2013",1.073
"June 30, 2013",0.9966
"March 31, 2013",1.052
"Dec. 31, 2012",1.066
"Sept. 30, 2012",1.117
"June 30, 2012",1.120
"March 31, 2012",1.079
"Dec. 31, 2011",1.050
"Sept. 30, 2011",1.017
"June 30, 2011",1.059
"March 31, 2011",1.047
"Dec. 31, 2010",1.076
"Sept. 30, 2010",1.042
"June 30, 2010",0.9243
"March 31, 2010",0.9229
"Dec. 31, 2009",0.9348
"Sept. 30, 2009",0.8861
"June 30, 2009",0.7964
"March 31, 2009",0.7447
"Dec. 31, 2008",0.8536
"Sept. 30, 2008",0.8273
"June 30, 2008",0.7629
"March 31, 2008",0.8372
"Dec. 31, 2007",0.8041
"Sept. 30, 2007",0.8959
"June 30, 2007",0.942
"March 31, 2007",0.8936
"Dec. 31, 2006",1.023
"Sept. 30, 2006",1.503
"June 30, 2006",1.584
"March 31, 2006",1.584
"Dec. 31, 2005",1.891
"Sept. 30, 2005",0.7495
"June 30, 2005",0.6084
"March 31, 2005",0.6019
"Dec. 31, 2004",0.4876
"Sept. 30, 2004",0.3778
"June 30, 2004",0.9327
"March 31, 2004",0.8196
"Dec. 31, 2003",1.279
"Sept. 30, 2003",2.590
"June 30, 2003",2.362
"March 31, 2003",1.921
