date,current_ratio
"Dec. 31, 2019",0.6707
"Sept. 30, 2019",0.5292
"June 30, 2019",0.5085
"March 31, 2019",0.5335
"Dec. 31, 2018",0.5497
"Sept. 30, 2018",0.5999
"June 30, 2018",0.5913
"March 31, 2018",0.5255
"Dec. 31, 2017",0.562
"Sept. 30, 2017",0.5627
"June 30, 2017",0.5801
"March 31, 2017",0.6065
"Dec. 31, 2016",0.6337
"Sept. 30, 2016",0.8016
"June 30, 2016",0.7953
"March 31, 2016",0.7171
"Dec. 31, 2015",0.6035
"Sept. 30, 2015",0.7308
"June 30, 2015",0.6427
"March 31, 2015",0.6859
"Dec. 31, 2014",0.6198
"Sept. 30, 2014",0.6345
"June 30, 2014",0.6541
"March 31, 2014",0.6866
"Dec. 31, 2013",0.5635
"Sept. 30, 2013",0.6798
"June 30, 2013",0.6244
"March 31, 2013",0.6555
"Dec. 31, 2012",0.6841
"Sept. 30, 2012",0.9751
"June 30, 2012",1.030
"March 31, 2012",1.125
"Dec. 31, 2011",1.153
"Sept. 30, 2011",1.244
"June 30, 2011",1.192
"March 31, 2011",1.219
"Dec. 31, 2010",1.254
"Sept. 30, 2010",1.165
"June 30, 2010",1.142
"March 31, 2010",1.224
"Dec. 31, 2009",1.316
"Sept. 30, 2009",1.267
"June 30, 2009",1.118
"March 31, 2009",0.967
"Dec. 31, 2008",0.8899
"Sept. 30, 2008",0.8794
"June 30, 2008",0.9794
"March 31, 2008",0.8398
"Dec. 31, 2007",0.8885
"Sept. 30, 2007",0.9036
"June 30, 2007",1.046
"March 31, 2007",0.9766
"Dec. 31, 2006",1.086
"Sept. 30, 2006",0.7151
"June 30, 2006",0.7375
"March 31, 2006",0.7666
"Dec. 31, 2005",0.9393
"Sept. 30, 2005",0.9913
"June 30, 2005",1.146
"March 31, 2005",1.327
"Dec. 31, 2004",1.053
"Sept. 30, 2004",1.24
"June 30, 2004",1.392
"March 31, 2004",1.558
"Dec. 31, 2003",1.746
"Sept. 30, 2003",1.926
"June 30, 2003",1.008
"March 31, 2003",1.040
"Dec. 31, 2002",
"Sept. 30, 2002",1.009
"June 30, 2002",1.464
"March 31, 2002",0.6669
