date,long_term_debt
"Dec. 31, 2019",1.99B
"Sept. 30, 2019",1.32B
"June 30, 2019",1.217B
"March 31, 2019",1.271B
"Dec. 31, 2018",1.361B
"Sept. 30, 2018",1.29B
"June 30, 2018",1.128B
"March 31, 2018",895.00M
"Dec. 31, 2017",1.003B
"Sept. 30, 2017",1.031B
"June 30, 2017",1.077B
"March 31, 2017",1.14B
"Dec. 31, 2016",1.195B
"Sept. 30, 2016",1.25B
"June 30, 2016",1.30B
"March 31, 2016",1.332B
"Dec. 31, 2015",1.379B
"Sept. 30, 2015",1.744B
"June 30, 2015",1.803B
"March 31, 2015",1.917B
"Dec. 31, 2014",1.968B
"Sept. 30, 2014",2.088B
"June 30, 2014",2.108B
"March 31, 2014",2.332B
"Dec. 31, 2013",2.116B
"Sept. 30, 2013",2.206B
"June 30, 2013",2.173B
"March 31, 2013",2.251B
"Dec. 31, 2012",2.457B
"Sept. 30, 2012",2.603B
"June 30, 2012",2.626B
"March 31, 2012",2.798B
"Dec. 31, 2011",2.85B
"Sept. 30, 2011",2.864B
"June 30, 2011",2.893B
"March 31, 2011",2.89B
"Dec. 31, 2010",2.85B
"Sept. 30, 2010",2.88B
"June 30, 2010",2.896B
"March 31, 2010",2.882B
"Dec. 31, 2009",2.92B
"Sept. 30, 2009",2.972B
"June 30, 2009",3.063B
"March 31, 2009",2.98B
"Dec. 31, 2008",2.872B
"Sept. 30, 2008",2.929B
"June 30, 2008",2.936B
"March 31, 2008",2.697B
"Dec. 31, 2007",2.588B
"Sept. 30, 2007",2.589B
"June 30, 2007",2.756B
"March 31, 2007",2.685B
"Dec. 31, 2006",2.626B
"Sept. 30, 2006",2.338B
"June 30, 2006",2.287B
"March 31, 2006",2.154B
"Dec. 31, 2005",2.103B
"Sept. 30, 2005",1.998B
"June 30, 2005",1.844B
"March 31, 2005",1.747B
"Dec. 31, 2004",1.396B
"Sept. 30, 2004",1.265B
"June 30, 2004",1.186B
"March 31, 2004",1.113B
"Dec. 31, 2003",1.012B
"Sept. 30, 2003",909.61M
"June 30, 2003",677.09M
"March 31, 2003",626.28M
"Dec. 31, 2002",
"Sept. 30, 2002",523.81M
"June 30, 2002",437.20M
"March 31, 2002",375.30M
