date,ytd_return
"March 19, 2020",-59.40%
"March 18, 2020",-59.08%
"March 17, 2020",-49.15%
"March 16, 2020",-43.32%
"March 13, 2020",-40.28%
"March 12, 2020",-38.62%
"March 11, 2020",-27.51%
"March 10, 2020",-22.12%
"March 9, 2020",-28.42%
"March 6, 2020",-25.85%
"March 5, 2020",-25.96%
"March 4, 2020",-16.99%
"March 3, 2020",-19.82%
"March 2, 2020",-16.83%
"Feb. 28, 2020",-15.71%
"Feb. 27, 2020",-13.09%
"Feb. 26, 2020",-8.55%
"Feb. 25, 2020",-2.51%
"Feb. 24, 2020",3.53%
"Feb. 21, 2020",10.10%
"Feb. 20, 2020",11.27%
"Feb. 19, 2020",11.16%
"Feb. 18, 2020",13.78%
"Feb. 14, 2020",13.62%
"Feb. 13, 2020",15.17%
"Feb. 12, 2020",12.87%
"Feb. 11, 2020",9.56%
"Feb. 10, 2020",6.94%
"Feb. 7, 2020",6.52%
"Feb. 6, 2020",7.26%
"Feb. 5, 2020",10.52%
"Feb. 4, 2020",9.08%
"Feb. 3, 2020",6.94%
"Jan. 31, 2020",5.93%
"Jan. 30, 2020",7.91%
"Jan. 29, 2020",6.52%
"Jan. 28, 2020",8.28%
"Jan. 27, 2020",7.05%
"Jan. 24, 2020",10.28%
"Jan. 23, 2020",12.55%
"Jan. 22, 2020",5.74%
"Jan. 21, 2020",1.76%
"Jan. 17, 2020",2.62%
"Jan. 16, 2020",1.50%
"Jan. 15, 2020",-0.11%
"Jan. 14, 2020",-1.07%
"Jan. 13, 2020",-0.64%
"Jan. 10, 2020",-0.05%
"Jan. 9, 2020",-0.05%
"Jan. 8, 2020",-1.18%
"Jan. 7, 2020",-1.66%
"Jan. 6, 2020",-1.28%
"Jan. 3, 2020",-0.80%
"Jan. 2, 2020",0.91%
"Dec. 31, 2019",16.56%
"Dec. 30, 2019",16.50%
"Dec. 27, 2019",17.62%
"Dec. 26, 2019",18.93%
"Dec. 24, 2019",19.05%
"Dec. 23, 2019",19.55%
"Dec. 20, 2019",19.61%
"Dec. 19, 2019",17.62%
"Dec. 18, 2019",17.00%
"Dec. 17, 2019",18.12%
"Dec. 16, 2019",16.44%
"Dec. 13, 2019",15.69%
"Dec. 12, 2019",17.81%
"Dec. 11, 2019",16.63%
"Dec. 10, 2019",17.68%
"Dec. 9, 2019",17.87%
"Dec. 6, 2019",18.43%
"Dec. 5, 2019",19.18%
"Dec. 4, 2019",20.30%
"Dec. 3, 2019",17.06%
"Dec. 2, 2019",19.55%
"Nov. 29, 2019",19.99%
"Nov. 27, 2019",19.93%
"Nov. 26, 2019",20.30%
"Nov. 25, 2019",19.52%
"Nov. 22, 2019",18.06%
"Nov. 21, 2019",16.00%
"Nov. 20, 2019",18.43%
"Nov. 19, 2019",20.55%
"Nov. 18, 2019",21.23%
"Nov. 15, 2019",22.17%
"Nov. 14, 2019",21.86%
"Nov. 13, 2019",21.92%
"Nov. 12, 2019",20.17%
"Nov. 11, 2019",23.04%
"Nov. 8, 2019",21.86%
"Nov. 7, 2019",21.89%
"Nov. 6, 2019",22.42%
"Nov. 5, 2019",22.17%
"Nov. 4, 2019",21.05%
"Nov. 1, 2019",21.30%
"Oct. 31, 2019",20.17%
"Oct. 30, 2019",21.17%
"Oct. 29, 2019",21.23%
"Oct. 28, 2019",19.74%
"Oct. 25, 2019",16.81%
"Oct. 24, 2019",14.76%
"Oct. 23, 2019",17.56%
"Oct. 22, 2019",17.06%
"Oct. 21, 2019",9.09%
"Oct. 18, 2019",5.60%
"Oct. 17, 2019",7.04%
"Oct. 16, 2019",5.70%
"Oct. 15, 2019",6.69%
"Oct. 14, 2019",5.29%
"Oct. 11, 2019",4.92%
"Oct. 10, 2019",5.20%
"Oct. 9, 2019",4.27%
"Oct. 8, 2019",3.02%
"Oct. 7, 2019",3.42%
"Oct. 4, 2019",1.87%
"Oct. 3, 2019",-0.25%
"Oct. 2, 2019",0.37%
"Oct. 1, 2019",2.93%
"Sept. 30, 2019",4.30%
"Sept. 27, 2019",4.61%
"Sept. 26, 2019",5.48%
"Sept. 25, 2019",4.98%
"Sept. 24, 2019",3.55%
"Sept. 23, 2019",4.42%
