date,assets
"Dec. 31, 2019",11.92B
"Sept. 30, 2019",11.32B
"June 30, 2019",11.24B
"March 31, 2019",11.12B
"Dec. 31, 2018",10.96B
"Sept. 30, 2018",10.15B
"June 30, 2018",9.94B
"March 31, 2018",10.03B
"Dec. 31, 2017",9.781B
"Sept. 30, 2017",9.596B
"June 30, 2017",9.644B
"March 31, 2017",9.473B
"Dec. 31, 2016",9.323B
"Sept. 30, 2016",9.579B
"June 30, 2016",9.458B
"March 31, 2016",9.062B
"Dec. 31, 2015",8.644B
"Sept. 30, 2015",8.594B
"June 30, 2015",8.317B
"March 31, 2015",8.304B
"Dec. 31, 2014",7.839B
"Sept. 30, 2014",7.741B
"June 30, 2014",7.657B
"March 31, 2014",7.645B
"Dec. 31, 2013",7.35B
"Sept. 30, 2013",7.444B
"June 30, 2013",7.368B
"March 31, 2013",7.234B
"Dec. 31, 2012",7.07B
"Sept. 30, 2012",7.141B
"June 30, 2012",7.132B
"March 31, 2012",7.143B
"Dec. 31, 2011",7.071B
"Sept. 30, 2011",6.911B
"June 30, 2011",6.908B
"March 31, 2011",6.843B
"Dec. 31, 2010",6.593B
"Sept. 30, 2010",6.618B
"June 30, 2010",6.59B
"March 31, 2010",6.513B
"Dec. 31, 2009",6.554B
"Sept. 30, 2009",6.533B
"June 30, 2009",6.51B
"March 31, 2009",6.158B
"Dec. 31, 2008",6.02B
"Sept. 30, 2008",6.084B
"June 30, 2008",6.468B
"March 31, 2008",6.05B
"Dec. 31, 2007",5.598B
"Sept. 30, 2007",5.461B
"June 30, 2007",5.356B
"March 31, 2007",5.145B
"Dec. 31, 2006",4.843B
"Sept. 30, 2006",4.429B
"June 30, 2006",4.306B
"March 31, 2006",4.068B
"Dec. 31, 2005",3.892B
"Sept. 30, 2005",3.566B
"June 30, 2005",3.381B
"March 31, 2005",3.236B
"Dec. 31, 2004",2.797B
"Sept. 30, 2004",2.647B
"June 30, 2004",2.510B
"March 31, 2004",2.356B
"Dec. 31, 2003",2.185B
"Sept. 30, 2003",2.010B
"June 30, 2003",1.565B
"March 31, 2003",1.404B
"Dec. 31, 2002",1.379B
"Sept. 30, 2002",1.203B
"June 30, 2002",1.058B
"March 31, 2002",786.11M
