date,days_sales_outstanding
"Dec. 31, 2019",10.83
"Sept. 30, 2019",11.66
"June 30, 2019",13.44
"March 31, 2019",13.39
"Dec. 31, 2018",10.53
"Sept. 30, 2018",10.63
"June 30, 2018",11.26
"March 31, 2018",12.90
"Dec. 31, 2017",11.19
"Sept. 30, 2017",9.135
"June 30, 2017",8.623
"March 31, 2017",9.724
"Dec. 31, 2016",9.079
"Sept. 30, 2016",7.85
"June 30, 2016",8.275
"March 31, 2016",7.934
"Dec. 31, 2015",8.158
"Sept. 30, 2015",7.924
"June 30, 2015",8.463
"March 31, 2015",8.718
"Dec. 31, 2014",8.866
"Sept. 30, 2014",8.952
"June 30, 2014",8.801
"March 31, 2014",8.861
"Dec. 31, 2013",8.323
"Sept. 30, 2013",8.859
"June 30, 2013",10.29
"March 31, 2013",8.675
"Dec. 31, 2012",9.286
"Sept. 30, 2012",9.278
"June 30, 2012",9.539
"March 31, 2012",9.064
"Dec. 31, 2011",7.962
"Sept. 30, 2011",8.132
"June 30, 2011",9.514
"March 31, 2011",9.468
"Dec. 31, 2010",8.609
"Sept. 30, 2010",8.328
"June 30, 2010",9.028
"March 31, 2010",9.010
"Dec. 31, 2009",8.939
"Sept. 30, 2009",9.510
"June 30, 2009",10.57
"March 31, 2009",10.18
"Dec. 31, 2008",10.69
"Sept. 30, 2008",11.94
"June 30, 2008",12.91
"March 31, 2008",11.35
"Dec. 31, 2007",11.55
"Sept. 30, 2007",10.79
"June 30, 2007",10.56
"March 31, 2007",12.01
"Dec. 31, 2006",11.39
"Sept. 30, 2006",11.12
"June 30, 2006",14.54
"March 31, 2006",20.21
"Dec. 31, 2005",15.51
"Sept. 30, 2005",10.89
"June 30, 2005",10.99
"March 31, 2005",10.99
"Dec. 31, 2004",10.41
"Sept. 30, 2004",10.03
"June 30, 2004",8.170
"March 31, 2004",6.680
"Dec. 31, 2003",6.298
"Sept. 30, 2003",6.551
"June 30, 2003",7.027
"March 31, 2003",3.709
"Dec. 31, 2002",2.661
"Sept. 30, 2002",7.649
"June 30, 2002",13.63
