date,ps_ratio
"March 19, 2020",0.28
"March 18, 2020",0.2822
"March 17, 2020",0.3508
"March 16, 2020",0.3909
"March 13, 2020",0.4119
"March 12, 2020",0.4234
"March 11, 2020",0.50
"March 10, 2020",0.5372
"March 9, 2020",0.4937
"March 6, 2020",0.5114
"March 5, 2020",0.5107
"March 4, 2020",0.5726
"March 3, 2020",0.5531
"March 2, 2020",0.5737
"Feb. 28, 2020",0.5814
"Feb. 27, 2020",0.5995
"Feb. 26, 2020",0.6308
"Feb. 25, 2020",0.6725
"Feb. 24, 2020",0.7141
"Feb. 21, 2020",0.7594
"Feb. 20, 2020",0.7675
"Feb. 19, 2020",0.7668
"Feb. 18, 2020",0.7848
"Feb. 14, 2020",0.7837
"Feb. 13, 2020",0.7944
"Feb. 12, 2020",0.7786
"Feb. 11, 2020",0.7557
"Feb. 10, 2020",0.7377
"Feb. 7, 2020",0.7347
"Feb. 6, 2020",0.7399
"Feb. 5, 2020",0.7624
"Feb. 4, 2020",0.7524
"Feb. 3, 2020",0.7377
"Jan. 31, 2020",0.7307
"Jan. 30, 2020",0.7443
"Jan. 29, 2020",0.7347
"Jan. 28, 2020",0.7469
"Jan. 27, 2020",0.7384
"Jan. 24, 2020",0.7607
"Jan. 23, 2020",0.7764
"Jan. 22, 2020",0.7294
"Jan. 21, 2020",0.7019
"Jan. 17, 2020",0.7078
"Jan. 16, 2020",0.7001
"Jan. 15, 2020",0.689
"Jan. 14, 2020",0.6824
"Jan. 13, 2020",0.6853
"Jan. 10, 2020",0.6894
"Jan. 9, 2020",0.6894
"Jan. 8, 2020",0.6817
"Jan. 7, 2020",0.6783
"Jan. 6, 2020",0.6809
"Jan. 3, 2020",0.6842
"Jan. 2, 2020",0.696
"Dec. 31, 2019",0.6898
"Dec. 30, 2019",0.7068
"Dec. 27, 2019",0.7136
"Dec. 26, 2019",0.7215
"Dec. 24, 2019",0.7223
"Dec. 23, 2019",0.7253
"Dec. 20, 2019",0.7257
"Dec. 19, 2019",0.7136
"Dec. 18, 2019",0.7098
"Dec. 17, 2019",0.7166
"Dec. 16, 2019",0.7064
"Dec. 13, 2019",0.7019
"Dec. 12, 2019",0.7147
"Dec. 11, 2019",0.7076
"Dec. 10, 2019",0.714
"Dec. 9, 2019",0.7151
"Dec. 6, 2019",0.7185
"Dec. 5, 2019",0.7231
"Dec. 4, 2019",0.7299
"Dec. 3, 2019",0.7102
