date,eps_est_0y
"March 16, 2020",1.772
"March 13, 2020",2.156
"March 11, 2020",2.272
"March 9, 2020",2.332
"March 6, 2020",2.383
"March 5, 2020",2.438
"March 3, 2020",2.459
"March 2, 2020",2.455
"Feb. 28, 2020",2.505
"Feb. 27, 2020",2.50
"Feb. 25, 2020",2.507
"Feb. 24, 2020",2.507
"Feb. 21, 2020",2.492
"Feb. 4, 2020",2.477
"Jan. 29, 2020",2.457
"Jan. 27, 2020",2.457
"Jan. 24, 2020",2.430
"Jan. 23, 2020",2.381
"Jan. 22, 2020",2.362
"Jan. 21, 2020",2.362
"Jan. 15, 2020",2.367
"Jan. 14, 2020",2.370
"Jan. 13, 2020",2.372
"Jan. 12, 2020",2.386
"Jan. 10, 2020",2.386
"Jan. 8, 2020",2.387
"Jan. 6, 2020",2.384
"Dec. 31, 2019",1.90
"Dec. 20, 2019",1.909
"Dec. 19, 2019",1.909
"Dec. 16, 2019",1.912
"Dec. 12, 2019",1.913
"Dec. 11, 2019",1.920
"Nov. 22, 2019",1.924
"Nov. 13, 2019",1.925
"Nov. 11, 2019",1.926
"Nov. 6, 2019",1.926
"Oct. 28, 2019",1.930
"Oct. 24, 2019",1.931
"Oct. 23, 2019",1.927
"Oct. 22, 2019",1.928
"Oct. 14, 2019",1.894
"Oct. 11, 2019",1.893
"Oct. 10, 2019",1.893
"Oct. 9, 2019",1.902
"Oct. 8, 2019",1.895
"Oct. 7, 2019",1.898
"Oct. 3, 2019",1.897
"Oct. 2, 2019",1.897
"Oct. 1, 2019",1.908
"Sept. 29, 2019",1.921
"Sept. 24, 2019",1.922
"Sept. 23, 2019",1.920
"Sept. 13, 2019",1.933
"Sept. 12, 2019",1.942
"Sept. 9, 2019",1.946
"Sept. 8, 2019",1.954
"Sept. 6, 2019",1.962
"Sept. 5, 2019",1.986
"Sept. 4, 2019",1.995
"Aug. 19, 2019",2.012
"Aug. 16, 2019",2.014
"Aug. 14, 2019",2.010
"Aug. 2, 2019",2.009
"July 30, 2019",2.013
"July 28, 2019",2.008
"July 26, 2019",2.003
"July 25, 2019",2.003
"July 24, 2019",2.01
"July 23, 2019",2.002
"July 19, 2019",1.975
"July 17, 2019",1.972
"July 16, 2019",1.956
"July 15, 2019",1.947
"July 11, 2019",1.947
"July 10, 2019",1.958
"July 8, 2019",1.923
"June 27, 2019",1.907
"June 24, 2019",1.906
"June 20, 2019",1.902
"June 19, 2019",1.897
"June 17, 2019",1.897
"June 12, 2019",1.888
"June 11, 2019",1.861
"June 3, 2019",1.846
"May 28, 2019",1.846
"May 20, 2019",1.843
"May 6, 2019",1.844
"May 3, 2019",1.847
"April 30, 2019",1.842
"April 29, 2019",1.838
"April 26, 2019",1.836
"April 24, 2019",1.836
"April 23, 2019",1.812
"April 17, 2019",1.805
"April 15, 2019",1.804
"April 12, 2019",1.811
"April 11, 2019",1.811
"April 10, 2019",1.817
"April 9, 2019",1.814
"April 8, 2019",1.851
"April 4, 2019",1.859
"April 1, 2019",1.886
"March 29, 2019",1.908
"March 28, 2019",1.914
"March 11, 2019",1.923
"March 10, 2019",1.956
"March 8, 2019",1.964
"March 7, 2019",1.976
"March 6, 2019",1.984
"March 5, 2019",2.030
"March 1, 2019",2.060
"Feb. 28, 2019",2.063
"Feb. 22, 2019",2.075
"Feb. 13, 2019",2.090
"Feb. 1, 2019",2.083
"Jan. 28, 2019",2.083
"Jan. 26, 2019",2.04
"Jan. 25, 2019",2.035
"Jan. 24, 2019",2.145
"Jan. 23, 2019",1.978
"Jan. 14, 2019",1.957
"Jan. 12, 2019",1.928
"Jan. 11, 2019",1.928
"Jan. 10, 2019",1.896
"Jan. 8, 2019",1.870
"Jan. 7, 2019",1.849
"Dec. 31, 2018",1.512
"Dec. 21, 2018",1.498
"Dec. 19, 2018",1.483
"Dec. 12, 2018",1.476
"Dec. 7, 2018",1.469
"Dec. 6, 2018",1.464
"Dec. 4, 2018",1.459
"Nov. 30, 2018",1.456
"Nov. 28, 2018",1.454
"Nov. 27, 2018",1.450
"Nov. 26, 2018",1.450
"Nov. 21, 2018",1.450
"Nov. 20, 2018",1.450
"Nov. 19, 2018",1.450
"Nov. 15, 2018",1.452
"Nov. 14, 2018",1.449
"Nov. 12, 2018",1.451
"Nov. 8, 2018",1.451
"Oct. 30, 2018",1.451
"Oct. 25, 2018",1.45
"Oct. 24, 2018",1.439
"Oct. 23, 2018",1.443
"Oct. 16, 2018",1.432
"Oct. 15, 2018",1.442
"Oct. 12, 2018",1.448
"Oct. 11, 2018",1.450
"Oct. 10, 2018",1.450
"Oct. 9, 2018",1.459
"Oct. 8, 2018",1.460
"Oct. 5, 2018",1.464
"Oct. 4, 2018",1.468
"Oct. 3, 2018",1.473
"Oct. 2, 2018",1.490
"Sept. 27, 2018",1.497
"Sept. 26, 2018",1.495
"Sept. 24, 2018",1.493
"Sept. 12, 2018",1.491
"Sept. 10, 2018",1.491
"Sept. 6, 2018",1.490
"Sept. 5, 2018",1.488
"Sept. 4, 2018",1.487
"Aug. 24, 2018",1.484
"Aug. 10, 2018",1.488
"Aug. 2, 2018",1.494
"Aug. 1, 2018",1.494
"July 31, 2018",1.506
"July 26, 2018",1.551
"July 25, 2018",1.555
"July 24, 2018",1.569
"July 23, 2018",1.675
"July 20, 2018",1.675
"July 17, 2018",1.675
"July 16, 2018",1.676
"July 14, 2018",1.674
"July 13, 2018",1.671
"July 12, 2018",1.688
"July 11, 2018",1.692
"July 6, 2018",1.701
"July 3, 2018",1.698
"June 20, 2018",1.698
"June 15, 2018",1.718
"June 13, 2018",1.725
"June 9, 2018",1.737
"June 5, 2018",1.74
"June 4, 2018",1.740
"May 30, 2018",1.744
"May 18, 2018",1.760
"May 17, 2018",1.760
"May 16, 2018",1.762
"May 15, 2018",1.768
"May 14, 2018",1.759
"May 11, 2018",1.768
"May 10, 2018",1.781
"May 8, 2018",1.781
"May 2, 2018",1.782
"April 30, 2018",1.775
"April 27, 2018",1.790
"April 25, 2018",1.790
"April 24, 2018",1.813
"April 20, 2018",1.851
"April 19, 2018",1.851
"April 17, 2018",1.854
"April 16, 2018",1.872
"April 13, 2018",1.87
"April 12, 2018",1.877
"April 11, 2018",1.875
"April 10, 2018",1.898
"April 6, 2018",1.906
"April 3, 2018",1.919
"April 2, 2018",1.926
"March 29, 2018",1.927
"March 23, 2018",1.924
"March 19, 2018",1.923
"March 14, 2018",1.925
"March 13, 2018",1.918
"March 12, 2018",1.915
"March 9, 2018",1.915
"Feb. 23, 2018",1.911
"Feb. 16, 2018",1.904
"Feb. 15, 2018",1.905
"Feb. 2, 2018",1.898
"Jan. 31, 2018",1.898
"Jan. 30, 2018",1.905
"Jan. 26, 2018",1.909
"Jan. 25, 2018",2.045
"Jan. 23, 2018",1.984
"Jan. 22, 2018",1.977
"Jan. 20, 2018",1.976
"Jan. 18, 2018",1.984
"Jan. 16, 2018",1.983
"Jan. 12, 2018",1.964
"Jan. 11, 2018",1.958
"Jan. 10, 2018",1.939
"Jan. 9, 2018",1.958
"Jan. 8, 2018",1.926
"Jan. 5, 2018",1.893
