date,springate_score
"Dec. 31, 2019",0.6487
"Sept. 30, 2019",0.6147
"June 30, 2019",0.5199
"March 31, 2019",0.3142
"Dec. 31, 2018",0.368
"Sept. 30, 2018",0.3429
"June 30, 2018",0.4766
"March 31, 2018",0.7561
"Dec. 31, 2017",0.8019
"Sept. 30, 2017",0.8297
"June 30, 2017",0.8445
"March 31, 2017",0.8347
"Dec. 31, 2016",0.9908
"Sept. 30, 2016",1.091
"June 30, 2016",1.116
"March 31, 2016",1.108
"Dec. 31, 2015",1.056
"Sept. 30, 2015",1.005
"June 30, 2015",0.868
"March 31, 2015",0.965
"Dec. 31, 2014",0.8167
"Sept. 30, 2014",0.7784
"June 30, 2014",0.7697
"March 31, 2014",0.5648
"Dec. 31, 2013",0.5615
"Sept. 30, 2013",0.5333
"June 30, 2013",0.4883
"March 31, 2013",0.5428
"Dec. 31, 2012",0.6051
"Sept. 30, 2012",0.7167
"June 30, 2012",0.7329
"March 31, 2012",0.7223
"Dec. 31, 2011",0.6972
"Sept. 30, 2011",0.6936
"June 30, 2011",0.7114
"March 31, 2011",0.7235
"Dec. 31, 2010",0.7233
"Sept. 30, 2010",0.7113
"June 30, 2010",0.6264
"March 31, 2010",0.6315
"Dec. 31, 2009",0.6896
"Sept. 30, 2009",0.5754
"June 30, 2009",0.5308
"March 31, 2009",0.444
"Dec. 31, 2008",0.4161
"Sept. 30, 2008",0.5097
"June 30, 2008",0.5768
"March 31, 2008",0.6501
"Dec. 31, 2007",0.5626
"Sept. 30, 2007",0.572
"June 30, 2007",0.512
