date,market_cap
"March 19, 2020",9.501B
"March 18, 2020",9.199B
"March 17, 2020",9.346B
"March 16, 2020",9.477B
"March 13, 2020",10.66B
"March 12, 2020",10.02B
"March 11, 2020",11.20B
"March 10, 2020",12.11B
"March 9, 2020",10.07B
"March 6, 2020",15.18B
"March 5, 2020",16.63B
"March 4, 2020",17.40B
"March 3, 2020",17.61B
"March 2, 2020",17.46B
"Feb. 28, 2020",17.15B
"Feb. 27, 2020",16.79B
"Feb. 26, 2020",17.06B
"Feb. 25, 2020",17.52B
"Feb. 24, 2020",18.38B
"Feb. 21, 2020",19.66B
"Feb. 20, 2020",19.75B
"Feb. 19, 2020",19.40B
"Feb. 18, 2020",18.66B
"Feb. 14, 2020",18.42B
"Feb. 13, 2020",18.31B
"Feb. 12, 2020",17.94B
"Feb. 11, 2020",17.14B
"Feb. 10, 2020",16.77B
"Feb. 7, 2020",16.92B
"Feb. 6, 2020",17.41B
"Feb. 5, 2020",18.10B
"Feb. 4, 2020",17.60B
"Feb. 3, 2020",17.22B
"Jan. 31, 2020",17.27B
"Jan. 30, 2020",17.86B
"Jan. 29, 2020",17.63B
"Jan. 28, 2020",18.94B
"Jan. 27, 2020",18.95B
"Jan. 24, 2020",19.64B
"Jan. 23, 2020",20.29B
"Jan. 22, 2020",20.49B
"Jan. 21, 2020",20.89B
"Jan. 17, 2020",21.32B
"Jan. 16, 2020",21.44B
"Jan. 15, 2020",21.37B
"Jan. 14, 2020",21.37B
"Jan. 13, 2020",21.13B
"Jan. 10, 2020",20.89B
"Jan. 9, 2020",21.07B
"Jan. 8, 2020",20.90B
"Jan. 7, 2020",21.63B
"Jan. 6, 2020",21.61B
"Jan. 3, 2020",21.30B
"Jan. 2, 2020",20.65B
"Dec. 31, 2019",20.37B
"Dec. 30, 2019",20.16B
"Dec. 27, 2019",20.25B
"Dec. 26, 2019",20.55B
"Dec. 24, 2019",20.49B
"Dec. 23, 2019",20.38B
"Dec. 20, 2019",19.76B
"Dec. 19, 2019",19.41B
"Dec. 18, 2019",19.82B
"Dec. 17, 2019",19.71B
"Dec. 16, 2019",19.68B
"Dec. 13, 2019",18.99B
"Dec. 12, 2019",19.31B
"Dec. 11, 2019",18.77B
"Dec. 10, 2019",18.81B
"Dec. 9, 2019",18.82B
"Dec. 6, 2019",18.97B
"Dec. 5, 2019",18.57B
"Dec. 4, 2019",18.65B
"Dec. 3, 2019",18.22B
"Dec. 2, 2019",18.64B
"Nov. 29, 2019",18.92B
"Nov. 27, 2019",19.23B
"Nov. 26, 2019",19.37B
"Nov. 25, 2019",19.73B
"Nov. 22, 2019",19.61B
"Nov. 21, 2019",20.39B
"Nov. 20, 2019",20.45B
"Nov. 19, 2019",20.17B
"Nov. 18, 2019",20.35B
"Nov. 15, 2019",20.73B
"Nov. 14, 2019",20.67B
"Nov. 13, 2019",21.02B
"Nov. 12, 2019",21.88B
"Nov. 11, 2019",22.18B
"Nov. 8, 2019",21.89B
"Nov. 7, 2019",21.55B
"Nov. 6, 2019",20.92B
"Nov. 5, 2019",21.24B
"Nov. 4, 2019",21.10B
"Nov. 1, 2019",21.00B
"Oct. 31, 2019",20.03B
"Oct. 30, 2019",19.73B
"Oct. 29, 2019",20.66B
"Oct. 28, 2019",20.28B
"Oct. 25, 2019",20.35B
"Oct. 24, 2019",20.38B
"Oct. 23, 2019",20.30B
"Oct. 22, 2019",20.58B
"Oct. 21, 2019",20.08B
"Oct. 18, 2019",19.79B
"Oct. 17, 2019",19.85B
"Oct. 16, 2019",19.88B
"Oct. 15, 2019",20.15B
"Oct. 14, 2019",20.47B
"Oct. 11, 2019",20.35B
"Oct. 10, 2019",20.08B
"Oct. 9, 2019",19.61B
"Oct. 8, 2019",18.93B
"Oct. 7, 2019",19.11B
"Oct. 4, 2019",19.01B
"Oct. 3, 2019",18.83B
"Oct. 2, 2019",18.08B
"Oct. 1, 2019",18.47B
"Sept. 30, 2019",18.43B
"Sept. 27, 2019",18.31B
"Sept. 26, 2019",18.78B
"Sept. 25, 2019",19.34B
"Sept. 24, 2019",19.58B
"Sept. 23, 2019",19.95B
