date,sales_est_0y
"March 19, 2020",6.263B
"March 18, 2020",6.253B
"March 17, 2020",6.227B
"March 16, 2020",6.350B
"March 14, 2020",6.564B
"March 11, 2020",6.599B
"March 10, 2020",6.687B
"March 9, 2020",6.700B
"Feb. 24, 2020",7.028B
"Feb. 3, 2020",7.033B
"Jan. 31, 2020",7.135B
"Jan. 30, 2020",7.163B
"Jan. 29, 2020",7.034B
"Jan. 28, 2020",7.212B
"Jan. 27, 2020",7.231B
"Jan. 24, 2020",7.230B
"Jan. 21, 2020",7.160B
"Jan. 14, 2020",7.158B
"Jan. 13, 2020",7.132B
"Dec. 31, 2019",6.371B
"Dec. 23, 2019",6.383B
"Dec. 11, 2019",6.382B
"Dec. 10, 2019",6.386B
"Nov. 18, 2019",6.386B
"Nov. 15, 2019",6.395B
"Nov. 9, 2019",6.394B
"Nov. 4, 2019",6.406B
"Nov. 1, 2019",6.401B
"Oct. 31, 2019",6.415B
"Oct. 30, 2019",6.403B
"Oct. 29, 2019",6.391B
"Oct. 27, 2019",6.391B
"Oct. 21, 2019",6.387B
"Oct. 19, 2019",6.391B
"Oct. 17, 2019",6.392B
"Oct. 16, 2019",6.443B
"Oct. 14, 2019",6.461B
"Oct. 11, 2019",6.460B
"Oct. 10, 2019",6.458B
"Oct. 7, 2019",6.455B
"Oct. 4, 2019",6.451B
"Sept. 16, 2019",6.455B
"Sept. 6, 2019",6.462B
"Aug. 16, 2019",6.468B
"Aug. 15, 2019",6.475B
"Aug. 13, 2019",6.472B
"Aug. 9, 2019",6.497B
"Aug. 7, 2019",6.529B
"Aug. 6, 2019",6.529B
"Aug. 5, 2019",6.550B
"Aug. 2, 2019",6.651B
"Aug. 1, 2019",6.721B
"July 31, 2019",6.456B
"July 29, 2019",6.445B
"July 23, 2019",6.484B
"July 22, 2019",6.482B
"July 17, 2019",6.529B
"July 11, 2019",6.542B
"July 8, 2019",6.552B
"July 3, 2019",6.566B
"June 24, 2019",6.577B
"June 20, 2019",6.586B
"June 14, 2019",6.626B
"June 4, 2019",6.631B
"May 16, 2019",6.631B
"May 15, 2019",6.661B
