date,forward_ps_ratio
"March 19, 2020",1.517
"March 18, 2020",1.469
"March 17, 2020",1.492
"March 16, 2020",1.513
"March 13, 2020",1.702
"March 12, 2020",1.603
"March 11, 2020",1.798
"March 10, 2020",1.945
"March 9, 2020",1.617
"March 6, 2020",2.437
"March 5, 2020",2.670
"March 4, 2020",2.794
"March 3, 2020",2.828
"March 2, 2020",2.803
"Feb. 28, 2020",2.754
"Feb. 27, 2020",2.697
"Feb. 26, 2020",2.739
"Feb. 25, 2020",2.813
"Feb. 24, 2020",2.952
"Feb. 21, 2020",3.158
"Feb. 20, 2020",3.172
"Feb. 19, 2020",3.116
"Feb. 18, 2020",2.997
"Feb. 14, 2020",2.958
"Feb. 13, 2020",2.940
"Feb. 12, 2020",2.881
"Feb. 11, 2020",2.753
"Feb. 10, 2020",2.694
"Feb. 7, 2020",2.718
"Feb. 6, 2020",2.795
"Feb. 5, 2020",2.907
"Feb. 4, 2020",2.827
"Feb. 3, 2020",2.766
"Jan. 31, 2020",2.773
"Jan. 30, 2020",2.868
"Jan. 29, 2020",2.832
"Jan. 28, 2020",3.042
"Jan. 27, 2020",3.044
"Jan. 24, 2020",3.154
"Jan. 23, 2020",3.258
"Jan. 22, 2020",3.291
"Jan. 21, 2020",3.354
"Jan. 17, 2020",3.423
"Jan. 16, 2020",3.444
"Jan. 15, 2020",3.432
"Jan. 14, 2020",3.431
"Jan. 13, 2020",3.394
"Jan. 10, 2020",3.355
"Jan. 9, 2020",3.384
"Jan. 8, 2020",3.356
"Jan. 7, 2020",3.474
"Jan. 6, 2020",3.470
"Jan. 3, 2020",3.420
"Jan. 2, 2020",3.317
"Dec. 31, 2019",3.272
"Dec. 30, 2019",3.164
"Dec. 27, 2019",3.178
"Dec. 26, 2019",3.226
"Dec. 24, 2019",3.216
"Dec. 23, 2019",3.199
"Dec. 20, 2019",3.101
"Dec. 19, 2019",3.046
"Dec. 18, 2019",3.112
"Dec. 17, 2019",3.093
"Dec. 16, 2019",3.090
"Dec. 13, 2019",2.980
"Dec. 12, 2019",3.031
"Dec. 11, 2019",2.946
"Dec. 10, 2019",2.952
"Dec. 9, 2019",2.953
"Dec. 6, 2019",2.978
"Dec. 5, 2019",2.915
"Dec. 4, 2019",2.928
"Dec. 3, 2019",2.860
"Dec. 2, 2019",2.926
"Nov. 29, 2019",2.970
"Nov. 27, 2019",3.019
"Nov. 26, 2019",3.040
"Nov. 25, 2019",3.097
"Nov. 22, 2019",3.078
"Nov. 21, 2019",3.20
"Nov. 20, 2019",3.210
"Nov. 19, 2019",3.166
"Nov. 18, 2019",3.194
"Nov. 15, 2019",3.253
"Nov. 14, 2019",3.245
"Nov. 13, 2019",3.298
"Nov. 12, 2019",3.434
"Nov. 11, 2019",3.482
"Nov. 8, 2019",3.436
"Nov. 7, 2019",3.383
"Nov. 6, 2019",3.284
"Nov. 5, 2019",3.334
"Nov. 4, 2019",3.312
"Nov. 1, 2019",3.296
"Oct. 31, 2019",3.144
"Oct. 30, 2019",3.097
"Oct. 29, 2019",3.243
"Oct. 28, 2019",3.184
"Oct. 25, 2019",3.194
"Oct. 24, 2019",3.198
"Oct. 23, 2019",3.186
"Oct. 22, 2019",3.231
"Oct. 21, 2019",3.152
"Oct. 18, 2019",3.106
"Oct. 17, 2019",3.116
"Oct. 16, 2019",3.120
"Oct. 15, 2019",3.163
"Oct. 14, 2019",3.213
"Oct. 11, 2019",3.193
"Oct. 10, 2019",3.152
"Oct. 9, 2019",3.078
"Oct. 8, 2019",2.971
"Oct. 7, 2019",2.999
"Oct. 4, 2019",2.984
"Oct. 3, 2019",2.955
"Oct. 2, 2019",2.837
"Oct. 1, 2019",2.899
"Sept. 30, 2019",2.892
"Sept. 27, 2019",2.874
"Sept. 26, 2019",2.948
"Sept. 25, 2019",3.036
"Sept. 24, 2019",3.074
"Sept. 23, 2019",3.131
"Sept. 20, 2019",3.138
"Sept. 19, 2019",3.134
"Sept. 18, 2019",3.198
"Sept. 17, 2019",3.240
"Sept. 16, 2019",3.359
